from,to,weight
3292,1543,3
3292,1577,3
3292,8644,3
3292,10720,3
3292,10941,3
3292,54490,3
3292,54575,3
3292,54576,3
3292,54577,3
3292,54578,3
3292,54579,3
3292,54600,3
3292,54657,3
3292,54658,3
3292,54659,3
3292,574537,3
3292,7363,3
3292,7364,3
3292,7365,3
3292,7366,3
3292,7367,3
3292,79799,3
3292,1545,3
3292,1576,3
3294,1584,3
3294,1585,3
3294,1543,3
3294,1577,3
3294,8644,3
3294,6715,3
3294,6716,3
3294,79644,3
3294,6718,3
3294,3293,3
3294,10720,3
3294,10941,3
3294,54490,3
3294,54575,3
3294,54576,3
3294,54577,3
3294,54578,3
3294,54579,3
3294,54600,3
3294,54657,3
3294,54658,3
3294,54659,3
3294,574537,3
3294,7363,3
3294,7364,3
3294,7365,3
3294,7366,3
3294,7367,3
3294,79799,3
3294,1588,3
3294,1545,3
3294,1576,3
51144,1543,3
51144,1577,3
51144,8644,3
51144,10720,3
51144,10941,3
51144,54490,3
51144,54575,3
51144,54576,3
51144,54577,3
51144,54578,3
51144,54579,3
51144,54600,3
51144,54657,3
51144,54658,3
51144,54659,3
51144,574537,3
51144,7363,3
51144,7364,3
51144,7365,3
51144,7366,3
51144,7367,3
51144,79799,3
51144,1545,3
51144,1576,3
51478,1543,3
51478,1577,3
51478,8644,3
51478,10720,3
51478,10941,3
51478,54490,3
51478,54575,3
51478,54576,3
51478,54577,3
51478,54578,3
51478,54579,3
51478,54600,3
51478,54657,3
51478,54658,3
51478,54659,3
51478,574537,3
51478,7363,3
51478,7364,3
51478,7365,3
51478,7366,3
51478,7367,3
51478,79799,3
51478,1545,3
51478,1576,3
7923,1584,3
7923,1585,3
7923,1543,3
7923,1577,3
7923,8644,3
7923,6715,3
7923,6716,3
7923,79644,3
7923,6718,3
7923,3293,3
7923,10720,3
7923,10941,3
7923,54490,3
7923,54575,3
7923,54576,3
7923,54577,3
7923,54578,3
7923,54579,3
7923,54600,3
7923,54657,3
7923,54658,3
7923,54659,3
7923,574537,3
7923,7363,3
7923,7364,3
7923,7365,3
7923,7366,3
7923,7367,3
7923,79799,3
7923,1588,3
7923,1545,3
7923,1576,3
8630,1586,3
8630,1584,3
8630,1585,3
8630,1543,3
8630,1577,3
8630,8644,3
8630,6715,3
8630,6716,3
8630,79644,3
8630,1646,3
8630,6718,3
8630,1109,3
8630,3293,3
8630,10720,3
8630,10941,3
8630,54490,3
8630,54575,3
8630,54576,3
8630,54577,3
8630,54578,3
8630,54579,3
8630,54600,3
8630,54657,3
8630,54658,3
8630,54659,3
8630,574537,3
8630,7363,3
8630,7364,3
8630,7365,3
8630,7366,3
8630,7367,3
8630,79799,3
8630,1588,3
8630,1545,3
8630,1576,3
412,6820,3
412,3283,3
412,3284,3
412,100861540,3
412,1543,3
412,1544,3
412,1551,3
412,1577,3
412,8644,3
412,1581,3
412,1571,3
412,1576,3
6820,412,3
1583,412,3
1583,6820,3
1583,1586,3
1583,1589,3
1583,3283,3
1583,3284,3
1583,9420,3
1586,3294,3
1586,7923,3
1586,8630,3
1586,6820,3
1586,1583,3
1586,1589,3
1586,3283,3
1586,3284,3
1586,1584,3
1586,1585,3
1586,100861540,3
1586,1543,3
1586,1544,3
1586,1551,3
1586,1577,3
1586,8644,3
1586,6715,3
1586,6716,3
1586,79644,3
1586,1646,3
1586,6718,3
1586,1109,3
1586,1645,3
1586,3293,3
1586,10720,3
1586,10941,3
