from,to,weight
214,923,3
923,214,3
6693,6614,3
6614,6693,3
5788,933,3
933,5788,3
3688,7412,1
3688,58494,3
3689,10666,1
3689,3385,1
3689,3383,1
3689,3384,1
3689,83700,3
3689,50848,3
3683,10666,1
3683,3385,1
3683,3383,1
3683,3384,1
3683,50848,3
958,959,3
5819,25945,3
5819,10666,1
5819,201633,1
25945,5819,3
25945,5818,3
25945,201633,1
23114,8506,3
23114,1272,3
26047,6900,3
8506,23114,3
6900,26047,3
6900,3897,3
1272,23114,3
1272,4897,1
9369,22829,1
9369,22871,1
9369,54413,1
9369,57502,1
9369,57555,1
9378,22829,1
9378,22871,1
9378,54413,1
9378,57502,1
9378,57555,1
9379,22829,1
9379,22871,1
9379,54413,1
9379,57502,1
9379,57555,1
4684,4685,3
4684,3897,3
4685,4684,3
4685,3897,3
3897,6900,3
3897,4684,3
3897,4685,3
5818,25945,3
5817,10666,1
5817,201633,1
6401,2734,3
2734,6401,3
6403,6404,3
6404,6401,1
6404,6403,3
947,6402,3
6402,947,3
6402,8174,3
8174,6402,3
8174,3695,3
8174,3676,3
7412,3695,3
7412,3676,3
3695,8174,3
3695,7412,3
3680,7412,1
3676,8174,3
3676,7412,1
3676,58494,3
4267,83692,3
83692,4267,3
965,914,1
914,965,3
3385,3689,1
3385,3683,1
3383,3689,1
3383,3683,1
3384,3689,1
3384,3683,1
3384,3684,3
58494,3688,3
58494,3676,3
58494,83700,3
58494,50848,3
83700,3689,3
83700,58494,3
83700,3684,3
83700,50848,3
3684,3383,1
3684,3384,3
3684,83700,3
50848,3689,3
50848,3683,3
50848,58494,3
50848,83700,3
959,958,1
80380,5133,1
29126,5133,1
29126,941,1
3108,920,1
3109,920,1
3111,920,1
3112,920,1
3113,920,1
3115,920,1
3117,920,1
3118,920,1
3119,920,1
3122,920,1
3123,920,1
3125,920,1
3126,920,1
3127,920,1
942,940,1
942,1493,1
941,29126,1
941,940,1
941,1493,1
940,941,1
3105,925,1
3105,926,1
3105,927,1
3106,925,1
3106,926,1
3106,927,1
3107,925,1
3107,926,1
3107,927,1
3133,925,1
3133,926,1
3133,927,1
3134,925,1
3134,926,1
3134,927,1
3135,925,1
3135,926,1
3135,927,1
100132463,100288814,3
100132463,10686,3
100132463,1364,3
100132463,1365,3
100132463,1366,3
100132463,137075,3
100132463,149461,3
100132463,23562,3
100132463,24146,3
100132463,26285,3
100132463,49861,3
100132463,5010,3
100132463,51208,3
100132463,53842,3
100132463,644672,3
100132463,7122,3
100132463,9069,3
100132463,9071,3
100132463,9073,3
100132463,9074,3
100132463,9075,3
100132463,9076,3
100132463,9080,3
100288814,100132463,3
100288814,10686,3
100288814,1364,3
100288814,1365,3
100288814,1366,3
100288814,137075,3
100288814,149461,3
100288814,23562,3
100288814,24146,3
100288814,26285,3
100288814,49861,3
100288814,5010,3
100288814,51208,3
100288814,53842,3
100288814,644672,3
100288814,7122,3
100288814,9069,3
100288814,9071,3
100288814,9073,3
100288814,9074,3
100288814,9075,3
100288814,9076,3
100288814,9080,3
10686,100132463,3
10686,100288814,3
10686,1364,3
10686,1365,3
10686,1366,3
10686,137075,3
10686,149461,3
10686,23562,3
10686,24146,3
10686,26285,3
10686,49861,3
10686,5010,3
10686,51208,3
10686,53842,3
10686,644672,3
10686,7122,3
10686,9069,3
10686,9071,3
10686,9073,3
10686,9074,3
10686,9075,3
10686,9076,3
10686,9080,3
1364,100132463,3
1364,100288814,3
1364,10686,3
1364,1365,3
1364,1366,3
1364,137075,3
1364,149461,3
1364,23562,3
1364,24146,3
1364,26285,3
1364,49861,3
1364,5010,3
1364,51208,3
1364,53842,3
1364,644672,3
1364,7122,3
1364,9069,3
1364,9071,3
1364,9073,3
1364,9074,3
1364,9075,3
1364,9076,3
1364,9080,3
1365,100132463,3
1365,100288814,3
1365,10686,3
1365,1364,3
1365,1366,3
1365,137075,3
1365,149461,3
1365,23562,3
1365,24146,3
1365,26285,3
1365,49861,3
1365,5010,3
1365,51208,3
1365,53842,3
1365,644672,3
1365,7122,3
1365,9069,3
1365,9071,3
1365,9073,3
1365,9074,3
1365,9075,3
1365,9076,3
1365,9080,3
1366,100132463,3
1366,100288814,3
1366,10686,3
1366,1364,3
1366,1365,3
1366,137075,3
1366,149461,3
1366,23562,3
1366,24146,3
1366,26285,3
1366,49861,3
1366,5010,3
1366,51208,3
1366,53842,3
1366,644672,3
1366,7122,3
1366,9069,3
1366,9071,3
1366,9073,3
1366,9074,3
1366,9075,3
1366,9076,3
1366,9080,3
137075,100132463,3
137075,100288814,3
137075,10686,3
137075,1364,3
137075,1365,3
137075,1366,3
137075,149461,3
137075,23562,3
137075,24146,3
137075,26285,3
137075,49861,3
137075,5010,3
137075,51208,3
137075,53842,3
137075,644672,3
137075,7122,3
137075,9069,3
137075,9071,3
137075,9073,3
137075,9074,3
137075,9075,3
137075,9076,3
137075,9080,3
149461,100132463,3
149461,100288814,3
149461,10686,3
149461,1364,3
149461,1365,3
149461,1366,3
149461,137075,3
149461,23562,3
149461,24146,3
149461,26285,3
149461,49861,3
149461,5010,3
149461,51208,3
149461,53842,3
149461,644672,3
149461,7122,3
149461,9069,3
149461,9071,3
149461,9073,3
149461,9074,3
149461,9075,3
149461,9076,3
149461,9080,3
23562,100132463,3
23562,100288814,3
23562,10686,3
23562,1364,3
23562,1365,3
23562,1366,3
23562,137075,3
23562,149461,3
23562,24146,3
23562,26285,3
23562,49861,3
23562,5010,3
23562,51208,3
23562,53842,3
23562,644672,3
23562,7122,3
23562,9069,3
23562,9071,3
23562,9073,3
23562,9074,3
23562,9075,3
23562,9076,3
23562,9080,3
24146,100132463,3
24146,100288814,3
24146,10686,3
24146,1364,3
24146,1365,3
24146,1366,3
24146,137075,3
24146,149461,3
24146,23562,3
24146,26285,3
24146,49861,3
24146,5010,3
24146,51208,3
24146,53842,3
24146,644672,3
24146,7122,3
24146,9069,3
24146,9071,3
24146,9073,3
24146,9074,3
24146,9075,3
24146,9076,3
24146,9080,3
26285,100132463,3
26285,100288814,3
26285,10686,3
26285,1364,3
26285,1365,3
26285,1366,3
26285,137075,3
26285,149461,3
26285,23562,3
26285,24146,3
26285,49861,3
26285,5010,3
26285,51208,3
26285,53842,3
26285,644672,3
26285,7122,3
26285,9069,3
26285,9071,3
26285,9073,3
26285,9074,3
26285,9075,3
26285,9076,3
26285,9080,3
49861,100132463,3
49861,100288814,3
49861,10686,3
49861,1364,3
49861,1365,3
49861,1366,3
49861,137075,3
49861,149461,3
49861,23562,3
49861,24146,3
49861,26285,3
49861,5010,3
49861,51208,3
49861,53842,3
49861,644672,3
49861,7122,3
49861,9069,3
49861,9071,3
49861,9073,3
49861,9074,3
49861,9075,3
49861,9076,3
49861,9080,3
5010,100132463,3
5010,100288814,3
5010,10686,3
5010,1364,3
5010,1365,3
5010,1366,3
5010,137075,3
5010,149461,3
5010,23562,3
5010,24146,3
5010,26285,3
5010,49861,3
5010,51208,3
5010,53842,3
5010,644672,3
5010,7122,3
5010,9069,3
5010,9071,3
5010,9073,3
5010,9074,3
5010,9075,3
5010,9076,3
5010,9080,3
51208,100132463,3
51208,100288814,3
51208,10686,3
51208,1364,3
51208,1365,3
51208,1366,3
51208,137075,3
51208,149461,3
51208,23562,3
51208,24146,3
51208,26285,3
51208,49861,3
51208,5010,3
51208,53842,3
51208,644672,3
51208,7122,3
51208,9069,3
51208,9071,3
51208,9073,3
51208,9074,3
51208,9075,3
51208,9076,3
51208,9080,3
53842,100132463,3
53842,100288814,3
53842,10686,3
53842,1364,3
53842,1365,3
53842,1366,3
53842,137075,3
53842,149461,3
53842,23562,3
53842,24146,3
53842,26285,3
53842,49861,3
53842,5010,3
53842,51208,3
53842,644672,3
53842,7122,3
53842,9069,3
53842,9071,3
