from,to,weight
5465,10999,1
5465,376497,1
5465,2168,1
5465,6342,1
5465,30,1
5465,34,1
5465,1962,1
5465,1376,1
5465,126129,1
5465,1374,1
5465,1375,1
5465,2180,1
5465,2181,1
5465,2182,1
5465,23205,1
5465,23305,1
5465,51703,1
5465,81616,1
5465,4023,1
5465,1581,1
5465,3157,1
5465,3158,1
5465,51129,1
5465,51,1
5465,8309,1
5465,8310,1
5465,336,1
5465,5360,1
5465,6319,1
5465,79966,1
5465,9415,1
5465,345,1
5465,1582,1
5465,10062,1
5465,335,1
5465,1622,1
5465,116519,1
5465,10873,1
5465,4199,1
5465,7350,1
6256,100509620,1
6256,364,1
6256,2710,1
6256,2712,1
6256,5105,1
6256,5106,1
6256,123,1
6256,440503,1
6256,5346,1
6256,729359,1
6256,948,1
6256,10999,1
6256,376497,1
6256,2167,1
6256,2168,1
6256,2170,1
6256,6342,1
6256,30,1
6256,34,1
6256,33,1
6256,1962,1
6256,1376,1
6256,126129,1
6256,1374,1
6256,1375,1
6256,2180,1
6256,2181,1
6256,2182,1
6256,23205,1
6256,23305,1
6256,51703,1
6256,81616,1
6256,4973,1
6256,4023,1
6256,1581,1
6256,3157,1
6256,3158,1
6256,10580,1
6256,4312,1
6256,51129,1
6256,51,1
6256,8309,1
6256,8310,1
6256,3611,1
6256,5170,1
6256,336,1
6256,5360,1
6256,9370,1
6256,6319,1
6256,79966,1
6256,9415,1
6256,345,1
6256,1582,1
6256,10062,1
6256,1593,1
6256,335,1
6256,7316,1
6256,1622,1
6256,116519,1
6256,10873,1
6256,4199,1
6256,7350,1
6257,100509620,1
6257,364,1
6257,2710,1
6257,2712,1
6257,5105,1
6257,5106,1
6257,123,1
6257,440503,1
6257,5346,1
6257,729359,1
6257,948,1
6257,10999,1
6257,376497,1
6257,2167,1
6257,2168,1
6257,2170,1
6257,6342,1
6257,30,1
6257,34,1
6257,33,1
6257,1962,1
6257,1376,1
6257,126129,1
6257,1374,1
6257,1375,1
6257,2180,1
6257,2181,1
6257,2182,1
6257,23205,1
6257,23305,1
6257,51703,1
6257,81616,1
6257,4973,1
6257,4023,1
6257,1581,1
6257,3157,1
6257,3158,1
6257,10580,1
6257,4312,1
6257,51129,1
6257,51,1
6257,8309,1
6257,8310,1
6257,3611,1
6257,5170,1
6257,336,1
6257,5360,1
6257,9370,1
6257,6319,1
6257,79966,1
6257,9415,1
6257,345,1
6257,1582,1
6257,10062,1
6257,1593,1
6257,335,1
6257,7316,1
6257,1622,1
6257,116519,1
6257,10873,1
6257,4199,1
6257,7350,1
6258,100509620,1
6258,364,1
6258,2710,1
6258,2712,1
6258,5105,1
6258,5106,1
6258,123,1
6258,440503,1
6258,5346,1
6258,729359,1
6258,948,1
6258,10999,1
6258,376497,1
6258,2167,1
6258,2168,1
6258,2170,1
6258,6342,1
6258,30,1
6258,34,1
6258,33,1
6258,1962,1
6258,1376,1
6258,126129,1
6258,1374,1
6258,1375,1
6258,2180,1
6258,2181,1
6258,2182,1
6258,23205,1
6258,23305,1
6258,51703,1
6258,81616,1
6258,4973,1
6258,4023,1
6258,1581,1
6258,3157,1
6258,3158,1
6258,10580,1
6258,4312,1
6258,51129,1
6258,51,1
6258,8309,1
6258,8310,1
6258,3611,1
6258,5170,1
6258,336,1
6258,5360,1
6258,9370,1
6258,6319,1
6258,79966,1
6258,9415,1
6258,345,1
6258,1582,1
6258,10062,1
6258,1593,1
6258,335,1
6258,7316,1
6258,1622,1
6258,116519,1
6258,10873,1
6258,4199,1
6258,7350,1
5467,2170,1
5467,33,1
5467,126129,1
5467,1374,1
5467,1375,1
5467,4023,1
5467,51129,1
5467,51,1
5467,8309,1
5467,8310,1
5467,3611,1
5467,5170,1
5467,7316,1
5467,7350,1
5468,100509620,1
5468,364,1
5468,2710,1
5468,2712,1
5468,5105,1
5468,5106,1
5468,123,1
5468,440503,1
5468,5346,1
5468,729359,1
5468,948,1
5468,10999,1
5468,376497,1
5468,2167,1
5468,126129,1
5468,1374,1
5468,1375,1
5468,2180,1
5468,2181,1
5468,2182,1
5468,23205,1
5468,23305,1
5468,51703,1
5468,81616,1
5468,4973,1
5468,4023,1
5468,10580,1
5468,4312,1
5468,51129,1
5468,9370,1
5468,6319,1
5468,79966,1
5468,10062,1
5468,1593,1
5468,7350,1
