from,to,value
EEA1,PIK3C3,3
RAB5A,PIK3C3,3
RAB5B,PIK3C3,3
RAB5C,PIK3C3,3
PIK3C3,EEA1,3
PIK3C3,RAB5A,3
PIK3C3,RAB5B,3
PIK3C3,RAB5C,3
TUBA1B,RAB7B,3
TUBA3E,RAB7B,3
TUBA3D,RAB7B,3
TUBA8,RAB7B,3
TUBA4A,RAB7B,3
TUBA3C,RAB7B,3
TUBA1A,RAB7B,3
TUBAL3,RAB7B,3
TUBA1C,RAB7B,3
TUBB3,RAB7B,3
TUBB4A,RAB7B,3
TUBB4B,RAB7B,3
TUBB,RAB7B,3
TUBB8,RAB7B,3
TUBB2B,RAB7B,3
TUBB2A,RAB7B,3
TUBB1,RAB7B,3
TUBB6,RAB7B,3
TUBA1B,RAB7A,3
TUBA3E,RAB7A,3
TUBA3D,RAB7A,3
TUBA8,RAB7A,3
TUBA4A,RAB7A,3
TUBA3C,RAB7A,3
TUBA1A,RAB7A,3
TUBAL3,RAB7A,3
TUBA1C,RAB7A,3
TUBB3,RAB7A,3
TUBB4A,RAB7A,3
TUBB4B,RAB7A,3
TUBB,RAB7A,3
TUBB8,RAB7A,3
TUBB2B,RAB7A,3
TUBB2A,RAB7A,3
TUBB1,RAB7A,3
TUBB6,RAB7A,3
TUBA1B,RILP,3
TUBA3E,RILP,3
TUBA3D,RILP,3
TUBA8,RILP,3
TUBA4A,RILP,3
TUBA3C,RILP,3
TUBA1A,RILP,3
TUBAL3,RILP,3
TUBA1C,RILP,3
TUBB3,RILP,3
TUBB4A,RILP,3
TUBB4B,RILP,3
TUBB,RILP,3
TUBB8,RILP,3
TUBB2B,RILP,3
TUBB2A,RILP,3
TUBB1,RILP,3
TUBB6,RILP,3
TUBA1B,DYNC1H1,3
TUBA3E,DYNC1H1,3
TUBA3D,DYNC1H1,3
TUBA8,DYNC1H1,3
TUBA4A,DYNC1H1,3
TUBA3C,DYNC1H1,3
TUBA1A,DYNC1H1,3
TUBAL3,DYNC1H1,3
TUBA1C,DYNC1H1,3
TUBB3,DYNC1H1,3
TUBB4A,DYNC1H1,3
TUBB4B,DYNC1H1,3
TUBB,DYNC1H1,3
TUBB8,DYNC1H1,3
TUBB2B,DYNC1H1,3
TUBB2A,DYNC1H1,3
TUBB1,DYNC1H1,3
TUBB6,DYNC1H1,3
TUBA1B,DYNC1I1,3
TUBA3E,DYNC1I1,3
TUBA3D,DYNC1I1,3
TUBA8,DYNC1I1,3
TUBA4A,DYNC1I1,3
TUBA3C,DYNC1I1,3
TUBA1A,DYNC1I1,3
TUBAL3,DYNC1I1,3
TUBA1C,DYNC1I1,3
TUBB3,DYNC1I1,3
TUBB4A,DYNC1I1,3
TUBB4B,DYNC1I1,3
TUBB,DYNC1I1,3
TUBB8,DYNC1I1,3
TUBB2B,DYNC1I1,3
TUBB2A,DYNC1I1,3
TUBB1,DYNC1I1,3
TUBB6,DYNC1I1,3
TUBA1B,DYNC1I2,3
TUBA3E,DYNC1I2,3
TUBA3D,DYNC1I2,3
TUBA8,DYNC1I2,3
TUBA4A,DYNC1I2,3
TUBA3C,DYNC1I2,3
TUBA1A,DYNC1I2,3
TUBAL3,DYNC1I2,3
TUBA1C,DYNC1I2,3
TUBB3,DYNC1I2,3
TUBB4A,DYNC1I2,3
TUBB4B,DYNC1I2,3
TUBB,DYNC1I2,3
TUBB8,DYNC1I2,3
TUBB2B,DYNC1I2,3
TUBB2A,DYNC1I2,3
TUBB1,DYNC1I2,3
TUBB6,DYNC1I2,3
TUBA1B,DYNC1LI2,3
TUBA3E,DYNC1LI2,3
TUBA3D,DYNC1LI2,3
TUBA8,DYNC1LI2,3
TUBA4A,DYNC1LI2,3
TUBA3C,DYNC1LI2,3
TUBA1A,DYNC1LI2,3
TUBAL3,DYNC1LI2,3
TUBA1C,DYNC1LI2,3
TUBB3,DYNC1LI2,3
TUBB4A,DYNC1LI2,3
TUBB4B,DYNC1LI2,3
TUBB,DYNC1LI2,3
TUBB8,DYNC1LI2,3
TUBB2B,DYNC1LI2,3
TUBB2A,DYNC1LI2,3
TUBB1,DYNC1LI2,3
TUBB6,DYNC1LI2,3
TUBA1B,DYNC1LI1,3
TUBA3E,DYNC1LI1,3
TUBA3D,DYNC1LI1,3
TUBA8,DYNC1LI1,3
TUBA4A,DYNC1LI1,3
TUBA3C,DYNC1LI1,3
TUBA1A,DYNC1LI1,3
TUBAL3,DYNC1LI1,3
TUBA1C,DYNC1LI1,3
TUBB3,DYNC1LI1,3
TUBB4A,DYNC1LI1,3
TUBB4B,DYNC1LI1,3
TUBB,DYNC1LI1,3
TUBB8,DYNC1LI1,3
TUBB2B,DYNC1LI1,3
TUBB2A,DYNC1LI1,3
TUBB1,DYNC1LI1,3
TUBB6,DYNC1LI1,3
TUBA1B,DYNC2H1,3
TUBA3E,DYNC2H1,3
TUBA3D,DYNC2H1,3
TUBA8,DYNC2H1,3
TUBA4A,DYNC2H1,3
TUBA3C,DYNC2H1,3
TUBA1A,DYNC2H1,3
TUBAL3,DYNC2H1,3
TUBA1C,DYNC2H1,3
TUBB3,DYNC2H1,3
TUBB4A,DYNC2H1,3
TUBB4B,DYNC2H1,3
TUBB,DYNC2H1,3
TUBB8,DYNC2H1,3
TUBB2B,DYNC2H1,3
TUBB2A,DYNC2H1,3
TUBB1,DYNC2H1,3
TUBB6,DYNC2H1,3
RAB7B,TUBA1B,3
RAB7A,TUBA1B,3
RILP,TUBA1B,3
DYNC1H1,TUBA1B,3
DYNC1I1,TUBA1B,3
DYNC1I2,TUBA1B,3
DYNC1LI2,TUBA1B,3
DYNC1LI1,TUBA1B,3
DYNC2H1,TUBA1B,3
TUBB3,TUBA1B,3
TUBB4A,TUBA1B,3
TUBB4B,TUBA1B,3
TUBB,TUBA1B,3
TUBB8,TUBA1B,3
TUBB2B,TUBA1B,3
TUBB2A,TUBA1B,3
TUBB1,TUBA1B,3
TUBB6,TUBA1B,3
RAB7B,TUBA3E,3
RAB7A,TUBA3E,3
RILP,TUBA3E,3
DYNC1H1,TUBA3E,3
DYNC1I1,TUBA3E,3
DYNC1I2,TUBA3E,3
DYNC1LI2,TUBA3E,3
DYNC1LI1,TUBA3E,3
DYNC2H1,TUBA3E,3
TUBB3,TUBA3E,3
TUBB4A,TUBA3E,3
TUBB4B,TUBA3E,3
TUBB,TUBA3E,3
TUBB8,TUBA3E,3
TUBB2B,TUBA3E,3
TUBB2A,TUBA3E,3
TUBB1,TUBA3E,3
TUBB6,TUBA3E,3
RAB7B,TUBA3D,3
RAB7A,TUBA3D,3
RILP,TUBA3D,3
DYNC1H1,TUBA3D,3
DYNC1I1,TUBA3D,3
DYNC1I2,TUBA3D,3
DYNC1LI2,TUBA3D,3
DYNC1LI1,TUBA3D,3
DYNC2H1,TUBA3D,3
TUBB3,TUBA3D,3
TUBB4A,TUBA3D,3
TUBB4B,TUBA3D,3
TUBB,TUBA3D,3
TUBB8,TUBA3D,3
TUBB2B,TUBA3D,3
TUBB2A,TUBA3D,3
TUBB1,TUBA3D,3
TUBB6,TUBA3D,3
RAB7B,TUBA8,3
RAB7A,TUBA8,3
RILP,TUBA8,3
DYNC1H1,TUBA8,3
DYNC1I1,TUBA8,3
DYNC1I2,TUBA8,3
DYNC1LI2,TUBA8,3
DYNC1LI1,TUBA8,3
DYNC2H1,TUBA8,3
TUBB3,TUBA8,3
TUBB4A,TUBA8,3
TUBB4B,TUBA8,3
TUBB,TUBA8,3
TUBB8,TUBA8,3
TUBB2B,TUBA8,3
TUBB2A,TUBA8,3
TUBB1,TUBA8,3
TUBB6,TUBA8,3
RAB7B,TUBA4A,3
RAB7A,TUBA4A,3
RILP,TUBA4A,3
DYNC1H1,TUBA4A,3
DYNC1I1,TUBA4A,3
DYNC1I2,TUBA4A,3
DYNC1LI2,TUBA4A,3
DYNC1LI1,TUBA4A,3
DYNC2H1,TUBA4A,3
TUBB3,TUBA4A,3
TUBB4A,TUBA4A,3
TUBB4B,TUBA4A,3
TUBB,TUBA4A,3
TUBB8,TUBA4A,3
TUBB2B,TUBA4A,3
TUBB2A,TUBA4A,3
TUBB1,TUBA4A,3
TUBB6,TUBA4A,3
RAB7B,TUBA3C,3
RAB7A,TUBA3C,3
RILP,TUBA3C,3
DYNC1H1,TUBA3C,3
DYNC1I1,TUBA3C,3
DYNC1I2,TUBA3C,3
DYNC1LI2,TUBA3C,3
DYNC1LI1,TUBA3C,3
DYNC2H1,TUBA3C,3
TUBB3,TUBA3C,3
TUBB4A,TUBA3C,3
TUBB4B,TUBA3C,3
TUBB,TUBA3C,3
TUBB8,TUBA3C,3
TUBB2B,TUBA3C,3
TUBB2A,TUBA3C,3
TUBB1,TUBA3C,3
TUBB6,TUBA3C,3
RAB7B,TUBA1A,3
RAB7A,TUBA1A,3
RILP,TUBA1A,3
DYNC1H1,TUBA1A,3
DYNC1I1,TUBA1A,3
DYNC1I2,TUBA1A,3
DYNC1LI2,TUBA1A,3
DYNC1LI1,TUBA1A,3
DYNC2H1,TUBA1A,3
TUBB3,TUBA1A,3
TUBB4A,TUBA1A,3
TUBB4B,TUBA1A,3
TUBB,TUBA1A,3
TUBB8,TUBA1A,3
TUBB2B,TUBA1A,3
TUBB2A,TUBA1A,3
TUBB1,TUBA1A,3
TUBB6,TUBA1A,3
RAB7B,TUBAL3,3
RAB7A,TUBAL3,3
RILP,TUBAL3,3
DYNC1H1,TUBAL3,3
DYNC1I1,TUBAL3,3
DYNC1I2,TUBAL3,3
DYNC1LI2,TUBAL3,3
DYNC1LI1,TUBAL3,3
DYNC2H1,TUBAL3,3
TUBB3,TUBAL3,3
TUBB4A,TUBAL3,3
TUBB4B,TUBAL3,3
TUBB,TUBAL3,3
TUBB8,TUBAL3,3
TUBB2B,TUBAL3,3
TUBB2A,TUBAL3,3
TUBB1,TUBAL3,3
TUBB6,TUBAL3,3
RAB7B,TUBA1C,3
RAB7A,TUBA1C,3
RILP,TUBA1C,3
DYNC1H1,TUBA1C,3
DYNC1I1,TUBA1C,3
DYNC1I2,TUBA1C,3
DYNC1LI2,TUBA1C,3
DYNC1LI1,TUBA1C,3
DYNC2H1,TUBA1C,3
TUBB3,TUBA1C,3
TUBB4A,TUBA1C,3
TUBB4B,TUBA1C,3
TUBB,TUBA1C,3
TUBB8,TUBA1C,3
TUBB2B,TUBA1C,3
TUBB2A,TUBA1C,3
TUBB1,TUBA1C,3
TUBB6,TUBA1C,3
RAB7B,TUBB3,3
RAB7A,TUBB3,3
