from,to,value
PRKACA,PKM,2
PRKACB,PKM,2
PRKACG,PKM,2
GCG,GCGR,1
GCGR,GNAS,1
GNAS,ADCY2,1
ADCY2,PRKACA,3
PDE3B,PRKACA,3
ADCY2,PRKACB,3
PDE3B,PRKACB,3
ADCY2,PRKACG,3
PDE3B,PRKACG,3
PRKACA,GYS1,2
PRKACB,GYS1,2
PRKACG,GYS1,2
PRKACA,GYS2,2
PRKACB,GYS2,2
PRKACG,GYS2,2
PHKA1,PYGB,1
PHKA2,PYGB,1
PHKB,PYGB,1
PHKG1,PYGB,1
PHKG2,PYGB,1
CALML6,PYGB,1
CALML5,PYGB,1
CALM1,PYGB,1
CALM2,PYGB,1
CALM3,PYGB,1
CALML3,PYGB,1
CALML4,PYGB,1
PHKA1,PYGL,1
PHKA2,PYGL,1
PHKB,PYGL,1
PHKG1,PYGL,1
PHKG2,PYGL,1
CALML6,PYGL,1
CALML5,PYGL,1
CALM1,PYGL,1
CALM2,PYGL,1
CALM3,PYGL,1
CALML3,PYGL,1
CALML4,PYGL,1
PHKA1,PYGM,1
PHKA2,PYGM,1
PHKB,PYGM,1
PHKG1,PYGM,1
PHKG2,PYGM,1
CALML6,PYGM,1
CALML5,PYGM,1
CALM1,PYGM,1
CALM2,PYGM,1
CALM3,PYGM,1
CALML3,PYGM,1
CALML4,PYGM,1
GCGR,GNAQ,1
GNAQ,PLCB1,1
GNAQ,PLCB2,1
GNAQ,PLCB3,1
GNAQ,PLCB4,1
PRKACA,CREB3,1
PRKACB,CREB3,1
PRKACG,CREB3,1
CREB1,CREB3,3
ATF2,CREB3,3
CREB3L4,CREB3,3
ATF4,CREB3,3
CREB3L2,CREB3,3
CREB3L3,CREB3,3
CREB3L1,CREB3,3
CREB5,CREB3,3
PRKACA,CREB1,1
PRKACB,CREB1,1
PRKACG,CREB1,1
CREB3,CREB1,3
ATF2,CREB1,3
CREB3L4,CREB1,3
ATF4,CREB1,3
CREB3L2,CREB1,3
CREB3L3,CREB1,3
CREB3L1,CREB1,3
CREB5,CREB1,3
PRKACA,ATF2,1
PRKACB,ATF2,1
PRKACG,ATF2,1
CREB3,ATF2,3
CREB1,ATF2,3
CREB3L4,ATF2,3
ATF4,ATF2,3
CREB3L2,ATF2,3
CREB3L3,ATF2,3
CREB3L1,ATF2,3
CREB5,ATF2,3
PRKACA,CREB3L4,1
PRKACB,CREB3L4,1
PRKACG,CREB3L4,1
CREB3,CREB3L4,3
CREB1,CREB3L4,3
