from,to,value
CLDN34,CLDN24,3
OCLN,CLDN24,3
CLDN16,CLDN24,3
CLDN4,CLDN24,3
CLDN3,CLDN24,3
CLDN7,CLDN24,3
CLDN23,CLDN24,3
CLDN19,CLDN24,3
CLDN14,CLDN24,3
CLDN15,CLDN24,3
CLDN17,CLDN24,3
CLDN20,CLDN24,3
CLDN11,CLDN24,3
CLDN18,CLDN24,3
CLDN22,CLDN24,3
CLDN25,CLDN24,3
CLDN5,CLDN24,3
CLDN12,CLDN24,3
CLDN10,CLDN24,3
CLDN8,CLDN24,3
CLDN6,CLDN24,3
CLDN2,CLDN24,3
CLDN1,CLDN24,3
CLDN9,CLDN24,3
ESAM,CLDN24,3
CLDN24,CLDN34,3
OCLN,CLDN34,3
CLDN16,CLDN34,3
CLDN4,CLDN34,3
CLDN3,CLDN34,3
CLDN7,CLDN34,3
CLDN23,CLDN34,3
CLDN19,CLDN34,3
CLDN14,CLDN34,3
CLDN15,CLDN34,3
CLDN17,CLDN34,3
CLDN20,CLDN34,3
CLDN11,CLDN34,3
CLDN18,CLDN34,3
CLDN22,CLDN34,3
CLDN25,CLDN34,3
CLDN5,CLDN34,3
CLDN12,CLDN34,3
CLDN10,CLDN34,3
CLDN8,CLDN34,3
CLDN6,CLDN34,3
CLDN2,CLDN34,3
CLDN1,CLDN34,3
CLDN9,CLDN34,3
ESAM,CLDN34,3
CLDN24,OCLN,3
CLDN34,OCLN,3
CLDN16,OCLN,3
CLDN4,OCLN,3
CLDN3,OCLN,3
CLDN7,OCLN,3
CLDN23,OCLN,3
CLDN19,OCLN,3
CLDN14,OCLN,3
CLDN15,OCLN,3
CLDN17,OCLN,3
CLDN20,OCLN,3
CLDN11,OCLN,3
CLDN18,OCLN,3
CLDN22,OCLN,3
CLDN25,OCLN,3
CLDN5,OCLN,3
CLDN12,OCLN,3
CLDN10,OCLN,3
CLDN8,OCLN,3
CLDN6,OCLN,3
CLDN2,OCLN,3
CLDN1,OCLN,3
CLDN9,OCLN,3
ESAM,OCLN,3
CLDN24,CLDN16,3
CLDN34,CLDN16,3
OCLN,CLDN16,3
CLDN4,CLDN16,3
CLDN3,CLDN16,3
CLDN7,CLDN16,3
CLDN23,CLDN16,3
CLDN19,CLDN16,3
CLDN14,CLDN16,3
CLDN15,CLDN16,3
CLDN17,CLDN16,3
CLDN20,CLDN16,3
CLDN11,CLDN16,3
CLDN18,CLDN16,3
CLDN22,CLDN16,3
CLDN25,CLDN16,3
CLDN5,CLDN16,3
CLDN12,CLDN16,3
CLDN10,CLDN16,3
CLDN8,CLDN16,3
CLDN6,CLDN16,3
CLDN2,CLDN16,3
CLDN1,CLDN16,3
CLDN9,CLDN16,3
ESAM,CLDN16,3
CLDN24,CLDN4,3
CLDN34,CLDN4,3
OCLN,CLDN4,3
CLDN16,CLDN4,3
CLDN3,CLDN4,3
CLDN7,CLDN4,3
CLDN23,CLDN4,3
CLDN19,CLDN4,3
CLDN14,CLDN4,3
CLDN15,CLDN4,3
CLDN17,CLDN4,3
CLDN20,CLDN4,3
CLDN11,CLDN4,3
CLDN18,CLDN4,3
CLDN22,CLDN4,3
CLDN25,CLDN4,3
CLDN5,CLDN4,3
CLDN12,CLDN4,3
CLDN10,CLDN4,3
CLDN8,CLDN4,3
CLDN6,CLDN4,3
CLDN2,CLDN4,3
CLDN1,CLDN4,3
CLDN9,CLDN4,3
ESAM,CLDN4,3
CLDN24,CLDN3,3
CLDN34,CLDN3,3
OCLN,CLDN3,3
CLDN16,CLDN3,3
CLDN4,CLDN3,3
CLDN7,CLDN3,3
CLDN23,CLDN3,3
CLDN19,CLDN3,3
CLDN14,CLDN3,3
CLDN15,CLDN3,3
CLDN17,CLDN3,3
CLDN20,CLDN3,3
CLDN11,CLDN3,3
CLDN18,CLDN3,3
CLDN22,CLDN3,3
CLDN25,CLDN3,3
CLDN5,CLDN3,3
CLDN12,CLDN3,3
CLDN10,CLDN3,3
CLDN8,CLDN3,3
CLDN6,CLDN3,3
CLDN2,CLDN3,3
CLDN1,CLDN3,3
CLDN9,CLDN3,3
ESAM,CLDN3,3
CLDN24,CLDN7,3
CLDN34,CLDN7,3
OCLN,CLDN7,3
CLDN16,CLDN7,3
CLDN4,CLDN7,3
CLDN3,CLDN7,3
CLDN23,CLDN7,3
CLDN19,CLDN7,3
CLDN14,CLDN7,3
CLDN15,CLDN7,3
CLDN17,CLDN7,3
CLDN20,CLDN7,3
CLDN11,CLDN7,3
CLDN18,CLDN7,3
CLDN22,CLDN7,3
CLDN25,CLDN7,3
CLDN5,CLDN7,3
CLDN12,CLDN7,3
CLDN10,CLDN7,3
CLDN8,CLDN7,3
CLDN6,CLDN7,3
CLDN2,CLDN7,3
CLDN1,CLDN7,3
CLDN9,CLDN7,3
ESAM,CLDN7,3
CLDN24,CLDN23,3
CLDN34,CLDN23,3
OCLN,CLDN23,3
CLDN16,CLDN23,3
CLDN4,CLDN23,3
CLDN3,CLDN23,3
CLDN7,CLDN23,3
CLDN19,CLDN23,3
CLDN14,CLDN23,3
CLDN15,CLDN23,3
CLDN17,CLDN23,3
CLDN20,CLDN23,3
CLDN11,CLDN23,3
CLDN18,CLDN23,3
CLDN22,CLDN23,3
CLDN25,CLDN23,3
CLDN5,CLDN23,3
CLDN12,CLDN23,3
CLDN10,CLDN23,3
CLDN8,CLDN23,3
CLDN6,CLDN23,3
CLDN2,CLDN23,3
CLDN1,CLDN23,3
CLDN9,CLDN23,3
ESAM,CLDN23,3
CLDN24,CLDN19,3
CLDN34,CLDN19,3
OCLN,CLDN19,3
CLDN16,CLDN19,3
CLDN4,CLDN19,3
CLDN3,CLDN19,3
CLDN7,CLDN19,3
CLDN23,CLDN19,3
CLDN14,CLDN19,3
CLDN15,CLDN19,3
CLDN17,CLDN19,3
CLDN20,CLDN19,3
CLDN11,CLDN19,3
CLDN18,CLDN19,3
CLDN22,CLDN19,3
CLDN25,CLDN19,3
CLDN5,CLDN19,3
CLDN12,CLDN19,3
CLDN10,CLDN19,3
CLDN8,CLDN19,3
CLDN6,CLDN19,3
CLDN2,CLDN19,3
CLDN1,CLDN19,3
CLDN9,CLDN19,3
ESAM,CLDN19,3
CLDN24,CLDN14,3
CLDN34,CLDN14,3
OCLN,CLDN14,3
CLDN16,CLDN14,3
CLDN4,CLDN14,3
CLDN3,CLDN14,3
CLDN7,CLDN14,3
CLDN23,CLDN14,3
CLDN19,CLDN14,3
CLDN15,CLDN14,3
CLDN17,CLDN14,3
CLDN20,CLDN14,3
CLDN11,CLDN14,3
CLDN18,CLDN14,3
CLDN22,CLDN14,3
CLDN25,CLDN14,3
CLDN5,CLDN14,3
CLDN12,CLDN14,3
CLDN10,CLDN14,3
CLDN8,CLDN14,3
CLDN6,CLDN14,3
