from,to,weight
ALDOA,GAPDH,3
ALDOA,GAPDHS,3
ALDOA,TPI1,3
ALDOA,FBP1,3
ALDOA,FBP2,3
ALDOB,GAPDH,3
ALDOB,GAPDHS,3
ALDOB,TPI1,3
ALDOB,FBP1,3
ALDOB,FBP2,3
ALDOC,GAPDH,3
ALDOC,GAPDHS,3
ALDOC,TPI1,3
ALDOC,FBP1,3
ALDOC,FBP2,3
ALDH2,ALDH3A1,3
ALDH2,ALDH3B1,3
ALDH2,ALDH3B2,3
ALDH2,AKR1A1,3
ALDH2,ADH1A,3
ALDH2,ADH1B,3
ALDH2,ADH1C,3
ALDH2,ADH4,3
ALDH2,ADH5,3
ALDH2,ADH6,3
ALDH2,ADH7,3
ALDH2,ACSS2,3
ALDH2,ACSS1,3
ALDH1B1,ALDH3A1,3
ALDH1B1,ALDH3B1,3
ALDH1B1,ALDH3B2,3
ALDH1B1,AKR1A1,3
ALDH1B1,ADH1A,3
ALDH1B1,ADH1B,3
ALDH1B1,ADH1C,3
ALDH1B1,ADH4,3
ALDH1B1,ADH5,3
ALDH1B1,ADH6,3
ALDH1B1,ADH7,3
ALDH1B1,ACSS2,3
ALDH1B1,ACSS1,3
ALDH9A1,ALDH3A1,3
ALDH9A1,ALDH3B1,3
ALDH9A1,ALDH3B2,3
ALDH9A1,AKR1A1,3
ALDH9A1,ADH1A,3
ALDH9A1,ADH1B,3
ALDH9A1,ADH1C,3
ALDH9A1,ADH4,3
ALDH9A1,ADH5,3
ALDH9A1,ADH6,3
ALDH9A1,ADH7,3
ALDH9A1,ACSS2,3
ALDH9A1,ACSS1,3
ALDH3A2,ALDH3A1,3
ALDH3A2,ALDH3B1,3
ALDH3A2,ALDH3B2,3
ALDH3A2,AKR1A1,3
ALDH3A2,ADH1A,3
ALDH3A2,ADH1B,3
ALDH3A2,ADH1C,3
ALDH3A2,ADH4,3
ALDH3A2,ADH5,3
ALDH3A2,ADH6,3
ALDH3A2,ADH7,3
ALDH3A2,ACSS2,3
ALDH3A2,ACSS1,3
ALDH7A1,ALDH3A1,3
ALDH7A1,ALDH3B1,3
ALDH7A1,ALDH3B2,3
ALDH7A1,AKR1A1,3
ALDH7A1,ADH1A,3
ALDH7A1,ADH1B,3
ALDH7A1,ADH1C,3
ALDH7A1,ADH4,3
ALDH7A1,ADH5,3
ALDH7A1,ADH6,3
ALDH7A1,ADH7,3
ALDH7A1,ACSS2,3
ALDH7A1,ACSS1,3
ALDH3A1,ALDH2,3
ALDH3A1,ALDH1B1,3
ALDH3A1,ALDH9A1,3
ALDH3A1,ALDH3A2,3
ALDH3A1,ALDH7A1,3
ALDH3A1,AKR1A1,3
ALDH3A1,ADH1A,3
ALDH3A1,ADH1B,3
ALDH3A1,ADH1C,3
ALDH3A1,ADH4,3
ALDH3A1,ADH5,3
ALDH3A1,ADH6,3
ALDH3A1,ADH7,3
ALDH3A1,ACSS2,3
ALDH3A1,ACSS1,3
ALDH3B1,ALDH2,3
ALDH3B1,ALDH1B1,3
ALDH3B1,ALDH9A1,3
ALDH3B1,ALDH3A2,3
ALDH3B1,ALDH7A1,3
ALDH3B1,AKR1A1,3
ALDH3B1,ADH1A,3
ALDH3B1,ADH1B,3
ALDH3B1,ADH1C,3
ALDH3B1,ADH4,3
ALDH3B1,ADH5,3
ALDH3B1,ADH6,3
ALDH3B1,ADH7,3
ALDH3B1,ACSS2,3
ALDH3B1,ACSS1,3
ALDH3B2,ALDH2,3
ALDH3B2,ALDH1B1,3
ALDH3B2,ALDH9A1,3
ALDH3B2,ALDH3A2,3
ALDH3B2,ALDH7A1,3
ALDH3B2,AKR1A1,3
ALDH3B2,ADH1A,3
ALDH3B2,ADH1B,3
ALDH3B2,ADH1C,3
ALDH3B2,ADH4,3
ALDH3B2,ADH5,3
ALDH3B2,ADH6,3
ALDH3B2,ADH7,3
ALDH3B2,ACSS2,3
ALDH3B2,ACSS1,3
AKR1A1,ALDH2,3
AKR1A1,ALDH1B1,3
AKR1A1,ALDH9A1,3
AKR1A1,ALDH3A2,3
AKR1A1,ALDH7A1,3
AKR1A1,ALDH3A1,3
AKR1A1,ALDH3B1,3
AKR1A1,ALDH3B2,3
AKR1A1,ADH1A,3
AKR1A1,ADH1B,3
AKR1A1,ADH1C,3
AKR1A1,ADH4,3
AKR1A1,ADH5,3
AKR1A1,ADH6,3
AKR1A1,ADH7,3
ADH1A,ALDH2,3
ADH1A,ALDH1B1,3
ADH1A,ALDH9A1,3
ADH1A,ALDH3A2,3
ADH1A,ALDH7A1,3
ADH1A,ALDH3A1,3
ADH1A,ALDH3B1,3
ADH1A,ALDH3B2,3
ADH1A,AKR1A1,3
ADH1B,ALDH2,3
ADH1B,ALDH1B1,3
ADH1B,ALDH9A1,3
ADH1B,ALDH3A2,3
ADH1B,ALDH7A1,3
ADH1B,ALDH3A1,3
ADH1B,ALDH3B1,3
ADH1B,ALDH3B2,3
ADH1B,AKR1A1,3
ADH1C,ALDH2,3
ADH1C,ALDH1B1,3
ADH1C,ALDH9A1,3
ADH1C,ALDH3A2,3
ADH1C,ALDH7A1,3
ADH1C,ALDH3A1,3
ADH1C,ALDH3B1,3
ADH1C,ALDH3B2,3
ADH1C,AKR1A1,3
ADH4,ALDH2,3
ADH4,ALDH1B1,3
ADH4,ALDH9A1,3
ADH4,ALDH3A2,3
ADH4,ALDH7A1,3
ADH4,ALDH3A1,3
ADH4,ALDH3B1,3
ADH4,ALDH3B2,3
ADH4,AKR1A1,3
ADH5,ALDH2,3
ADH5,ALDH1B1,3
ADH5,ALDH9A1,3
ADH5,ALDH3A2,3
ADH5,ALDH7A1,3
ADH5,ALDH3A1,3
ADH5,ALDH3B1,3
ADH5,ALDH3B2,3
ADH5,AKR1A1,3
ADH6,ALDH2,3
ADH6,ALDH1B1,3
ADH6,ALDH9A1,3
ADH6,ALDH3A2,3
ADH6,ALDH7A1,3
ADH6,ALDH3A1,3
ADH6,ALDH3B1,3
ADH6,ALDH3B2,3
ADH6,AKR1A1,3
ADH7,ALDH2,3
ADH7,ALDH1B1,3
ADH7,ALDH9A1,3
ADH7,ALDH3A2,3
ADH7,ALDH7A1,3
ADH7,ALDH3A1,3
ADH7,ALDH3B1,3
ADH7,ALDH3B2,3
ADH7,AKR1A1,3
PDHA1,PDHA2,3
PDHA1,PDHB,3
PDHA1,DLAT,3
PDHA2,PDHA1,3
PDHA2,PDHB,3
PDHA2,DLAT,3
PDHB,PDHA1,3
PDHB,PDHA2,3
PDHB,DLAT,3
DLAT,DLD,3
LDHAL6A,PDHA1,3
LDHAL6A,PDHA2,3
LDHAL6A,PDHB,3
LDHA,PDHA1,3
LDHA,PDHA2,3
LDHA,PDHB,3
LDHB,PDHA1,3
LDHB,PDHA2,3
LDHB,PDHB,3
LDHC,PDHA1,3
LDHC,PDHA2,3
LDHC,PDHB,3
LDHAL6B,PDHA1,3
LDHAL6B,PDHA2,3
LDHAL6B,PDHB,3
PKLR,PDHA1,3
PKLR,PDHA2,3
PKLR,PDHB,3
PKLR,LDHAL6A,3
PKLR,LDHA,3
PKLR,LDHB,3
PKLR,LDHC,3
PKLR,LDHAL6B,3
PKM,PDHA1,3
PKM,PDHA2,3
PKM,PDHB,3
PKM,LDHAL6A,3
PKM,LDHA,3
PKM,LDHB,3
PKM,LDHC,3
PKM,LDHAL6B,3
ENO1,PKLR,3
ENO1,PKM,3
ENO1,PGAM4,3
ENO1,PGAM1,3
ENO1,PGAM2,3
ENO1,BPGM,3
ENO2,PKLR,3
ENO2,PKM,3
ENO2,PGAM4,3
ENO2,PGAM1,3
ENO2,PGAM2,3
ENO2,BPGM,3
ENO3,PKLR,3
ENO3,PKM,3
ENO3,PGAM4,3
ENO3,PGAM1,3
ENO3,PGAM2,3
ENO3,BPGM,3
ENO4,PKLR,3
ENO4,PKM,3
ENO4,PGAM4,3
ENO4,PGAM1,3
ENO4,PGAM2,3
ENO4,BPGM,3
PGAM4,ENO1,3
PGAM4,ENO2,3
PGAM4,ENO3,3
PGAM4,ENO4,3
PGAM4,BPGM,3
PGAM4,PGK1,3
PGAM4,PGK2,3
PGAM1,ENO1,3
PGAM1,ENO2,3
PGAM1,ENO3,3
PGAM1,ENO4,3
PGAM1,BPGM,3
PGAM1,PGK1,3
PGAM1,PGK2,3
PGAM2,ENO1,3
PGAM2,ENO2,3
PGAM2,ENO3,3
PGAM2,ENO4,3
PGAM2,BPGM,3
PGAM2,PGK1,3
PGAM2,PGK2,3
BPGM,ENO1,3
BPGM,ENO2,3
BPGM,ENO3,3
BPGM,ENO4,3
BPGM,PGAM4,3
BPGM,PGAM1,3
BPGM,PGAM2,3
BPGM,GAPDH,3
BPGM,GAPDHS,3
BPGM,PGK1,3
BPGM,PGK2,3
BPGM,MINPP1,3
GAPDH,ALDOA,3
GAPDH,ALDOB,3
GAPDH,ALDOC,3
GAPDH,BPGM,3
GAPDH,TPI1,3
GAPDH,PGK1,3
GAPDH,PGK2,3
GAPDHS,ALDOA,3
GAPDHS,ALDOB,3
GAPDHS,ALDOC,3
GAPDHS,BPGM,3
GAPDHS,TPI1,3
GAPDHS,PGK1,3
GAPDHS,PGK2,3
TPI1,ALDOA,3
TPI1,ALDOB,3
TPI1,ALDOC,3
TPI1,GAPDH,3
TPI1,GAPDHS,3
PFKL,ALDOA,3
PFKL,ALDOB,3
PFKL,ALDOC,3
PFKL,FBP1,3
PFKL,FBP2,3
PFKM,ALDOA,3
PFKM,ALDOB,3
PFKM,ALDOC,3
PFKM,FBP1,3
PFKM,FBP2,3
PFKP,ALDOA,3
PFKP,ALDOB,3
PFKP,ALDOC,3
PFKP,FBP1,3
PFKP,FBP2,3
FBP1,PFKL,3
FBP1,PFKM,3
FBP1,PFKP,3
FBP1,GPI,3
FBP2,PFKL,3
FBP2,PFKM,3
FBP2,PFKP,3
FBP2,GPI,3
GPI,PFKL,3
GPI,PFKM,3
GPI,PFKP,3
GPI,PGM1,3
GPI,PGM2,3
GPI,G6PC1,3
GPI,G6PC2,3
GPI,G6PC3,3
GPI,ADPGK,3
PGM1,GPI,3
PGM1,G6PC1,3
PGM1,G6PC2,3
PGM1,G6PC3,3
PGM2,GPI,3
PGM2,G6PC1,3
PGM2,G6PC2,3
PGM2,G6PC3,3
HK1,GPI,3
HK1,PGM1,3
HK1,PGM2,3
HK1,G6PC1,3
HK1,G6PC2,3
HK1,G6PC3,3
HK1,ADPGK,3
HK2,GPI,3
HK2,PGM1,3
HK2,PGM2,3
HK2,G6PC1,3
HK2,G6PC2,3
HK2,G6PC3,3
HK2,ADPGK,3
HK3,GPI,3
HK3,PGM1,3
HK3,PGM2,3
HK3,G6PC1,3
HK3,G6PC2,3
HK3,G6PC3,3
HK3,ADPGK,3
HKDC1,GPI,3
HKDC1,PGM1,3
HKDC1,PGM2,3
HKDC1,G6PC1,3
HKDC1,G6PC2,3
HKDC1,G6PC3,3
HKDC1,ADPGK,3
GCK,GPI,3
GCK,PGM1,3
GCK,PGM2,3
GCK,G6PC1,3
GCK,G6PC2,3
GCK,G6PC3,3
GCK,ADPGK,3
GALM,HK1,3
GALM,HK2,3
GALM,HK3,3
GALM,HKDC1,3
GALM,GCK,3
GALM,ADPGK,3
G6PC1,HK1,3
G6PC1,HK2,3
G6PC1,HK3,3
G6PC1,HKDC1,3
G6PC1,GCK,3
G6PC1,GALM,3
G6PC1,ADPGK,3
G6PC2,HK1,3
G6PC2,HK2,3
G6PC2,HK3,3
G6PC2,HKDC1,3
G6PC2,GCK,3
G6PC2,GALM,3
G6PC2,ADPGK,3
G6PC3,HK1,3
G6PC3,HK2,3
G6PC3,HK3,3
G6PC3,HKDC1,3
G6PC3,GCK,3
G6PC3,GALM,3
G6PC3,ADPGK,3
DLD,PDHA1,3
DLD,PDHA2,3
DLD,PDHB,3
DLD,DLAT,3
PGK1,PGAM4,3
PGK1,PGAM1,3
PGK1,PGAM2,3
PGK1,BPGM,3
PGK1,GAPDH,3
PGK1,GAPDHS,3
PGK2,PGAM4,3
PGK2,PGAM1,3
PGK2,PGAM2,3
PGK2,BPGM,3
PGK2,GAPDH,3
PGK2,GAPDHS,3
PCK1,PKLR,3
PCK1,PKM,3
PCK1,ENO1,3
PCK1,ENO2,3
PCK1,ENO3,3
PCK1,ENO4,3
PCK2,PKLR,3
PCK2,PKM,3
PCK2,ENO1,3
PCK2,ENO2,3
PCK2,ENO3,3
PCK2,ENO4,3
ACSS2,DLAT,3
ACSS1,DLAT,3
ADPGK,GPI,3
ADPGK,PGM1,3
ADPGK,PGM2,3
ADPGK,HK1,3
ADPGK,HK2,3
ADPGK,HK3,3
ADPGK,HKDC1,3
ADPGK,GCK,3
ADPGK,GALM,3
ADPGK,G6PC1,3
ADPGK,G6PC2,3
ADPGK,G6PC3,3
MINPP1,ENO1,3
MINPP1,ENO2,3
MINPP1,ENO3,3
MINPP1,ENO4,3
MINPP1,PGAM4,3
MINPP1,PGAM1,3
MINPP1,PGAM2,3
MINPP1,BPGM,3
