from,to,value
GNAO1,DVL1,1
GNAQ,DVL1,1
GNAO1,DVL2,1
GNAQ,DVL2,1
GNAO1,DVL3,1
GNAQ,DVL3,1
MITF,DCT,1
MITF,TYRP1,1
MITF,TYR,1
PRKCB,TYR,1
CREBBP,MITF,1
EP300,MITF,1
LEF1,MITF,1
TCF7,MITF,1
TCF7L2,MITF,1
TCF7L1,MITF,1
CREB3,MITF,1
CREB1,MITF,1
CREB3L4,MITF,1
CREB3L2,MITF,1
CREB3L3,MITF,1
CREB3L1,MITF,1
MAPK1,MITF,1
MAPK3,MITF,1
PRKCB,PRKACA,3
PRKCA,PRKACA,3
PRKCG,PRKACA,3
PRKCB,PRKACB,3
PRKCA,PRKACB,3
PRKCG,PRKACB,3
PRKCB,PRKACG,3
PRKCA,PRKACG,3
PRKCG,PRKACG,3
CALML6,CAMK2A,1
CALML5,CAMK2A,1
CALM1,CAMK2A,1
CALM2,CAMK2A,1
CALM3,CAMK2A,1
CALML3,CAMK2A,1
CALML4,CAMK2A,1
CALML6,CAMK2B,1
CALML5,CAMK2B,1
CALM1,CAMK2B,1
CALM2,CAMK2B,1
CALM3,CAMK2B,1
CALML3,CAMK2B,1
CALML4,CAMK2B,1
CALML6,CAMK2D,1
CALML5,CAMK2D,1
CALM1,CAMK2D,1
CALM2,CAMK2D,1
CALM3,CAMK2D,1
CALML3,CAMK2D,1
CALML4,CAMK2D,1
CALML6,CAMK2G,1
CALML5,CAMK2G,1
CALM1,CAMK2G,1
CALM2,CAMK2G,1
CALM3,CAMK2G,1
CALML3,CAMK2G,1
CALML4,CAMK2G,1
PLCB1,CALML6,3
PLCB2,CALML6,3
PLCB3,CALML6,3
PLCB4,CALML6,3
PLCB1,CALML5,3
PLCB2,CALML5,3
PLCB3,CALML5,3
PLCB4,CALML5,3
PLCB1,CALM1,3
PLCB2,CALM1,3
PLCB3,CALM1,3
PLCB4,CALM1,3
PLCB1,CALM2,3
PLCB2,CALM2,3
PLCB3,CALM2,3
PLCB4,CALM2,3
PLCB1,CALM3,3
PLCB2,CALM3,3
PLCB3,CALM3,3
PLCB4,CALM3,3
PLCB1,CALML3,3
PLCB2,CALML3,3
PLCB3,CALML3,3
PLCB4,CALML3,3
PLCB1,CALML4,3
PLCB2,CALML4,3
PLCB3,CALML4,3
PLCB4,CALML4,3
EDNRB,GNAI1,1
EDNRB,GNAI2,1
EDNRB,GNAI3,1
EDNRB,GNAO1,1
FZD10,GNAO1,1
FZD2,GNAO1,1
FZD5,GNAO1,1
FZD3,GNAO1,1
FZD1,GNAO1,1
FZD4,GNAO1,1
FZD6,GNAO1,1
FZD7,GNAO1,1
FZD8,GNAO1,1
FZD9,GNAO1,1
EDN1,EDNRB,1
KITLG,KIT,1
WNT16,FZD10,1
WNT4,FZD10,1
WNT1,FZD10,1
WNT2,FZD10,1
WNT3,FZD10,1
WNT5A,FZD10,1
WNT6,FZD10,1
WNT7A,FZD10,1
WNT7B,FZD10,1
WNT8A,FZD10,1
WNT8B,FZD10,1
WNT10B,FZD10,1
WNT11,FZD10,1
WNT2B,FZD10,1
WNT9A,FZD10,1
WNT9B,FZD10,1
WNT10A,FZD10,1
WNT5B,FZD10,1
WNT3A,FZD10,1
WNT16,FZD2,1
WNT4,FZD2,1
WNT1,FZD2,1
WNT2,FZD2,1
WNT3,FZD2,1
WNT5A,FZD2,1
WNT6,FZD2,1
WNT7A,FZD2,1
WNT7B,FZD2,1
WNT8A,FZD2,1
WNT8B,FZD2,1
WNT10B,FZD2,1
WNT11,FZD2,1
WNT2B,FZD2,1
WNT9A,FZD2,1
WNT9B,FZD2,1
