from,to,value
CALML6,ADCY1,1
CALML5,ADCY1,1
CALM1,ADCY1,1
CALM2,ADCY1,1
CALM3,ADCY1,1
CALML3,ADCY1,1
CALML4,ADCY1,1
PRKACA,ADCY1,3
PRKACB,ADCY1,3
PRKACG,ADCY1,3
GNAL,ADCY1,1
GNAS,ADCY1,1
CALML6,ADCY3,1
CALML5,ADCY3,1
CALM1,ADCY3,1
CALM2,ADCY3,1
CALM3,ADCY3,1
CALML3,ADCY3,1
CALML4,ADCY3,1
PRKACA,ADCY3,3
PRKACB,ADCY3,3
PRKACG,ADCY3,3
GNAL,ADCY3,1
GNAS,ADCY3,1
CALML6,ADCY8,1
CALML5,ADCY8,1
CALM1,ADCY8,1
CALM2,ADCY8,1
CALM3,ADCY8,1
CALML3,ADCY8,1
CALML4,ADCY8,1
PRKACA,ADCY8,3
PRKACB,ADCY8,3
PRKACG,ADCY8,3
GNAL,ADCY8,1
GNAS,ADCY8,1
CALML6,PDE1A,1
CALML5,PDE1A,1
CALM1,PDE1A,1
CALM2,PDE1A,1
CALM3,PDE1A,1
CALML3,PDE1A,1
CALML4,PDE1A,1
CALML6,PDE1C,1
CALML5,PDE1C,1
CALM1,PDE1C,1
CALM2,PDE1C,1
CALM3,PDE1C,1
CALML3,PDE1C,1
CALML4,PDE1C,1
CALML6,PDE1B,1
CALML5,PDE1B,1
CALM1,PDE1B,1
CALM2,PDE1B,1
CALM3,PDE1B,1
CALML3,PDE1B,1
CALML4,PDE1B,1
CALML6,NOS1,3
CALML5,NOS1,3
CALM1,NOS1,3
CALM2,NOS1,3
CALM3,NOS1,3
CALML3,NOS1,3
CALML4,NOS1,3
CALML6,NOS2,3
CALML5,NOS2,3
CALM1,NOS2,3
CALM2,NOS2,3
CALM3,NOS2,3
CALML3,NOS2,3
CALML4,NOS2,3
CALML6,NOS3,3
CALML5,NOS3,3
CALM1,NOS3,3
CALM2,NOS3,3
CALM3,NOS3,3
CALML3,NOS3,3
CALML4,NOS3,3
CALML6,CAMK1D,3
CALML5,CAMK1D,3
CALM1,CAMK1D,3
CALM2,CAMK1D,3
CALM3,CAMK1D,3
CALML3,CAMK1D,3
CALML4,CAMK1D,3
CALML6,CAMK1G,3
CALML5,CAMK1G,3
CALM1,CAMK1G,3
CALM2,CAMK1G,3
CALM3,CAMK1G,3
CALML3,CAMK1G,3
CALML4,CAMK1G,3
CALML6,CAMK4,3
CALML5,CAMK4,3
CALM1,CAMK4,3
CALM2,CAMK4,3
CALM3,CAMK4,3
CALML3,CAMK4,3
CALML4,CAMK4,3
CALML6,CAMK2A,3
CALML5,CAMK2A,3
CALM1,CAMK2A,3
CALM2,CAMK2A,3
CALM3,CAMK2A,3
CALML3,CAMK2A,3
CALML4,CAMK2A,3
CALML6,CAMK2B,3
CALML5,CAMK2B,3
CALM1,CAMK2B,3
CALM2,CAMK2B,3
CALM3,CAMK2B,3
CALML3,CAMK2B,3
CALML4,CAMK2B,3
CALML6,CAMK2D,3
CALML5,CAMK2D,3
CALM1,CAMK2D,3
CALM2,CAMK2D,3
CALM3,CAMK2D,3
CALML3,CAMK2D,3
CALML4,CAMK2D,3
CALML6,CAMK2G,3
CALML5,CAMK2G,3
CALM1,CAMK2G,3
CALM2,CAMK2G,3
CALM3,CAMK2G,3
CALML3,CAMK2G,3
CALML4,CAMK2G,3
CALML6,CAMK1,3
CALML5,CAMK1,3
CALM1,CAMK1,3
CALM2,CAMK1,3
CALM3,CAMK1,3
CALML3,CAMK1,3
CALML4,CAMK1,3
CALML6,PPP3CA,3
CALML5,PPP3CA,3
CALM1,PPP3CA,3
CALM2,PPP3CA,3
CALM3,PPP3CA,3
CALML3,PPP3CA,3
CALML4,PPP3CA,3
CALML6,PPP3CB,3
CALML5,PPP3CB,3
CALM1,PPP3CB,3
CALM2,PPP3CB,3
CALM3,PPP3CB,3
CALML3,PPP3CB,3
CALML4,PPP3CB,3
CALML6,PPP3CC,3
CALML5,PPP3CC,3
CALM1,PPP3CC,3
CALM2,PPP3CC,3
CALM3,PPP3CC,3
CALML3,PPP3CC,3
CALML4,PPP3CC,3
CALML6,PPP3R1,3
CALML5,PPP3R1,3
CALM1,PPP3R1,3
CALM2,PPP3R1,3
CALM3,PPP3R1,3
CALML3,PPP3R1,3
CALML4,PPP3R1,3
CALML6,PPP3R2,3
CALML5,PPP3R2,3
CALM1,PPP3R2,3
CALM2,PPP3R2,3
CALM3,PPP3R2,3
CALML3,PPP3R2,3
CALML4,PPP3R2,3
PLCE1,PRKCA,3
PLCG1,PRKCA,3
PLCG2,PRKCA,3
PLCZ1,PRKCA,3
PLCD3,PRKCA,3
PLCD1,PRKCA,3
PLCD4,PRKCA,3
PLCB1,PRKCA,3
PLCB2,PRKCA,3
PLCB3,PRKCA,3
PLCB4,PRKCA,3
PLCE1,PRKCB,3
PLCG1,PRKCB,3
PLCG2,PRKCB,3
PLCZ1,PRKCB,3
PLCD3,PRKCB,3
PLCD1,PRKCB,3
PLCD4,PRKCB,3
PLCB1,PRKCB,3
PLCB2,PRKCB,3
PLCB3,PRKCB,3
PLCB4,PRKCB,3
PLCE1,PRKCG,3
PLCG1,PRKCG,3
PLCG2,PRKCG,3
PLCZ1,PRKCG,3
PLCD3,PRKCG,3
PLCD1,PRKCG,3
PLCD4,PRKCG,3
PLCB1,PRKCG,3
PLCB2,PRKCG,3
PLCB3,PRKCG,3
PLCB4,PRKCG,3
CD38,TPCN2,3
CD38,TPCN1,3
TPCN2,CD38,3
TPCN1,CD38,3
RYR1,CD38,3
RYR2,CD38,3
RYR3,CD38,3
PRKCA,PLCE1,3
PRKCB,PLCE1,3
PRKCG,PLCE1,3
PLCG1,PLCE1,3
PLCG2,PLCE1,3
PLCZ1,PLCE1,3
PLCD3,PLCE1,3
PLCD1,PLCE1,3
PLCD4,PLCE1,3
ITPR1,PLCE1,3
ITPR2,PLCE1,3
ITPR3,PLCE1,3
PLCB1,PLCE1,3
PLCB2,PLCE1,3
PLCB3,PLCE1,3
PLCB4,PLCE1,3
EGF,EGFR,1
FGF1,EGFR,1
FGF2,EGFR,1
FGF3,EGFR,1
FGF4,EGFR,1
FGF5,EGFR,1
FGF6,EGFR,1
FGF7,EGFR,1
FGF8,EGFR,1
FGF9,EGFR,1
FGF10,EGFR,1
VEGFD,EGFR,1
FGF20,EGFR,1
FGF21,EGFR,1
GDNF,EGFR,1
FGF22,EGFR,1
HGF,EGFR,1
MST1,EGFR,1
NGF,EGFR,1
PDGFA,EGFR,1
PDGFB,EGFR,1
PDGFC,EGFR,1
TGFA,EGFR,1
VEGFA,EGFR,1
VEGFB,EGFR,1
VEGFC,EGFR,1
PDGFD,EGFR,1
FGF23,EGFR,1
FGF18,EGFR,1
FGF17,EGFR,1
FGF16,EGFR,1
FGF19,EGFR,1
EGF,ERBB2,1
FGF1,ERBB2,1
FGF2,ERBB2,1
FGF3,ERBB2,1
FGF4,ERBB2,1
FGF5,ERBB2,1
FGF6,ERBB2,1
FGF7,ERBB2,1
FGF8,ERBB2,1
FGF9,ERBB2,1
FGF10,ERBB2,1
VEGFD,ERBB2,1
FGF20,ERBB2,1
FGF21,ERBB2,1
GDNF,ERBB2,1
FGF22,ERBB2,1
HGF,ERBB2,1
MST1,ERBB2,1
NGF,ERBB2,1
PDGFA,ERBB2,1
PDGFB,ERBB2,1
PDGFC,ERBB2,1
TGFA,ERBB2,1
VEGFA,ERBB2,1
VEGFB,ERBB2,1
VEGFC,ERBB2,1
PDGFD,ERBB2,1
FGF23,ERBB2,1
FGF18,ERBB2,1
FGF17,ERBB2,1
FGF16,ERBB2,1
FGF19,ERBB2,1
EGF,ERBB3,1
FGF1,ERBB3,1
FGF2,ERBB3,1
FGF3,ERBB3,1
FGF4,ERBB3,1
