from,to,weight
GLA,GAA,3
GLA,GANC,3
GLA,MGAM,3
GLA,MGAM2,3
GLA,AKR1B1,3
GLA,AKR1B15,3
GLA,AKR1B10,3
GLA,SI,3
GLA,GALM,3
AKR1B1,GLA,3
AKR1B1,GALM,3
AKR1B15,GLA,3
AKR1B15,GALM,3
AKR1B10,GLA,3
AKR1B10,GALM,3
GCK,HK1,3
GCK,HK2,3
GCK,HK3,3
GCK,HKDC1,3
GCK,PGM1,3
GCK,PGM2,3
GCK,G6PC1,3
GCK,G6PC2,3
GCK,G6PC3,3
HK1,GCK,3
HK1,PGM1,3
HK1,PGM2,3
HK1,G6PC1,3
HK1,G6PC2,3
HK1,G6PC3,3
HK2,GCK,3
HK2,PGM1,3
HK2,PGM2,3
HK2,G6PC1,3
HK2,G6PC2,3
HK2,G6PC3,3
HK3,GCK,3
HK3,PGM1,3
HK3,PGM2,3
HK3,G6PC1,3
HK3,G6PC2,3
HK3,G6PC3,3
HKDC1,GCK,3
HKDC1,PGM1,3
HKDC1,PGM2,3
HKDC1,G6PC1,3
HKDC1,G6PC2,3
HKDC1,G6PC3,3
LCT,GLA,3
LCT,AKR1B1,3
LCT,AKR1B15,3
LCT,AKR1B10,3
LCT,GCK,3
LCT,HK1,3
LCT,HK2,3
LCT,HK3,3
LCT,HKDC1,3
LCT,G6PC1,3
LCT,G6PC2,3
LCT,G6PC3,3
LCT,GALM,3
GLB1,GLA,3
GLB1,AKR1B1,3
GLB1,AKR1B15,3
GLB1,AKR1B10,3
GLB1,GCK,3
GLB1,HK1,3
GLB1,HK2,3
GLB1,HK3,3
GLB1,HKDC1,3
GLB1,G6PC1,3
GLB1,G6PC2,3
GLB1,G6PC3,3
GLB1,GALM,3
PGM1,GCK,3
PGM1,HK1,3
PGM1,HK2,3
PGM1,HK3,3
PGM1,HKDC1,3
PGM1,UGP2,3
PGM1,G6PC1,3
PGM1,G6PC2,3
PGM1,G6PC3,3
PGM1,GALT,3
PGM2,GCK,3
PGM2,HK1,3
PGM2,HK2,3
PGM2,HK3,3
PGM2,HKDC1,3
PGM2,UGP2,3
PGM2,G6PC1,3
PGM2,G6PC2,3
PGM2,G6PC3,3
PGM2,GALT,3
B4GALT1,LCT,3
B4GALT1,GLB1,3
LALBA,LCT,3
LALBA,GLB1,3
B4GALT2,LCT,3
B4GALT2,GLB1,3
GALE,B4GALT1,3
GALE,LALBA,3
GALE,B4GALT2,3
GALE,UGP2,3
GALE,GALT,3
UGP2,PGM1,3
UGP2,PGM2,3
UGP2,GALE,3
UGP2,GALT,3
G6PC1,GCK,3
G6PC1,HK1,3
G6PC1,HK2,3
G6PC1,HK3,3
G6PC1,HKDC1,3
G6PC1,PGM1,3
G6PC1,PGM2,3
G6PC2,GCK,3
G6PC2,HK1,3
G6PC2,HK2,3
G6PC2,HK3,3
G6PC2,HKDC1,3
G6PC2,PGM1,3
G6PC2,PGM2,3
G6PC3,GCK,3
G6PC3,HK1,3
G6PC3,HK2,3
G6PC3,HK3,3
G6PC3,HKDC1,3
G6PC3,PGM1,3
G6PC3,PGM2,3
GALK1,GALT,3
GALM,GALK1,3
GALT,PGM1,3
GALT,PGM2,3
GALT,B4GALT1,3
GALT,LALBA,3
GALT,B4GALT2,3
GALT,GALE,3
GALT,UGP2,3
