from,to,value
C3,CFD,3
CFB,CFD,3
CFD,C3,3
C4A,C3,1
C4B,C3,1
C2,C3,1
PLG,C3,2
CFI,C3,2
CFH,C3,2
CFD,CFB,3
CFH,CFB,2
C3,C5,1
IGH,C1S,1
IGH,C1R,1
IGH,C1QA,1
IGH,C1QB,1
IGH,C1QC,1
C1S,C4A,1
C1R,C4A,1
C1QA,C4A,1
C1QB,C4A,1
C1QC,C4A,1
MASP2,C4A,1
MASP1,C4A,1
C1S,C4B,1
C1R,C4B,1
C1QA,C4B,1
C1QB,C4B,1
C1QC,C4B,1
MASP2,C4B,1
MASP1,C4B,1
MASP2,MBL2,3
MASP1,MBL2,3
MBL2,MASP2,3
MBL2,MASP1,3
C5,C5AR1,1
PLG,IGH,2
IGH,FCAR,1
IGH,FCGR1A,1
IGH,FCGR2A,1
IGH,FCGR2B,1
IGH,FCGR3A,1
IGH,FCGR3B,1
IGH,FCGR2C,1
C3,C3AR1,1
ITGB2,ICAM1,3
ITGAL,ICAM1,3
ITGAM,ICAM1,3
ICAM1,ITGB2,3
SELPLG,SELP,3
SELP,SELPLG,3
ICAM1,ITGAL,3
ICAM1,ITGAM,3
PTAFR,IL10,1
