from,to,value
THBS1,LTBP1,2
SMAD2,SMAD4,1
SMAD3,SMAD4,1
SMAD1,SMAD4,1
SMAD5,SMAD4,1
SMAD9,SMAD4,1
SKI,SMAD4,2
NCOR1,SMAD4,2
SKIL,SMAD4,2
HDAC1,SMAD4,2
HDAC2,SMAD4,2
SIN3A,SMAD4,2
NODAL,ACVR2A,1
ACVR1,ACVR2A,3
INHBA,ACVR2A,1
INHBB,ACVR2A,1
INHBC,ACVR2A,1
INHBE,ACVR2A,1
BMPR1A,ACVR2A,3
BMPR1B,ACVR2A,3
NODAL,ACVR2B,1
INHBA,ACVR2B,1
INHBB,ACVR2B,1
INHBC,ACVR2B,1
INHBE,ACVR2B,1
BAMBI,ACVR1B,2
IGSF1,ACVR1B,2
CUL1,SMAD2,2
RBX1,SMAD2,2
ACVR1C,SMAD2,1
ACVR1B,SMAD2,1
SMAD6,SMAD2,2
SMAD7,SMAD2,2
ACVR1,SMAD2,1
ZFYVE9,SMAD2,3
ZFYVE16,SMAD2,3
SKP1,SMAD2,2
MAPK1,SMAD2,2
MAPK3,SMAD2,2
TGFBR1,SMAD2,1
TGIF2,SMAD2,2
TGIF1,SMAD2,2
CUL1,SMAD3,2
RBX1,SMAD3,2
ACVR1C,SMAD3,1
ACVR1B,SMAD3,1
SMAD6,SMAD3,2
SMAD7,SMAD3,2
ACVR1,SMAD3,1
ZFYVE9,SMAD3,3
ZFYVE16,SMAD3,3
SKP1,SMAD3,2
MAPK1,SMAD3,2
MAPK3,SMAD3,2
TGFBR1,SMAD3,1
TGIF2,SMAD3,2
TGIF1,SMAD3,2
INHBA,NODAL,2
INHBB,NODAL,2
INHBC,NODAL,2
INHBE,NODAL,2
LEFTY1,NODAL,2
LEFTY2,NODAL,2
SMURF1,SMAD6,3
SMURF2,SMAD6,3
TNF,SMAD6,1
IFNG,SMAD6,1
SMURF1,SMAD7,3
SMURF2,SMAD7,3
TNF,SMAD7,1
IFNG,SMAD7,1
SMAD4,PITX2,1
SMAD2,PITX2,1
SMAD3,PITX2,1
