from,to,value
TLR7,MYD88,1
TLR9,MYD88,1
TLR2,MYD88,1
TLR4,MYD88,1
MYD88,IRAK1,1
MYD88,IRAK4,1
IRAK1,IRF7,1
IRAK4,IRF7,1
IRF7,IFNA1,1
NFKB1,IFNA1,1
RELA,IFNA1,1
IRF3,IFNA1,1
IRF7,IFNA2,1
NFKB1,IFNA2,1
RELA,IFNA2,1
IRF3,IFNA2,1
IRF7,IFNA4,1
NFKB1,IFNA4,1
RELA,IFNA4,1
IRF3,IFNA4,1
IRF7,IFNA5,1
NFKB1,IFNA5,1
RELA,IFNA5,1
IRF3,IFNA5,1
IRF7,IFNA6,1
NFKB1,IFNA6,1
RELA,IFNA6,1
IRF3,IFNA6,1
IRF7,IFNA7,1
NFKB1,IFNA7,1
RELA,IFNA7,1
IRF3,IFNA7,1
IRF7,IFNA8,1
NFKB1,IFNA8,1
RELA,IFNA8,1
IRF3,IFNA8,1
IRF7,IFNA10,1
NFKB1,IFNA10,1
RELA,IFNA10,1
IRF3,IFNA10,1
IRF7,IFNA13,1
NFKB1,IFNA13,1
RELA,IFNA13,1
IRF3,IFNA13,1
IRF7,IFNA14,1
NFKB1,IFNA14,1
RELA,IFNA14,1
IRF3,IFNA14,1
IRF7,IFNA16,1
NFKB1,IFNA16,1
RELA,IFNA16,1
IRF3,IFNA16,1
IRF7,IFNA17,1
NFKB1,IFNA17,1
RELA,IFNA17,1
IRF3,IFNA17,1
IRF7,IFNA21,1
NFKB1,IFNA21,1
RELA,IFNA21,1
IRF3,IFNA21,1
CHUK,NFKBIA,1
IKBKB,NFKBIA,1
IKBKG,NFKBIA,1
CHUK,NFKBIB,1
IKBKB,NFKBIB,1
IKBKG,NFKBIB,1
RIGI,MAVS,1
IFIH1,MAVS,1
IKBKE,IRF3,1
TBK1,IRF3,1
IRF7,IFNB1,1
NFKB1,IFNB1,1
RELA,IFNB1,1
IRF3,IFNB1,1
IFNA1,IFNAR1,1
IFNA2,IFNAR1,1
