from,to,weight
AASS,ALDH7A1,3
ECHS1,EHHADH,3
ECHS1,HADH,3
EHHADH,HADH,3
EHHADH,ACAT1,3
EHHADH,ACAT2,3
HADHA,EHHADH,3
HADHA,HADH,3
HADH,ACAT1,3
HADH,ACAT2,3
ALDH7A1,AADAT,3
ALDH7A1,BBOX1,3
AADAT,DHTKD1,3
GCDH,ECHS1,3
GCDH,EHHADH,3
GCDH,HADHA,3
ALDH9A1,BBOX1,3
CAMKMT,EHMT2,3
CAMKMT,PRDM7,3
CAMKMT,SMYD1,3
CAMKMT,EZH1,3
CAMKMT,EZH2,3
CAMKMT,SETD1B,3
CAMKMT,SETD2,3
CAMKMT,KMT2A,3
CAMKMT,NSD3,3
CAMKMT,ASH1L,3
CAMKMT,KMT2E,3
CAMKMT,SMYD2,3
CAMKMT,PRDM9,3
CAMKMT,KMT2C,3
CAMKMT,SETMAR,3
CAMKMT,NSD1,3
CAMKMT,SMYD3,3
CAMKMT,SUV39H1,3
CAMKMT,NSD2,3
CAMKMT,PRDM2,3
CAMKMT,SUV39H2,3
CAMKMT,EHMT1,3
CAMKMT,KMT2D,3
CAMKMT,SETDB2,3
CAMKMT,DOT1L,3
CAMKMT,SETD1A,3
CAMKMT,KMT2B,3
CAMKMT,KMT5B,3
CAMKMT,KMT5C,3
CAMKMT,SETDB1,3
EHMT2,CAMKMT,3
EHMT2,PRDM7,3
EHMT2,SMYD1,3
EHMT2,EZH1,3
EHMT2,EZH2,3
EHMT2,SETD1B,3
EHMT2,SETD2,3
EHMT2,KMT2A,3
EHMT2,NSD3,3
EHMT2,ASH1L,3
EHMT2,KMT2E,3
EHMT2,SMYD2,3
EHMT2,PRDM9,3
EHMT2,KMT2C,3
EHMT2,SETMAR,3
EHMT2,NSD1,3
EHMT2,SMYD3,3
EHMT2,SUV39H1,3
EHMT2,NSD2,3
EHMT2,PRDM2,3
EHMT2,SUV39H2,3
EHMT2,EHMT1,3
EHMT2,KMT2D,3
EHMT2,SETDB2,3
EHMT2,DOT1L,3
EHMT2,SETD1A,3
EHMT2,KMT2B,3
EHMT2,KMT5B,3
EHMT2,KMT5C,3
EHMT2,SETDB1,3
PRDM7,CAMKMT,3
PRDM7,EHMT2,3
PRDM7,SMYD1,3
PRDM7,EZH1,3
PRDM7,EZH2,3
PRDM7,SETD1B,3
PRDM7,SETD2,3
PRDM7,KMT2A,3
PRDM7,NSD3,3
PRDM7,ASH1L,3
PRDM7,KMT2E,3
PRDM7,SMYD2,3
PRDM7,PRDM9,3
PRDM7,KMT2C,3
PRDM7,SETMAR,3
PRDM7,NSD1,3
PRDM7,SMYD3,3
PRDM7,SUV39H1,3
PRDM7,NSD2,3
PRDM7,PRDM2,3
PRDM7,SUV39H2,3
PRDM7,EHMT1,3
PRDM7,KMT2D,3
PRDM7,SETDB2,3
PRDM7,DOT1L,3
PRDM7,SETD1A,3
PRDM7,KMT2B,3
PRDM7,KMT5B,3
PRDM7,KMT5C,3
PRDM7,SETDB1,3
SMYD1,CAMKMT,3
SMYD1,EHMT2,3
SMYD1,PRDM7,3
SMYD1,EZH1,3
SMYD1,EZH2,3
SMYD1,SETD1B,3
SMYD1,SETD2,3
SMYD1,KMT2A,3
SMYD1,NSD3,3
SMYD1,ASH1L,3
SMYD1,KMT2E,3
SMYD1,SMYD2,3
SMYD1,PRDM9,3
SMYD1,KMT2C,3
SMYD1,SETMAR,3
SMYD1,NSD1,3
SMYD1,SMYD3,3
SMYD1,SUV39H1,3
SMYD1,NSD2,3
SMYD1,PRDM2,3
SMYD1,SUV39H2,3
SMYD1,EHMT1,3
SMYD1,KMT2D,3
SMYD1,SETDB2,3
SMYD1,DOT1L,3
SMYD1,SETD1A,3
SMYD1,KMT2B,3
SMYD1,KMT5B,3
SMYD1,KMT5C,3
SMYD1,SETDB1,3
MECOM,CAMKMT,3
MECOM,EHMT2,3
MECOM,PRDM7,3
MECOM,SMYD1,3
MECOM,EZH1,3
MECOM,EZH2,3
MECOM,SETD1B,3
MECOM,SETD2,3
MECOM,KMT2A,3
MECOM,NSD3,3
MECOM,ASH1L,3
MECOM,KMT2E,3
MECOM,SMYD2,3
MECOM,PRDM9,3
MECOM,KMT2C,3
MECOM,SETMAR,3
MECOM,NSD1,3
MECOM,SMYD3,3
MECOM,SUV39H1,3
MECOM,NSD2,3
MECOM,PRDM2,3
MECOM,SUV39H2,3
MECOM,EHMT1,3
MECOM,KMT2D,3
MECOM,SETDB2,3
MECOM,DOT1L,3
MECOM,SETD1A,3
MECOM,KMT2B,3
MECOM,KMT5B,3
MECOM,KMT5C,3
EZH1,CAMKMT,3
EZH1,EHMT2,3
EZH1,PRDM7,3
EZH1,SMYD1,3
EZH1,EZH2,3
EZH1,SETD1B,3
EZH1,SETD2,3
EZH1,KMT2A,3
EZH1,NSD3,3
EZH1,ASH1L,3
EZH1,KMT2E,3
EZH1,SMYD2,3
EZH1,PRDM9,3
EZH1,KMT2C,3
EZH1,SETMAR,3
EZH1,NSD1,3
EZH1,SMYD3,3
EZH1,SUV39H1,3
EZH1,NSD2,3
EZH1,PRDM2,3
EZH1,SUV39H2,3
EZH1,EHMT1,3
EZH1,KMT2D,3
EZH1,SETDB2,3
EZH1,DOT1L,3
EZH1,SETD1A,3
EZH1,KMT2B,3
EZH1,KMT5B,3
EZH1,KMT5C,3
EZH1,SETDB1,3
EZH2,CAMKMT,3
EZH2,EHMT2,3
EZH2,PRDM7,3
EZH2,SMYD1,3
EZH2,EZH1,3
EZH2,SETD1B,3
EZH2,SETD2,3
EZH2,KMT2A,3
EZH2,NSD3,3
EZH2,ASH1L,3
EZH2,KMT2E,3
EZH2,SMYD2,3
EZH2,PRDM9,3
EZH2,KMT2C,3
EZH2,SETMAR,3
EZH2,NSD1,3
EZH2,SMYD3,3
EZH2,SUV39H1,3
EZH2,NSD2,3
EZH2,PRDM2,3
EZH2,SUV39H2,3
EZH2,EHMT1,3
EZH2,KMT2D,3
EZH2,SETDB2,3
EZH2,DOT1L,3
EZH2,SETD1A,3
EZH2,KMT2B,3
EZH2,KMT5B,3
EZH2,KMT5C,3
EZH2,SETDB1,3
SETD1B,CAMKMT,3
SETD1B,EHMT2,3
SETD1B,PRDM7,3
SETD1B,SMYD1,3
SETD1B,EZH1,3
SETD1B,EZH2,3
SETD1B,SETD2,3
SETD1B,KMT2A,3
SETD1B,NSD3,3
SETD1B,ASH1L,3
SETD1B,KMT2E,3
SETD1B,SMYD2,3
SETD1B,PRDM9,3
SETD1B,KMT2C,3
SETD1B,SETMAR,3
SETD1B,NSD1,3
SETD1B,SMYD3,3
SETD1B,SUV39H1,3
SETD1B,NSD2,3
SETD1B,PRDM2,3
SETD1B,SUV39H2,3
SETD1B,EHMT1,3
SETD1B,KMT2D,3
SETD1B,SETDB2,3
SETD1B,DOT1L,3
SETD1B,SETD1A,3
SETD1B,KMT2B,3
SETD1B,KMT5B,3
SETD1B,KMT5C,3
SETD1B,SETDB1,3
SETD2,CAMKMT,3
SETD2,EHMT2,3
SETD2,PRDM7,3
SETD2,SMYD1,3
SETD2,EZH1,3
SETD2,EZH2,3
SETD2,SETD1B,3
SETD2,KMT2A,3
SETD2,NSD3,3
SETD2,ASH1L,3
SETD2,KMT2E,3
SETD2,SMYD2,3
SETD2,PRDM9,3
SETD2,KMT2C,3
SETD2,SETMAR,3
SETD2,NSD1,3
SETD2,SMYD3,3
SETD2,SUV39H1,3
SETD2,NSD2,3
SETD2,PRDM2,3
SETD2,SUV39H2,3
SETD2,EHMT1,3
SETD2,KMT2D,3
SETD2,SETDB2,3
SETD2,DOT1L,3
SETD2,SETD1A,3
SETD2,KMT2B,3
SETD2,KMT5B,3
SETD2,KMT5C,3
SETD2,SETDB1,3
KMT5A,CAMKMT,3
KMT5A,EHMT2,3
KMT5A,PRDM7,3
KMT5A,SMYD1,3
KMT5A,EZH1,3
KMT5A,EZH2,3
KMT5A,SETD1B,3
KMT5A,SETD2,3
KMT5A,KMT2A,3
KMT5A,NSD3,3
KMT5A,ASH1L,3
KMT5A,KMT2E,3
KMT5A,SMYD2,3
KMT5A,PRDM9,3
KMT5A,KMT2C,3
KMT5A,SETMAR,3
KMT5A,NSD1,3
KMT5A,SMYD3,3
KMT5A,SUV39H1,3
KMT5A,NSD2,3
KMT5A,PRDM2,3
KMT5A,SUV39H2,3
KMT5A,EHMT1,3
KMT5A,KMT2D,3
KMT5A,SETDB2,3
KMT5A,DOT1L,3
KMT5A,SETD1A,3
KMT5A,KMT2B,3
KMT5A,KMT5B,3
KMT5A,KMT5C,3
KMT2A,CAMKMT,3
KMT2A,EHMT2,3
KMT2A,PRDM7,3
KMT2A,SMYD1,3
KMT2A,EZH1,3
KMT2A,EZH2,3
KMT2A,SETD1B,3
KMT2A,SETD2,3
KMT2A,NSD3,3
KMT2A,ASH1L,3
KMT2A,KMT2E,3
KMT2A,SMYD2,3
KMT2A,PRDM9,3
KMT2A,KMT2C,3
KMT2A,SETMAR,3
KMT2A,NSD1,3
KMT2A,SMYD3,3
KMT2A,SUV39H1,3
KMT2A,NSD2,3
KMT2A,PRDM2,3
KMT2A,SUV39H2,3
KMT2A,EHMT1,3
KMT2A,KMT2D,3
KMT2A,SETDB2,3
KMT2A,DOT1L,3
KMT2A,SETD1A,3
KMT2A,KMT2B,3
KMT2A,KMT5B,3
KMT2A,KMT5C,3
KMT2A,SETDB1,3
NSD3,CAMKMT,3
NSD3,EHMT2,3
NSD3,PRDM7,3
NSD3,SMYD1,3
NSD3,EZH1,3
NSD3,EZH2,3
NSD3,SETD1B,3
NSD3,SETD2,3
NSD3,KMT2A,3
NSD3,ASH1L,3
NSD3,KMT2E,3
NSD3,SMYD2,3
NSD3,PRDM9,3
NSD3,KMT2C,3
NSD3,SETMAR,3
NSD3,NSD1,3
NSD3,SMYD3,3
NSD3,SUV39H1,3
NSD3,NSD2,3
NSD3,PRDM2,3
NSD3,SUV39H2,3
NSD3,EHMT1,3
NSD3,KMT2D,3
NSD3,SETDB2,3
NSD3,DOT1L,3
NSD3,SETD1A,3
NSD3,KMT2B,3
NSD3,KMT5B,3
NSD3,KMT5C,3
NSD3,SETDB1,3
ASH1L,CAMKMT,3
ASH1L,EHMT2,3
ASH1L,PRDM7,3
ASH1L,SMYD1,3
ASH1L,EZH1,3
ASH1L,EZH2,3
ASH1L,SETD1B,3
ASH1L,SETD2,3
ASH1L,KMT2A,3
ASH1L,NSD3,3
ASH1L,KMT2E,3
ASH1L,SMYD2,3
ASH1L,PRDM9,3
ASH1L,KMT2C,3
ASH1L,SETMAR,3
ASH1L,NSD1,3
ASH1L,SMYD3,3
ASH1L,SUV39H1,3
ASH1L,NSD2,3
ASH1L,PRDM2,3
ASH1L,SUV39H2,3
ASH1L,EHMT1,3
ASH1L,KMT2D,3
ASH1L,SETDB2,3
ASH1L,DOT1L,3
ASH1L,SETD1A,3
ASH1L,KMT2B,3
ASH1L,KMT5B,3
ASH1L,KMT5C,3
ASH1L,SETDB1,3
KMT2E,CAMKMT,3
KMT2E,EHMT2,3
KMT2E,PRDM7,3
KMT2E,SMYD1,3
KMT2E,EZH1,3
KMT2E,EZH2,3
KMT2E,SETD1B,3
KMT2E,SETD2,3
KMT2E,KMT2A,3
KMT2E,NSD3,3
KMT2E,ASH1L,3
KMT2E,SMYD2,3
KMT2E,PRDM9,3
KMT2E,KMT2C,3
KMT2E,SETMAR,3
KMT2E,NSD1,3
KMT2E,SMYD3,3
KMT2E,SUV39H1,3
KMT2E,NSD2,3
KMT2E,PRDM2,3
KMT2E,SUV39H2,3
KMT2E,EHMT1,3
KMT2E,KMT2D,3
KMT2E,SETDB2,3
KMT2E,DOT1L,3
KMT2E,SETD1A,3
KMT2E,KMT2B,3
