from,to,weight
SDHA,FAH,3
SDHA,FAHD1,3
SDHA,ALDH5A1,3
SDHA,ASL,3
SDHA,SUCLG2,3
SDHA,SUCLG1,3
SDHA,SUCLA2,3
SDHA,FH,3
SDHB,FAH,3
SDHB,FAHD1,3
SDHB,ALDH5A1,3
SDHB,ASL,3
SDHB,SUCLG2,3
SDHB,SUCLG1,3
SDHB,SUCLA2,3
SDHB,FH,3
SDHC,FAH,3
SDHC,FAHD1,3
SDHC,ALDH5A1,3
SDHC,ASL,3
SDHC,SUCLG2,3
SDHC,SUCLG1,3
SDHC,SUCLA2,3
SDHC,FH,3
SDHD,FAH,3
SDHD,FAHD1,3
SDHD,ALDH5A1,3
SDHD,ASL,3
SDHD,SUCLG2,3
SDHD,SUCLG1,3
SDHD,SUCLA2,3
SDHD,FH,3
ACOT2,ALDOA,3
ACOT2,ALDOB,3
ACOT2,ALDOC,3
ACOT2,HK1,3
ACOT2,HK2,3
ACOT2,HK3,3
ACOT2,HKDC1,3
ACOT2,PFKFB1,3
ACOT2,PFKFB2,3
ACOT2,PFKFB3,3
ACOT2,PFKFB4,3
ACOT2,TIGAR,3
ACOT2,GPI,3
ACOT2,GNPDA1,3
ACOT2,GNPDA2,3
ACOT2,GFPT1,3
ACOT2,GFPT2,3
ACOT2,TALDO1,3
ACOT2,TKT,3
ACOT2,TKTL1,3
ACOT2,TKTL2,3
ACOT2,MPI,3
ACOT4,ALDOA,3
ACOT4,ALDOB,3
ACOT4,ALDOC,3
ACOT4,HK1,3
ACOT4,HK2,3
ACOT4,HK3,3
ACOT4,HKDC1,3
ACOT4,PFKFB1,3
ACOT4,PFKFB2,3
ACOT4,PFKFB3,3
ACOT4,PFKFB4,3
ACOT4,TIGAR,3
ACOT4,GPI,3
ACOT4,GNPDA1,3
ACOT4,GNPDA2,3
ACOT4,GFPT1,3
ACOT4,GFPT2,3
ACOT4,TALDO1,3
ACOT4,TKT,3
ACOT4,TKTL1,3
ACOT4,TKTL2,3
ACOT4,MPI,3
ACOT1,ALDOA,3
ACOT1,ALDOB,3
ACOT1,ALDOC,3
ACOT1,HK1,3
ACOT1,HK2,3
ACOT1,HK3,3
ACOT1,HKDC1,3
ACOT1,PFKFB1,3
ACOT1,PFKFB2,3
ACOT1,PFKFB3,3
ACOT1,PFKFB4,3
ACOT1,TIGAR,3
ACOT1,GPI,3
ACOT1,GNPDA1,3
ACOT1,GNPDA2,3
ACOT1,GFPT1,3
ACOT1,GFPT2,3
ACOT1,TALDO1,3
ACOT1,TKT,3
ACOT1,TKTL1,3
ACOT1,TKTL2,3
ACOT1,MPI,3
ALDOA,ACOT2,3
ALDOA,ACOT4,3
ALDOA,ACOT1,3
ALDOA,ALDOB,3
ALDOA,ALDOC,3
ALDOA,DERA,3
ALDOA,KHK,3
ALDOA,PFKL,3
ALDOA,PFKM,3
ALDOA,PFKP,3
ALDOA,TKFC,3
ALDOA,TALDO1,3
ALDOA,TKT,3
ALDOA,TKTL1,3
ALDOA,TKTL2,3
ALDOA,TPI1,3
ALDOA,FBP1,3
ALDOA,FBP2,3
ALDOA,GAPDH,3
ALDOA,GAPDHS,3
ALDOB,ACOT2,3
ALDOB,ACOT4,3
ALDOB,ACOT1,3
ALDOB,ALDOA,3
ALDOB,ALDOC,3
ALDOB,DERA,3
ALDOB,KHK,3
ALDOB,PFKL,3
ALDOB,PFKM,3
ALDOB,PFKP,3
ALDOB,TKFC,3
ALDOB,TALDO1,3
ALDOB,TKT,3
ALDOB,TKTL1,3
ALDOB,TKTL2,3
ALDOB,TPI1,3
ALDOB,FBP1,3
ALDOB,FBP2,3
ALDOB,GAPDH,3
ALDOB,GAPDHS,3
ALDOC,ACOT2,3
ALDOC,ACOT4,3
ALDOC,ACOT1,3
ALDOC,ALDOA,3
ALDOC,ALDOB,3
ALDOC,DERA,3
ALDOC,KHK,3
ALDOC,PFKL,3
ALDOC,PFKM,3
ALDOC,PFKP,3
ALDOC,TKFC,3
ALDOC,TALDO1,3
ALDOC,TKT,3
ALDOC,TKTL1,3
ALDOC,TKTL2,3
ALDOC,TPI1,3
ALDOC,FBP1,3
ALDOC,FBP2,3
ALDOC,GAPDH,3
ALDOC,GAPDHS,3
SHMT1,SHMT2,3
SHMT1,AMT,3
SHMT1,DLD,3
SHMT1,GLDC,3
SHMT1,GCSH,3
SHMT1,DAO,3
SHMT1,TYMS,3
SHMT1,AGXT,3
SHMT1,AGXT2,3
SHMT1,ANPEP,3
SHMT1,LAP3,3
SHMT1,MTR,3
SHMT1,ALAS1,3
SHMT1,ALAS2,3
SHMT1,SDS,3
SHMT1,SDSL,3
SHMT1,GCAT,3
SHMT1,GSS,3
SHMT1,ATIC,3
SHMT1,CBS,3
SHMT1,CBS,3
SHMT1,MTHFD2,3
SHMT1,MTHFD2L,3
SHMT1,MTHFD1,3
SHMT1,MTHFD1L,3
SHMT1,PIPOX,3
SHMT1,GNMT,3
SHMT1,PSPH,3
SHMT1,FTCD,3
SHMT1,SPTLC1,3
SHMT1,SPTLC3,3
SHMT1,SPTLC2,3
SHMT1,GART,3
SHMT1,DHFR,3
SHMT1,DHFR2,3
SHMT1,MTHFR,3
SHMT1,ALDH1L1,3
SHMT1,MTFMT,3
SHMT1,ALDH1L2,3
SHMT1,SARDH,3
SHMT1,SRR,3
SHMT2,SHMT1,3
SHMT2,AMT,3
SHMT2,DLD,3
SHMT2,GLDC,3
SHMT2,GCSH,3
SHMT2,DAO,3
SHMT2,TYMS,3
SHMT2,AGXT,3
SHMT2,AGXT2,3
SHMT2,ANPEP,3
SHMT2,LAP3,3
SHMT2,MTR,3
SHMT2,ALAS1,3
SHMT2,ALAS2,3
SHMT2,SDS,3
SHMT2,SDSL,3
SHMT2,GCAT,3
SHMT2,GSS,3
SHMT2,ATIC,3
SHMT2,CBS,3
SHMT2,CBS,3
SHMT2,MTHFD2,3
SHMT2,MTHFD2L,3
SHMT2,MTHFD1,3
SHMT2,MTHFD1L,3
SHMT2,PIPOX,3
SHMT2,GNMT,3
SHMT2,PSPH,3
SHMT2,FTCD,3
SHMT2,SPTLC1,3
SHMT2,SPTLC3,3
SHMT2,SPTLC2,3
SHMT2,GART,3
SHMT2,DHFR,3
SHMT2,DHFR2,3
SHMT2,MTHFR,3
SHMT2,ALDH1L1,3
SHMT2,MTFMT,3
SHMT2,ALDH1L2,3
SHMT2,SARDH,3
SHMT2,SRR,3
HSD17B3,HSD3B1,3
HSD17B3,HSD3B2,3
HSD17B3,SRD5A1,3
HSD17B3,SRD5A2,3
HSD17B3,SRD5A3,3
HSD17B3,AKR1C2,3
HSD17B3,AKR1C4,3
HSD17B3,HSD17B6,3
HSD17B3,CYP17A1,3
HSD17B3,UGT2B11,3
HSD17B3,UGT2A1,3
HSD17B3,UGT2B28,3
HSD17B3,UGT1A10,3
HSD17B3,UGT1A8,3
HSD17B3,UGT1A7,3
HSD17B3,UGT1A6,3
HSD17B3,UGT1A5,3
HSD17B3,UGT1A9,3
HSD17B3,UGT1A4,3
HSD17B3,UGT1A1,3
HSD17B3,UGT1A3,3
HSD17B3,UGT2A2,3
HSD17B3,UGT2B4,3
HSD17B3,UGT2B7,3
HSD17B3,UGT2B10,3
HSD17B3,UGT2B15,3
HSD17B3,UGT2B17,3
HSD17B3,UGT2A3,3
HSD17B3,CYP19A1,3
AKR1C3,HSD3B1,3
AKR1C3,HSD3B2,3
AKR1C3,SRD5A1,3
AKR1C3,SRD5A2,3
AKR1C3,SRD5A3,3
AKR1C3,AKR1C2,3
AKR1C3,AKR1C1,3
AKR1C3,AKR1C4,3
AKR1C3,HSD17B6,3
AKR1C3,CYP17A1,3
AKR1C3,SULT1E1,3
AKR1C3,UGT2B11,3
AKR1C3,UGT2A1,3
AKR1C3,UGT2B28,3
AKR1C3,UGT1A10,3
AKR1C3,UGT1A8,3
AKR1C3,UGT1A7,3
AKR1C3,UGT1A6,3
AKR1C3,UGT1A5,3
AKR1C3,UGT1A9,3
AKR1C3,UGT1A4,3
AKR1C3,UGT1A1,3
AKR1C3,UGT1A3,3
AKR1C3,UGT2A2,3
AKR1C3,UGT2B4,3
AKR1C3,UGT2B7,3
AKR1C3,UGT2B10,3
AKR1C3,UGT2B15,3
AKR1C3,UGT2B17,3
AKR1C3,UGT2A3,3
AKR1C3,STS,3
AKR1C3,SULT2B1,3
AKR1C3,PTS,3
AKR1C3,CYP1A1,3
AKR1C3,CYP3A4,3
AKR1C3,CYP3A5,3
AKR1C3,AKR1B1,3
AKR1C3,AKR1B15,3
AKR1C3,AKR1B10,3
AKR1C3,CYP19A1,3
AKR1C3,CBR1,3
AKR1C3,SPR,3
HSD3B1,HSD17B3,3
HSD3B1,AKR1C3,3
HSD3B1,SRD5A1,3
HSD3B1,SRD5A2,3
HSD3B1,SRD5A3,3
HSD3B1,AKR1C1,3
HSD3B1,HSD17B6,3
HSD3B1,CYP17A1,3
HSD3B1,STS,3
HSD3B1,SULT2B1,3
HSD3B1,HSD17B8,3
HSD3B1,AKR1D1,3
HSD3B1,CYP11A1,3
HSD3B1,CYP21A2,3
HSD3B1,HSD17B2,3
HSD3B1,CYP19A1,3
HSD3B2,HSD17B3,3
HSD3B2,AKR1C3,3
HSD3B2,SRD5A1,3
HSD3B2,SRD5A2,3
HSD3B2,SRD5A3,3
HSD3B2,AKR1C1,3
HSD3B2,HSD17B6,3
HSD3B2,CYP17A1,3
HSD3B2,STS,3
HSD3B2,SULT2B1,3
HSD3B2,HSD17B8,3
HSD3B2,AKR1D1,3
HSD3B2,CYP11A1,3
HSD3B2,CYP21A2,3
HSD3B2,HSD17B2,3
HSD3B2,CYP19A1,3
SRD5A1,HSD17B3,3
SRD5A1,AKR1C3,3
SRD5A1,HSD3B1,3
SRD5A1,HSD3B2,3
SRD5A1,AKR1C2,3
SRD5A1,AKR1C1,3
SRD5A1,AKR1C4,3
SRD5A1,HSD17B6,3
SRD5A1,CYP17A1,3
SRD5A1,HSD17B8,3
SRD5A1,AKR1D1,3
SRD5A1,CYP21A2,3
SRD5A1,HSD17B2,3
SRD5A1,CYP19A1,3
SRD5A2,HSD17B3,3
SRD5A2,AKR1C3,3
SRD5A2,HSD3B1,3
SRD5A2,HSD3B2,3
