from,to,value
PPP1CA,GRIN3A,2
PPP1CB,GRIN3A,2
PPP1CC,GRIN3A,2
PRKACA,GRIN3A,1
PRKACB,GRIN3A,1
PRKACG,GRIN3A,1
PPP1CA,GRIN3B,2
PPP1CB,GRIN3B,2
PPP1CC,GRIN3B,2
PRKACA,GRIN3B,1
PRKACB,GRIN3B,1
PRKACG,GRIN3B,1
PPP1CA,GRIN1,2
PPP1CB,GRIN1,2
PPP1CC,GRIN1,2
PRKACA,GRIN1,1
PRKACB,GRIN1,1
PRKACG,GRIN1,1
PPP1CA,GRIN2A,2
PPP1CB,GRIN2A,2
PPP1CC,GRIN2A,2
PRKACA,GRIN2A,1
PRKACB,GRIN2A,1
PRKACG,GRIN2A,1
PPP1CA,GRIN2B,2
PPP1CB,GRIN2B,2
PPP1CC,GRIN2B,2
PRKACA,GRIN2B,1
PRKACB,GRIN2B,1
PRKACG,GRIN2B,1
PPP1CA,GRIN2C,2
PPP1CB,GRIN2C,2
PPP1CC,GRIN2C,2
PRKACA,GRIN2C,1
PRKACB,GRIN2C,1
PRKACG,GRIN2C,1
PPP1CA,GRIN2D,2
PPP1CB,GRIN2D,2
PPP1CC,GRIN2D,2
PRKACA,GRIN2D,1
PRKACB,GRIN2D,1
PRKACG,GRIN2D,1
PPP1R1B,PPP1CA,2
PPP1R1B,PPP1CB,2
PPP1R1B,PPP1CC,2
DRD1,GNAS,1
ADORA2A,GNAS,1
ADORA2B,GNAS,1
PRKACA,PPP1R1B,1
PRKACB,PPP1R1B,1
PRKACG,PPP1R1B,1
GNAS,ADCY5,1
GNB5,ADCY5,1
GNAI1,ADCY5,1
GNAI2,ADCY5,1
GNAI3,ADCY5,1
GNAO1,ADCY5,1
GNB1,ADCY5,1
GNB2,ADCY5,1
GNB3,ADCY5,1
GNG3,ADCY5,1
GNG4,ADCY5,1
GNG5,ADCY5,1
GNG7,ADCY5,1
GNG10,ADCY5,1
GNG11,ADCY5,1
GNGT1,ADCY5,1
GNGT2,ADCY5,1
GNG13,ADCY5,1
GNG2,ADCY5,1
GNG12,ADCY5,1
GNB4,ADCY5,1
GNG8,ADCY5,1
ADCY5,PRKACA,3
PKIA,PRKACA,2
ADCY5,PRKACB,3
PKIA,PRKACB,2
ADCY5,PRKACG,3
PKIA,PRKACG,2
PRKACA,CREB3,1
PRKACB,CREB3,1
PRKACG,CREB3,1
CAMK4,CREB3,1
MAPK1,CREB3,1
MAPK3,CREB3,1
PRKACA,CREB1,1
PRKACB,CREB1,1
PRKACG,CREB1,1
CAMK4,CREB1,1
MAPK1,CREB1,1
MAPK3,CREB1,1
PRKACA,ATF2,1
PRKACB,ATF2,1
PRKACG,ATF2,1
CAMK4,ATF2,1
MAPK1,ATF2,1
MAPK3,ATF2,1
PRKACA,ATF6B,1
PRKACB,ATF6B,1
PRKACG,ATF6B,1
CAMK4,ATF6B,1
MAPK1,ATF6B,1
MAPK3,ATF6B,1
PRKACA,CREB3L4,1
PRKACB,CREB3L4,1
PRKACG,CREB3L4,1
CAMK4,CREB3L4,1
MAPK1,CREB3L4,1
MAPK3,CREB3L4,1
PRKACA,ATF4,1
PRKACB,ATF4,1
PRKACG,ATF4,1
CAMK4,ATF4,1
MAPK1,ATF4,1
MAPK3,ATF4,1
PRKACA,CREB3L2,1
PRKACB,CREB3L2,1
PRKACG,CREB3L2,1
CAMK4,CREB3L2,1
MAPK1,CREB3L2,1
MAPK3,CREB3L2,1
PRKACA,CREB3L3,1
PRKACB,CREB3L3,1
PRKACG,CREB3L3,1
CAMK4,CREB3L3,1
MAPK1,CREB3L3,1
MAPK3,CREB3L3,1
PRKACA,CREB3L1,1
PRKACB,CREB3L1,1
PRKACG,CREB3L1,1
CAMK4,CREB3L1,1
MAPK1,CREB3L1,1
MAPK3,CREB3L1,1
PRKACA,CREB5,1
PRKACB,CREB5,1
PRKACG,CREB5,1
CAMK4,CREB5,1
MAPK1,CREB5,1
