from,to,value
ABCA1,APOA1,3
LDLR,APOB,3
SORT1,APOB,3
CIDEB,APOB,3
LRP1,APOE,3
LRP2,APOE,3
ANGPTL8,ANGPTL3,1
ANGPTL8,ANGPTL4,1
APOC2,LPL,1
ANGPTL3,LPL,2
ANGPTL4,LPL,2
APOH,LPL,1
APOA1,ABCA1,3
APOB,LDLR,3
PCSK9,LDLR,2
LDLRAP1,LDLR,3
MYLIP,LDLR,3
APOA1,LCAT,1
APOC1,LCAT,1
APOC1,CETP,2
APOB,SORT1,3
LDLR,PCSK9,3
LDLR,LDLRAP1,3
VAPB,STARD3,3
VAPA,STARD3,3
VDAC1,STARD3,3
VDAC2,STARD3,3
VDAC3,STARD3,3
OSBPL5,NPC1,3
STARD3,VAPB,3
STARD3,VAPA,3
NPC1,OSBPL5,3
VDAC1,STAR,3
VDAC2,STAR,3
VDAC3,STAR,3
STARD3,VDAC1,3
STAR,VDAC1,3
TSPO,VDAC1,3
STARD3,VDAC2,3
STAR,VDAC2,3
TSPO,VDAC2,3
STARD3,VDAC3,3
STAR,VDAC3,3
TSPO,VDAC3,3
VDAC1,TSPO,3
VDAC2,TSPO,3
VDAC3,TSPO,3
APOE,LRP1,3
LRPAP1,LRP1,2
APOE,LRP2,3
LRPAP1,LRP2,2
APOB,CIDEB,3
