from,to,weight
ACO1,ACO2,3
ACO1,CS,3
ACO2,ACO1,3
ACO2,CS,3
HOGA1,GRHPR,3
HOGA1,AGXT,3
HAO2,HOGA1,3
HAO2,GRHPR,3
HAO2,AGXT,3
HAO1,HOGA1,3
HAO1,GRHPR,3
HAO1,AGXT,3
GRHPR,HOGA1,3
GRHPR,HAO2,3
GRHPR,HAO1,3
GRHPR,AGXT,3
GRHPR,GLYCTK,3
CS,ACO1,3
CS,ACO2,3
CS,MDH1,3
CS,MDH2,3
MDH1,CS,3
MDH2,CS,3
PGP,HAO2,3
PGP,HAO1,3
PGP,GRHPR,3
MCEE,MMUT,3
PCCA,MCEE,3
PCCB,MCEE,3
AGXT,HYI,3
AGXT,GRHPR,3
AGXT,SHMT1,3
AGXT,SHMT2,3
AGXT,DLD,3
AGXT,GCSH,3
AGXT,GLDC,3
AGXT,AMT,3
SHMT1,AGXT,3
SHMT2,AGXT,3
ACSS2,ACAT1,3
ACSS2,ACAT2,3
ACSS1,ACAT1,3
ACSS1,ACAT2,3
