from,to,value
STAT3,STAT1,3
STAT5A,STAT1,3
STAT5B,STAT1,3
STAT6,STAT1,3
JAK1,STAT1,1
JAK3,STAT1,1
IL2RA,STAT1,1
IL2RB,STAT1,1
IL2RG,STAT1,1
IL4R,STAT1,1
IL7R,STAT1,1
IL9R,STAT1,1
IL15RA,STAT1,1
IL21R,STAT1,1
CRLF2,STAT1,1
JAK2,STAT1,1
CNTFR,STAT1,1
IL31RA,STAT1,1
IL6R,STAT1,1
IL6ST,STAT1,1
IL11RA,STAT1,1
IL13RA1,STAT1,1
IL13RA2,STAT1,1
LIFR,STAT1,1
OSMR,STAT1,1
IL27RA,STAT1,1
STAT2,STAT1,3
IFNLR1,STAT1,1
IFNAR1,STAT1,1
IFNAR2,STAT1,1
IL10RB,STAT1,1
IFNGR1,STAT1,1
IFNGR2,STAT1,1
TYK2,STAT1,1
EGFR,STAT1,1
PDGFRA,STAT1,1
PDGFRB,STAT1,1
IRF9,STAT1,3
CISH,STAT1,2
CREBBP,STAT1,1
EP300,STAT1,1
PIAS3,STAT1,2
PIAS4,STAT1,2
PIAS1,STAT1,2
PIAS2,STAT1,2
FHL1,STAT1,3
PTPN2,STAT1,2
STAT1,STAT3,3
STAT5A,STAT3,3
STAT5B,STAT3,3
STAT6,STAT3,3
JAK1,STAT3,1
JAK3,STAT3,1
IL2RA,STAT3,1
IL2RB,STAT3,1
IL2RG,STAT3,1
IL4R,STAT3,1
IL7R,STAT3,1
IL9R,STAT3,1
IL15RA,STAT3,1
IL21R,STAT3,1
CRLF2,STAT3,1
JAK2,STAT3,1
CSF3R,STAT3,1
EPOR,STAT3,1
GHR,STAT3,1
LEPR,STAT3,1
MPL,STAT3,1
PRLR,STAT3,1
STAT4,STAT3,3
IL23R,STAT3,1
IL12RB1,STAT3,1
IL12RB2,STAT3,1
CNTFR,STAT3,1
IL31RA,STAT3,1
IL6R,STAT3,1
IL6ST,STAT3,1
IL11RA,STAT3,1
IL13RA1,STAT3,1
IL13RA2,STAT3,1
LIFR,STAT3,1
OSMR,STAT3,1
IL27RA,STAT3,1
IL10RB,STAT3,1
IFNGR1,STAT3,1
IFNGR2,STAT3,1
IL22RA2,STAT3,1
IL10RA,STAT3,1
IL20RA,STAT3,1
IL20RB,STAT3,1
IL22RA1,STAT3,1
TYK2,STAT3,1
EGFR,STAT3,1
PDGFRA,STAT3,1
PDGFRB,STAT3,1
CISH,STAT3,2
CREBBP,STAT3,1
EP300,STAT3,1
PIAS3,STAT3,2
PIAS4,STAT3,2
PIAS1,STAT3,2
PIAS2,STAT3,2
FHL1,STAT3,3
PTPN2,STAT3,2
STAT1,STAT5A,3
STAT3,STAT5A,3
STAT5B,STAT5A,3
STAT6,STAT5A,3
JAK1,STAT5A,1
JAK3,STAT5A,1
IL2RA,STAT5A,1
IL2RB,STAT5A,1
IL2RG,STAT5A,1
IL4R,STAT5A,1
IL7R,STAT5A,1
IL9R,STAT5A,1
IL15RA,STAT5A,1
IL21R,STAT5A,1
CRLF2,STAT5A,1
JAK2,STAT5A,1
CSF3R,STAT5A,1
EPOR,STAT5A,1
GHR,STAT5A,1
LEPR,STAT5A,1
MPL,STAT5A,1
PRLR,STAT5A,1
CISH,STAT5A,2
CREBBP,STAT5A,1
EP300,STAT5A,1
PIAS3,STAT5A,2
PIAS4,STAT5A,2
PIAS1,STAT5A,2
PIAS2,STAT5A,2
FHL1,STAT5A,3
PTPN2,STAT5A,2
CSF2RA,STAT5A,1
CSF2RB,STAT5A,1
IL3RA,STAT5A,1
IL5RA,STAT5A,1
STAT1,STAT5B,3
STAT3,STAT5B,3
STAT5A,STAT5B,3
STAT6,STAT5B,3
JAK1,STAT5B,1
JAK3,STAT5B,1
IL2RA,STAT5B,1
IL2RB,STAT5B,1
IL2RG,STAT5B,1
IL4R,STAT5B,1
IL7R,STAT5B,1
IL9R,STAT5B,1
IL15RA,STAT5B,1
IL21R,STAT5B,1
CRLF2,STAT5B,1
JAK2,STAT5B,1
CSF3R,STAT5B,1
EPOR,STAT5B,1
GHR,STAT5B,1
LEPR,STAT5B,1
MPL,STAT5B,1
PRLR,STAT5B,1
CISH,STAT5B,2
CREBBP,STAT5B,1
EP300,STAT5B,1
PIAS3,STAT5B,2
PIAS4,STAT5B,2
PIAS1,STAT5B,2
PIAS2,STAT5B,2
