from,to,value
TNF,TNFRSF1A,1
NFKB1,TNF,1
RELA,TNF,1
CHUK,NFKBIA,1
IKBKB,NFKBIA,1
NFKB1,NFKBIA,3
IKBKG,NFKBIA,1
SKP1,NFKBIA,1
CUL1,NFKBIA,1
RBX1,NFKBIA,1
FBXW11,NFKBIA,1
BTRC,NFKBIA,1
UBE2D4,NFKBIA,1
UBE2D1,NFKBIA,1
UBE2D2,NFKBIA,1
UBE2D3,NFKBIA,1
RELA,NFKBIA,3
CHUK,NFKBIB,1
IKBKB,NFKBIB,1
NFKB1,NFKBIB,3
IKBKG,NFKBIB,1
SKP1,NFKBIB,1
CUL1,NFKBIB,1
RBX1,NFKBIB,1
FBXW11,NFKBIB,1
BTRC,NFKBIB,1
UBE2D4,NFKBIB,1
UBE2D1,NFKBIB,1
UBE2D2,NFKBIB,1
UBE2D3,NFKBIB,1
RELA,NFKBIB,3
TAB1,CHUK,1
TAB2,CHUK,1
TAB3,CHUK,1
MAP3K7,CHUK,1
RIPK2,CHUK,1
TAB1,IKBKB,1
TAB2,IKBKB,1
TAB3,IKBKB,1
MAP3K7,IKBKB,1
RIPK2,IKBKB,1
TNFRSF1A,TRAF2,1
PRKCD,TRAF2,3
PRKCE,TRAF2,3
PRKCQ,TRAF2,3
UBE2V1,TRAF2,1
UBE2V2,TRAF2,1
UBE2NL,TRAF2,1
UBE2N,TRAF2,1
TNFRSF1A,TRAF5,1
UBE2V1,TRAF5,1
UBE2V2,TRAF5,1
UBE2NL,TRAF5,1
UBE2N,TRAF5,1
TNFRSF1A,RIPK1,1
TRAF2,RIPK1,1
RBCK1,RIPK1,1
RNF31,RIPK1,1
SHARPIN,RIPK1,1
TNFRSF1A,TRADD,1
IL1B,IL1R1,1
U2AF1L5,IL1B,1
U2AF1L4,IL1B,1
U2AF1,IL1B,1
CASP1,IL1B,1
CASP4,IL1B,3
IL1R1,TRAF6,3
TLR4,TRAF6,3
TLR5,TRAF6,3
BCL10,TRAF6,1
MALT1,TRAF6,1
UBE2V1,TRAF6,1
UBE2V2,TRAF6,1
UBE2NL,TRAF6,1
UBE2N,TRAF6,1
TIFA,TRAF6,1
CD14,TLR4,1
TRAF2,TAB1,1
TRAF5,TAB1,1
RIPK1,TAB1,1
TRADD,TAB1,1
TRAF6,TAB1,1
TRAF2,TAB2,1
TRAF5,TAB2,1
RIPK1,TAB2,1
TRADD,TAB2,1
TRAF6,TAB2,1
TRAF2,TAB3,1
TRAF5,TAB3,1
RIPK1,TAB3,1
TRADD,TAB3,1
TRAF6,TAB3,1
TRAF2,MAP3K7,1
TRAF5,MAP3K7,1
RIPK1,MAP3K7,1
TRADD,MAP3K7,1
TRAF6,MAP3K7,1
RPS6KA5,H3C14,1
RPS6KA5,H3-3A,1
RPS6KA5,H3-3B,1
RPS6KA5,H3C15,1
RPS6KA5,H3-5,1
RPS6KA5,H3C13,1
RPS6KA5,H3-4,1
RPS6KA5,H3C1,1
RPS6KA5,H3C4,1
RPS6KA5,H3C3,1
RPS6KA5,H3C6,1
RPS6KA5,H3C11,1
RPS6KA5,H3C8,1
RPS6KA5,H3C12,1
RPS6KA5,H3C10,1
RPS6KA5,H3C2,1
RPS6KA5,H3C7,1
NFKBIA,NFKB1,3
NFKBIB,NFKB1,3
H3C14,CXCL8,1
H3-3A,CXCL8,1
H3-3B,CXCL8,1
H3C15,CXCL8,1
H3-5,CXCL8,1
H3C13,CXCL8,1
H3-4,CXCL8,1
H3C1,CXCL8,1
H3C4,CXCL8,1
H3C3,CXCL8,1
H3C6,CXCL8,1
H3C11,CXCL8,1
H3C8,CXCL8,1
H3C12,CXCL8,1
H3C10,CXCL8,1
H3C2,CXCL8,1
H3C7,CXCL8,1
NFKB1,CXCL8,1
U2AF1L5,CXCL8,1
U2AF1L4,CXCL8,1
U2AF1,CXCL8,1
CBX3,CXCL8,1
RELA,CXCL8,1
TNIP1,IKBKG,2
NOD1,RIPK2,1
ARHGEF2,RIPK2,1
U2AF1L5,CCL5,1
U2AF1L4,CCL5,1
U2AF1,CCL5,1
U2AF1L5,CSF2,1
U2AF1L4,CSF2,1
U2AF1,CSF2,1
RPS6KA5,CBX3,1
MAPK1,RPS6KA5,1
MAPK3,RPS6KA5,1
RIPK2,MAPK8,3
RIPK2,MAPK9,3
RIPK2,MAPK10,3
MAPK8,JUN,1
MAPK9,JUN,1
MAPK10,JUN,1
NFKB1,TIFA,1
RELA,TIFA,1
NAIP,NLRC4,1
GLMN,NLRC4,2
NLRC4,PYCARD,1
NLRP3,PYCARD,1
NLRC4,CASP1,1
NLRP3,CASP1,1
CASP1,IL18,1
CASP4,IL18,3
GLMN,NLRP3,2
STING1,CGAS,3
CGAS,STING1,3
ARF1,STING1,1
STING1,TBK1,1
MYD88,TBK1,3
TBK1,IRF3,1
IRF3,IFNB1,1
ARF6,ARF1,1
NFKBIA,RELA,3
NFKBIB,RELA,3
RRAGB,MTOR,1
RRAGA,MTOR,1
RRAGD,MTOR,1
RRAGC,MTOR,1
RRAGB,RPTOR,1
RRAGA,RPTOR,1
RRAGD,RPTOR,1
RRAGC,RPTOR,1
RRAGB,AKT1S1,1
RRAGA,AKT1S1,1
RRAGD,AKT1S1,1
RRAGC,AKT1S1,1
C3,ATG16L1,3
TECPR1,ATG5,3
ATG16L1,MAP1LC3C,3
ATG5,MAP1LC3C,1
ATG12,MAP1LC3C,1
CALCOCO2,MAP1LC3C,3
SQSTM1,MAP1LC3C,3
ATG16L1,MAP1LC3B2,3
ATG5,MAP1LC3B2,1
ATG12,MAP1LC3B2,1
CALCOCO2,MAP1LC3B2,3
SQSTM1,MAP1LC3B2,3
ATG16L1,MAP1LC3B,3
ATG5,MAP1LC3B,1
ATG12,MAP1LC3B,1
CALCOCO2,MAP1LC3B,3
SQSTM1,MAP1LC3B,3
ATG16L1,MAP1LC3A,3
ATG5,MAP1LC3A,1
ATG12,MAP1LC3A,1
CALCOCO2,MAP1LC3A,3
SQSTM1,MAP1LC3A,3
MAP1LC3C,CALCOCO2,3
MAP1LC3B2,CALCOCO2,3
MAP1LC3B,CALCOCO2,3
MAP1LC3A,CALCOCO2,3
RPS27A,CALCOCO2,3
UBA52,CALCOCO2,3
UBB,CALCOCO2,3
UBC,CALCOCO2,3
SEPTIN9,CALCOCO2,3
SEPTIN12,CALCOCO2,3
SEPTIN6,CALCOCO2,3
SEPTIN8,CALCOCO2,3
SEPTIN2,CALCOCO2,3
SEPTIN11,CALCOCO2,3
SEPTIN3,CALCOCO2,3
SEPTIN7,CALCOCO2,3
FNBP1,CALCOCO2,3
FNBP1L,CALCOCO2,3
MAP1LC3C,SQSTM1,3
MAP1LC3B2,SQSTM1,3
MAP1LC3B,SQSTM1,3
MAP1LC3A,SQSTM1,3
RPS27A,SQSTM1,3
UBA52,SQSTM1,3
UBB,SQSTM1,3
UBC,SQSTM1,3
SEPTIN9,SQSTM1,3
SEPTIN12,SQSTM1,3
SEPTIN6,SQSTM1,3
SEPTIN8,SQSTM1,3
SEPTIN2,SQSTM1,3
SEPTIN11,SQSTM1,3
SEPTIN3,SQSTM1,3
SEPTIN7,SQSTM1,3
FNBP1,SQSTM1,3
FNBP1L,SQSTM1,3
CALCOCO2,RPS27A,3
SQSTM1,RPS27A,3
CALCOCO2,UBA52,3
SQSTM1,UBA52,3
CALCOCO2,UBB,3
SQSTM1,UBB,3
CALCOCO2,UBC,3
SQSTM1,UBC,3
CALCOCO2,SEPTIN9,3
SQSTM1,SEPTIN9,3
CALCOCO2,SEPTIN12,3
SQSTM1,SEPTIN12,3
CALCOCO2,SEPTIN6,3
SQSTM1,SEPTIN6,3
CALCOCO2,SEPTIN8,3
SQSTM1,SEPTIN8,3
CALCOCO2,SEPTIN2,3
SQSTM1,SEPTIN2,3
CALCOCO2,SEPTIN11,3
SQSTM1,SEPTIN11,3
CALCOCO2,SEPTIN3,3
SQSTM1,SEPTIN3,3
CALCOCO2,SEPTIN7,3
SQSTM1,SEPTIN7,3
TECPR1,WIPI2,3
TECPR1,WIPI1,3
ATG5,TECPR1,3
WIPI2,TECPR1,3
WIPI1,TECPR1,3
DOCK1,RAC1,1
ELMO2,RAC1,1
ELMO1,RAC1,1
CTTN,CRK,1
HCLS1,CRK,1
SRC,CRK,1
PTK2,CRK,1
PXN,CRK,1
CTTN,CRKL,1
HCLS1,CRKL,1
SRC,CRKL,1
PTK2,CRKL,1
PXN,CRKL,1
SRC,CTTN,1
PTK2,CTTN,1
SRC,HCLS1,1
PTK2,HCLS1,1
ITGA5,SRC,1
ITGB1,SRC,1
TLN1,SRC,3
TLN2,SRC,3
CRK,ELMO2,1
CRKL,ELMO2,1
BCAR1,ELMO2,1
CRK,ELMO1,1
CRKL,ELMO1,1
BCAR1,ELMO1,1
PXN,CDC42,3
WASL,CDC42,3
ARF1,WASF2,1
RAC1,WASF2,1
ARF1,WASF1,1
RAC1,WASF1,1
CTTN,ARPC5,1
HCLS1,ARPC5,1
WASF2,ARPC5,1
WASF1,ARPC5,1
WASL,ARPC5,1
CTTN,ARPC4,1
HCLS1,ARPC4,1
WASF2,ARPC4,1
WASF1,ARPC4,1
WASL,ARPC4,1
CTTN,ARPC3,1
HCLS1,ARPC3,1
WASF2,ARPC3,1
WASF1,ARPC3,1
WASL,ARPC3,1
CTTN,ARPC1B,1
HCLS1,ARPC1B,1
WASF2,ARPC1B,1
WASF1,ARPC1B,1
WASL,ARPC1B,1
CTTN,ACTR3,1
HCLS1,ACTR3,1
WASF2,ACTR3,1
WASF1,ACTR3,1
WASL,ACTR3,1
CTTN,ACTR2,1
HCLS1,ACTR2,1
WASF2,ACTR2,1
WASF1,ACTR2,1
WASL,ACTR2,1
CTTN,ARPC2,1
HCLS1,ARPC2,1
WASF2,ARPC2,1
WASF1,ARPC2,1
WASL,ARPC2,1
CTTN,ARPC1A,1
HCLS1,ARPC1A,1
WASF2,ARPC1A,1
WASF1,ARPC1A,1
WASL,ARPC1A,1
CTTN,ACTR3B,1
HCLS1,ACTR3B,1
WASF2,ACTR3B,1
WASF1,ACTR3B,1
WASL,ACTR3B,1
CTTN,ACTR3C,1
HCLS1,ACTR3C,1
WASF2,ACTR3C,1
WASF1,ACTR3C,1
WASL,ACTR3C,1
CTTN,ARPC5L,1
HCLS1,ARPC5L,1
WASF2,ARPC5L,1
WASF1,ARPC5L,1
WASL,ARPC5L,1
RHOA,ROCK1,1
RHOA,ROCK2,1
RHOA,DIAPH1,1
SRC,RHOA,3
PTK2,RHOA,3
ARPC5,ACTB,1
ARPC4,ACTB,1
ARPC3,ACTB,1
ARPC1B,ACTB,1
ACTR3,ACTB,1
ACTR2,ACTB,1
ARPC2,ACTB,1
ARPC1A,ACTB,1
ACTR3B,ACTB,1
ACTR3C,ACTB,1
ARPC5L,ACTB,1
DIAPH1,ACTB,3
VCL,ACTB,1
TLN1,ACTB,1
TLN2,ACTB,1
ILK,ACTB,1
ACTN4,ACTB,1
ACTN1,ACTB,1
MYL12B,ACTB,3
MYL9,ACTB,3
MYL12A,ACTB,3
MYL11,ACTB,3
MYL2,ACTB,3
MYL5,ACTB,3
MYL7,ACTB,3
MYL10,ACTB,3
ARPC5,ACTG1,1
ARPC4,ACTG1,1
ARPC3,ACTG1,1
ARPC1B,ACTG1,1
ACTR3,ACTG1,1
ACTR2,ACTG1,1
