from,to,weight
ALDH3A1,AOC2,3
ALDH3A1,AOC3,3
ALDH3A1,MAOA,3
ALDH3A1,MAOB,3
ALDH3B1,AOC2,3
ALDH3B1,AOC3,3
ALDH3B1,MAOA,3
ALDH3B1,MAOB,3
ALDH3B2,AOC2,3
ALDH3B2,AOC3,3
ALDH3B2,MAOA,3
ALDH3B2,MAOB,3
DDC,AOC2,3
DDC,AOC3,3
DDC,MAOA,3
DDC,MAOB,3
AOC2,ALDH3A1,3
AOC2,ALDH3B1,3
AOC2,ALDH3B2,3
AOC2,MAOA,3
AOC2,MAOB,3
AOC3,ALDH3A1,3
AOC3,ALDH3B1,3
AOC3,ALDH3B2,3
AOC3,MAOA,3
AOC3,MAOB,3
MAOA,ALDH3A1,3
MAOA,ALDH3B1,3
MAOA,ALDH3B2,3
MAOA,AOC2,3
MAOA,AOC3,3
MAOB,ALDH3A1,3
MAOB,ALDH3B1,3
MAOB,ALDH3B2,3
MAOB,AOC2,3
MAOB,AOC3,3
TAT,DDC,3
TAT,HPD,3
TAT,GOT1L1,3
TAT,GOT1,3
TAT,GOT2,3
TAT,MIF,3
TAT,IL4I1,3
TAT,PAH,3
GOT1L1,DDC,3
GOT1L1,HPD,3
GOT1L1,TAT,3
GOT1L1,MIF,3
GOT1L1,IL4I1,3
GOT1L1,PAH,3
GOT1,DDC,3
GOT1,HPD,3
GOT1,TAT,3
GOT1,MIF,3
GOT1,IL4I1,3
GOT1,PAH,3
GOT2,DDC,3
GOT2,HPD,3
GOT2,TAT,3
GOT2,MIF,3
GOT2,IL4I1,3
GOT2,PAH,3
MIF,HPD,3
MIF,TAT,3
MIF,GOT1L1,3
MIF,GOT1,3
MIF,GOT2,3
IL4I1,HPD,3
IL4I1,TAT,3
IL4I1,GOT1L1,3
IL4I1,GOT1,3
IL4I1,GOT2,3
IL4I1,MIF,3
