from,to,weight
COQ2,COQ6,3
UMPS,CMPK2,3
UMPS,CMPK1,3
GCLC,GSS,3
GCLM,GSS,3
RFK,FLAD1,3
NAPRT,NMNAT2,3
NAPRT,NMNAT3,3
NAPRT,NMNAT1,3
NMNAT2,NADSYN1,3
NMNAT3,NADSYN1,3
NMNAT1,NADSYN1,3
NADSYN1,NADK2,3
NADSYN1,NADK,3
IDO2,AFMID,3
IDO1,AFMID,3
TDO2,AFMID,3
KMO,KYNU,3
AFMID,KMO,3
KYNU,HAAO,3
PANK1,PPCS,3
PANK3,PPCS,3
PANK2,PPCS,3
PPCDC,COASY,3
PPCS,PPCDC,3
QPRT,NMNAT2,3
QPRT,NMNAT3,3
QPRT,NMNAT1,3
GCH1,ALPI,3
GCH1,ALPL,3
GCH1,ALPP,3
GCH1,ALPG,3
GCH1,PTS,3
DHFR,DHFR2,3
DHFR,FPGS,3
DHFR,MTHFD1L,3
DHFR,MTHFD1,3
DHFR,SHMT1,3
DHFR,SHMT2,3
DHFR2,DHFR,3
DHFR2,FPGS,3
DHFR2,MTHFD1L,3
DHFR2,MTHFD1,3
DHFR2,SHMT1,3
DHFR2,SHMT2,3
FPGS,DHFR,3
FPGS,DHFR2,3
FPGS,GGH,3
FPGS,MTHFD1L,3
FPGS,MTHFD1,3
FPGS,SHMT1,3
FPGS,SHMT2,3
GGH,DHFR,3
GGH,DHFR2,3
GGH,FPGS,3
GGH,MTHFD1L,3
GGH,MTHFD1,3
GGH,SHMT1,3
GGH,SHMT2,3
PTS,SPR,3
MOCS1,MOCS2,3
MOCS2,GPHN,3
MTHFD1L,MTHFD1,3
MTHFD1L,MTHFD2,3
MTHFD1L,MTHFD2L,3
MTHFD1,MTHFD2,3
MTHFD1,MTHFD2L,3
MTHFD2,MTHFD1,3
MTHFD2,MTHFD2L,3
MTHFD2L,MTHFD1,3
MTHFD2L,MTHFD2,3
SHMT1,MTHFD1,3
SHMT1,MTHFD2,3
SHMT1,MTHFD2L,3
SHMT2,MTHFD1,3
SHMT2,MTHFD2,3
SHMT2,MTHFD2L,3
ALAD,HMBS,3
UROS,UROD,3
HMBS,UROS,3
UROD,PPOX,3
UROD,CPOX,3
PPOX,FECH,3
CPOX,PPOX,3
FECH,COX10,3
ALAS1,ALAD,3
ALAS2,ALAD,3
COX10,COX15,3
GGCX,VKORC1L1,3
GGCX,VKORC1,3
VKORC1L1,NQO1,3
VKORC1,NQO1,3
NQO1,GGCX,3
COQ6,COQ3,3
COQ5,COQ7,3
COQ7,COQ3,3
MPI,PMM1,3
MPI,PMM2,3
PMM1,GMPPB,3
PMM1,GMPPA,3
PMM2,GMPPB,3
PMM2,GMPPA,3
UGP2,UGDH,3
UGDH,UGT2B11,3
UGDH,UGT2A1,3
UGDH,UGT2B28,3
UGDH,UGT1A10,3
UGDH,UGT1A8,3
UGDH,UGT1A7,3
UGDH,UGT1A6,3
UGDH,UGT1A5,3
UGDH,UGT1A9,3
UGDH,UGT1A4,3
UGDH,UGT1A1,3
UGDH,UGT1A3,3
UGDH,UGT2A2,3
UGDH,UGT2B4,3
UGDH,UGT2B7,3
UGDH,UGT2B10,3
UGDH,UGT2B15,3
UGDH,UGT2B17,3
UGDH,UGT2A3,3
UGT2B11,GUSB,3
UGT2A1,GUSB,3
UGT2B28,GUSB,3
UGT1A10,GUSB,3
UGT1A8,GUSB,3
UGT1A7,GUSB,3
UGT1A6,GUSB,3
UGT1A5,GUSB,3
UGT1A9,GUSB,3
UGT1A4,GUSB,3
UGT1A1,GUSB,3
UGT1A3,GUSB,3
UGT2A2,GUSB,3
UGT2B4,GUSB,3
UGT2B7,GUSB,3
UGT2B10,GUSB,3
UGT2B15,GUSB,3
UGT2B17,GUSB,3
UGT2A3,GUSB,3
GUSB,AKR1A1,3
AKR1A1,RGN,3
ADSS1,ADSL,3
ADSS2,ADSL,3
ADSL,AK9,3
ADSL,AK6,3
ADSL,AK7,3
ADSL,AK8,3
ADSL,AK1,3
ADSL,AK2,3
ADSL,AK4,3
ADSL,AK5,3
ADSL,AK3,3
NME6,CMPK2,3
NME6,CMPK1,3
NME6,CTPS1,3
NME6,CTPS2,3
