from,to,weight
NAGK,PGM3,3
NAGK,AMDHD2,3
PGM3,UAP1,3
PGM3,UAP1L1,3
PGM3,AMDHD2,3
UAP1,GNE,3
UAP1L1,GNE,3
GNE,NANS,3
GNE,RENBP,3
NANS,NANP,3
NANS,NPL,3
NANS,CMAS,3
NANP,NPL,3
NANP,CMAS,3
GNPDA1,MPI,3
GNPDA1,GPI,3
GNPDA2,MPI,3
GNPDA2,GPI,3
AMDHD2,GNPDA1,3
AMDHD2,GNPDA2,3
AMDHD2,GFPT1,3
AMDHD2,GFPT2,3
AMDHD2,GNPNAT1,3
GFPT1,MPI,3
GFPT1,GPI,3
GFPT2,MPI,3
GFPT2,GPI,3
GNPNAT1,PGM3,3
GNPNAT1,AMDHD2,3
RENBP,NAGK,3
RENBP,GNE,3
RENBP,NANS,3
HEXA,NAGK,3
HEXA,RENBP,3
HEXB,NAGK,3
HEXB,RENBP,3
CHIT1,NAGK,3
CHIT1,RENBP,3
CHIT1,HEXA,3
CHIT1,HEXB,3
CHIA,NAGK,3
CHIA,RENBP,3
CHIA,HEXA,3
CHIA,HEXB,3
NPL,GNE,3
NPL,NANS,3
NPL,RENBP,3
HK1,NANS,3
HK1,GNPDA1,3
HK1,GNPDA2,3
HK1,GFPT1,3
HK1,GFPT2,3
HK1,GNPNAT1,3
HK1,MPI,3
HK1,PMM1,3
HK1,PMM2,3
HK1,PGM1,3
HK1,PGM2,3
HK1,GPI,3
HK2,NANS,3
HK2,GNPDA1,3
HK2,GNPDA2,3
HK2,GFPT1,3
HK2,GFPT2,3
HK2,GNPNAT1,3
HK2,MPI,3
HK2,PMM1,3
HK2,PMM2,3
HK2,PGM1,3
HK2,PGM2,3
HK2,GPI,3
HK3,NANS,3
HK3,GNPDA1,3
HK3,GNPDA2,3
HK3,GFPT1,3
HK3,GFPT2,3
HK3,GNPNAT1,3
HK3,MPI,3
HK3,PMM1,3
HK3,PMM2,3
HK3,PGM1,3
HK3,PGM2,3
HK3,GPI,3
HKDC1,NANS,3
HKDC1,GNPDA1,3
HKDC1,GNPDA2,3
HKDC1,GFPT1,3
HKDC1,GFPT2,3
HKDC1,GNPNAT1,3
HKDC1,MPI,3
HKDC1,PMM1,3
HKDC1,PMM2,3
HKDC1,PGM1,3
HKDC1,PGM2,3
HKDC1,GPI,3
CMAS,NPL,3
GALT,GALE,3
GALE,GALT,3
GALE,UGDH,3
GALE,UGP2,3
UGDH,UXS1,3
MPI,NANS,3
MPI,PMM1,3
MPI,PMM2,3
MPI,GPI,3
PMM1,MPI,3
PMM1,GMPPB,3
PMM1,GMPPA,3
PMM2,MPI,3
PMM2,GMPPB,3
PMM2,GMPPA,3
PGM1,GPI,3
PGM1,UGP2,3
PGM2,GPI,3
PGM2,UGP2,3
GALK1,GALT,3
GMPPB,PMM1,3
GMPPB,PMM2,3
GMPPB,GMDS,3
GMPPA,PMM1,3
GMPPA,PMM2,3
GMPPA,GMDS,3
FPGT,GFUS,3
FCSK,FPGT,3
GMDS,GFUS,3
GFUS,FPGT,3
GPI,MPI,3
GPI,PGM1,3
GPI,PGM2,3
UGP2,GALE,3
UGP2,UGDH,3
UGP2,PGM1,3
UGP2,PGM2,3
GCK,PGM1,3
GCK,PGM2,3
GCK,GPI,3
GALK2,UAP1,3
GALK2,UAP1L1,3
