from,to,value
CDC42,PARD6A,1
PRKCI,PARD6A,3
PRKCZ,PARD6A,3
CRB3,PARD6A,3
PALS1,PARD6A,3
CDC42,PARD6G,1
PRKCI,PARD6G,3
PRKCZ,PARD6G,3
CRB3,PARD6G,3
PALS1,PARD6G,3
CDC42,PARD6B,1
PRKCI,PARD6B,3
PRKCZ,PARD6B,3
CRB3,PARD6B,3
PALS1,PARD6B,3
ARHGEF18,PATJ,3
PARD3,PATJ,1
AMOT,PATJ,3
AMOTL1,PATJ,3
AMOTL2,PATJ,3
PALS1,PATJ,3
TJP3,PATJ,3
ARHGAP17,CDC42,2
TUBA1B,CDC42,1
TUBA3E,CDC42,1
TUBA3D,CDC42,1
TUBA8,CDC42,1
TUBA4A,CDC42,1
TUBA3C,CDC42,1
TUBA1A,CDC42,1
TUBAL3,CDC42,1
TUBA1C,CDC42,1
PRKCI,STK11,1
PRKCZ,STK11,1
TJP1,CGN,3
ARHGEF18,CGN,3
PARD3,TIAM1,2
AMOT,ARHGAP17,2
AMOTL1,ARHGAP17,2
AMOTL2,ARHGAP17,2
TJP1,OCLN,3
PARD3,OCLN,3
PPP2CA,OCLN,2
PPP2CB,OCLN,2
PPP2R1A,OCLN,2
PPP2R1B,OCLN,2
PPP2R2A,OCLN,2
PPP2R2B,OCLN,2
PPP2R2C,OCLN,2
PPP2R2D,OCLN,2
SRC,OCLN,1
CGN,TJP1,3
OCLN,TJP1,3
F11R,TJP1,3
VASP,TJP1,3
SRC,TJP1,1
MARVELD2,TJP1,3
CLDN24,TJP1,3
CLDN34,TJP1,3
CLDN16,TJP1,3
CLDN4,TJP1,3
CLDN3,TJP1,3
CLDN7,TJP1,3
CLDN23,TJP1,3
CLDN19,TJP1,3
CLDN14,TJP1,3
CLDN15,TJP1,3
CLDN17,TJP1,3
CLDN20,TJP1,3
CLDN11,TJP1,3
CLDN18,TJP1,3
CLDN22,TJP1,3
CLDN25,TJP1,3
CLDN5,TJP1,3
CLDN12,TJP1,3
CLDN10,TJP1,3
CLDN8,TJP1,3
CLDN6,TJP1,3
CLDN2,TJP1,3
CLDN1,TJP1,3
CLDN9,TJP1,3
AFDN,TJP1,3
RAPGEF2,TJP1,3
TUBA1B,TJP1,3
TUBA3E,TJP1,3
TUBA3D,TJP1,3
TUBA8,TJP1,3
TUBA4A,TJP1,3
TUBA3C,TJP1,3
TUBA1A,TJP1,3
TUBAL3,TJP1,3
TUBA1C,TJP1,3
JAM2,TJP1,3
JAM3,TJP1,3
HSPA4,TJP1,2
CFTR,TJP1,3
BVES,TJP1,3
CTTN,TJP1,3
HCLS1,TJP1,3
CGNL1,TJP1,3
TJAP1,TJP1,3
PATJ,ARHGEF18,3
STK11,ARHGEF18,1
CGN,ARHGEF18,3
EPB41L4B,ARHGEF18,1
ARHGEF18,RHOA,1
RAP2C,RHOA,2
ARHGEF2,RHOA,1
RHOA,ROCK1,1
RHOA,ROCK2,1
ROCK1,MYL2,1
ROCK2,MYL2,1
PRKAG2,MYL2,1
PRKAG3,MYL2,1
PRKAA1,MYL2,1
PRKAA2,MYL2,1
PRKAB1,MYL2,1
PRKAB2,MYL2,1
PRKAG1,MYL2,1
PRKCI,EPB41L4B,2
