from,to,weight
GUSB,AKR1A1,3
KL,AKR1A1,3
FGGY,RPE,3
FGGY,RPEL1,3
RPE,FGGY,3
RPE,XYLB,3
RPEL1,FGGY,3
RPEL1,XYLB,3
XYLB,RPE,3
XYLB,RPEL1,3
XYLB,SORD,3
AKR1B1,DCXR,3
AKR1B1,DHDH,3
AKR1B1,SORD,3
AKR1B15,DCXR,3
AKR1B15,DHDH,3
AKR1B15,SORD,3
AKR1B10,DCXR,3
AKR1B10,DHDH,3
AKR1B10,SORD,3
DCXR,AKR1B1,3
DCXR,AKR1B15,3
DCXR,AKR1B10,3
DCXR,SORD,3
CRYL1,AKR1A1,3
UGP2,UGDH,3
UGT2B11,GUSB,3
UGT2B11,KL,3
UGT2B11,UGDH,3
UGT2A1,GUSB,3
UGT2A1,KL,3
UGT2A1,UGDH,3
UGT2B28,GUSB,3
UGT2B28,KL,3
UGT2B28,UGDH,3
UGT1A10,GUSB,3
UGT1A10,KL,3
UGT1A10,UGDH,3
UGT1A8,GUSB,3
UGT1A8,KL,3
UGT1A8,UGDH,3
UGT1A7,GUSB,3
UGT1A7,KL,3
UGT1A7,UGDH,3
UGT1A6,GUSB,3
UGT1A6,KL,3
UGT1A6,UGDH,3
UGT1A5,GUSB,3
UGT1A5,KL,3
UGT1A5,UGDH,3
UGT1A9,GUSB,3
UGT1A9,KL,3
UGT1A9,UGDH,3
UGT1A4,GUSB,3
UGT1A4,KL,3
UGT1A4,UGDH,3
UGT1A1,GUSB,3
UGT1A1,KL,3
UGT1A1,UGDH,3
UGT1A3,GUSB,3
UGT1A3,KL,3
UGT1A3,UGDH,3
UGT2A2,GUSB,3
UGT2A2,KL,3
UGT2A2,UGDH,3
UGT2B4,GUSB,3
UGT2B4,KL,3
UGT2B4,UGDH,3
UGT2B7,GUSB,3
UGT2B7,KL,3
UGT2B7,UGDH,3
UGT2B10,GUSB,3
UGT2B10,KL,3
UGT2B10,UGDH,3
UGT2B15,GUSB,3
UGT2B15,KL,3
UGT2B15,UGDH,3
UGT2B17,GUSB,3
UGT2B17,KL,3
UGT2B17,UGDH,3
UGT2A3,GUSB,3
UGT2A3,KL,3
UGT2A3,UGDH,3
UGDH,UGT2B11,3
UGDH,UGT2A1,3
UGDH,UGT2B28,3
UGDH,UGT1A10,3
UGDH,UGT1A8,3
UGDH,UGT1A7,3
UGDH,UGT1A6,3
UGDH,UGT1A5,3
UGDH,UGT1A9,3
UGDH,UGT1A4,3
UGDH,UGT1A1,3
UGDH,UGT1A3,3
UGDH,UGT2A2,3
UGDH,UGT2B4,3
UGDH,UGT2B7,3
UGDH,UGT2B10,3
UGDH,UGT2B15,3
UGDH,UGT2B17,3
UGDH,UGT2A3,3
SORD,XYLB,3
SORD,AKR1B1,3
SORD,AKR1B15,3
SORD,AKR1B10,3
SORD,DCXR,3
AKR1A1,CRYL1,3
