from,to,weight
TAT,MAT2B,3
TAT,MAT1A,3
TAT,MAT2A,3
ADI1,TAT,3
ADI1,IL4I1,3
APIP,ENOPH1,3
MRI1,APIP,3
LACC1,MRI1,3
MTAP,MRI1,3
SRM,LACC1,3
SRM,MTAP,3
AMD1,SRM,3
AMD1,SMS,3
CTH,KYAT3,3
CTH,KYAT1,3
CTH,GOT1L1,3
CTH,GOT1,3
CTH,GOT2,3
CTH,CDO1,3
CTH,BCAT1,3
CTH,BCAT2,3
CTH,AGXT2,3
CBS,CTH,3
CBS,KYAT3,3
CBS,KYAT1,3
CBS,CTH,3
CBS,KYAT3,3
CBS,KYAT1,3
MTR,MAT2B,3
MTR,MAT1A,3
MTR,MAT2A,3
KYAT3,CTH,3
KYAT3,CBS,3
KYAT3,CBS,3
KYAT3,MTR,3
KYAT3,BHMT,3
KYAT3,BHMT2,3
KYAT3,GOT1L1,3
KYAT3,GOT1,3
KYAT3,GOT2,3
KYAT3,CDO1,3
KYAT1,CTH,3
KYAT1,CBS,3
KYAT1,CBS,3
KYAT1,MTR,3
KYAT1,BHMT,3
KYAT1,BHMT2,3
KYAT1,GOT1L1,3
KYAT1,GOT1,3
KYAT1,GOT2,3
KYAT1,CDO1,3
BHMT,MAT2B,3
BHMT,MAT1A,3
BHMT,MAT2A,3
MAT2B,AMD1,3
MAT2B,DNMT1,3
MAT2B,DNMT3A,3
MAT2B,DNMT3B,3
MAT2B,GNMT,3
MAT1A,AMD1,3
MAT1A,DNMT1,3
MAT1A,DNMT3A,3
MAT1A,DNMT3B,3
MAT1A,GNMT,3
MAT2A,AMD1,3
MAT2A,DNMT1,3
MAT2A,DNMT3A,3
MAT2A,DNMT3B,3
MAT2A,GNMT,3
AHCYL1,CBS,3
AHCYL1,CBS,3
AHCYL1,MTR,3
AHCYL1,BHMT,3
AHCYL1,BHMT2,3
AHCY,CBS,3
AHCY,CBS,3
AHCY,MTR,3
AHCY,BHMT,3
AHCY,BHMT2,3
AHCYL2,CBS,3
AHCYL2,CBS,3
AHCYL2,MTR,3
AHCYL2,BHMT,3
AHCYL2,BHMT2,3
DNMT1,AHCYL1,3
DNMT1,AHCY,3
DNMT1,AHCYL2,3
DNMT3A,AHCYL1,3
DNMT3A,AHCY,3
DNMT3A,AHCYL2,3
DNMT3B,AHCYL1,3
DNMT3B,AHCY,3
DNMT3B,AHCYL2,3
IL4I1,MAT2B,3
IL4I1,MAT1A,3
IL4I1,MAT2A,3
BHMT2,MAT2B,3
BHMT2,MAT1A,3
BHMT2,MAT2A,3
ENOPH1,ADI1,3
GOT1L1,CTH,3
GOT1L1,KYAT3,3
GOT1L1,KYAT1,3
GOT1L1,CDO1,3
GOT1L1,MPST,3
GOT1L1,TST,3
GOT1L1,LDHAL6A,3
GOT1L1,LDHA,3
GOT1L1,LDHB,3
GOT1L1,LDHC,3
GOT1L1,LDHAL6B,3
GOT1L1,MDH1,3
GOT1L1,MDH2,3
GOT1,CTH,3
GOT1,KYAT3,3
GOT1,KYAT1,3
GOT1,CDO1,3
GOT1,MPST,3
GOT1,TST,3
GOT1,LDHAL6A,3
GOT1,LDHA,3
GOT1,LDHB,3
GOT1,LDHC,3
GOT1,LDHAL6B,3
GOT1,MDH1,3
GOT1,MDH2,3
GOT2,CTH,3
GOT2,KYAT3,3
GOT2,KYAT1,3
GOT2,CDO1,3
GOT2,MPST,3
GOT2,TST,3
GOT2,LDHAL6A,3
GOT2,LDHA,3
GOT2,LDHB,3
GOT2,LDHC,3
GOT2,LDHAL6B,3
GOT2,MDH1,3
GOT2,MDH2,3
CDO1,GOT1L1,3
CDO1,GOT1,3
CDO1,GOT2,3
MPST,CTH,3
MPST,KYAT3,3
MPST,KYAT1,3
TST,CTH,3
TST,KYAT3,3
TST,KYAT1,3
SMS,LACC1,3
SMS,MTAP,3
MDH1,GOT1L1,3
MDH1,GOT1,3
MDH1,GOT2,3
MDH2,GOT1L1,3
MDH2,GOT1,3
MDH2,GOT2,3
BCAT1,CTH,3
BCAT1,AGXT2,3
BCAT1,GCLC,3
BCAT1,GCLM,3
BCAT2,CTH,3
BCAT2,AGXT2,3
BCAT2,GCLC,3
BCAT2,GCLM,3
AGXT2,CTH,3
AGXT2,BCAT1,3
AGXT2,BCAT2,3
AGXT2,GCLC,3
AGXT2,GCLM,3
GCLC,GSS,3
GCLM,GSS,3
PHGDH,PSAT1,3
PSAT1,PHGDH,3
GNMT,AHCYL1,3
GNMT,AHCY,3
GNMT,AHCYL2,3
