from,to,value
CHUK,NFKBIA,1
IKBKB,NFKBIA,1
IKBKG,NFKBIA,1
CHUK,NFKBIB,1
IKBKB,NFKBIB,1
IKBKG,NFKBIB,1
CHUK,NFKBIE,1
IKBKB,NFKBIE,1
IKBKG,NFKBIE,1
PLCG1,PRKCQ,3
PPP3CA,NFATC1,1
PPP3CB,NFATC1,1
PPP3CC,NFATC1,1
PPP3R1,NFATC1,1
PPP3R2,NFATC1,1
PPP3CA,NFATC2,1
PPP3CB,NFATC2,1
PPP3CC,NFATC2,1
PPP3R1,NFATC2,1
PPP3R2,NFATC2,1
PPP3CA,NFATC3,1
PPP3CB,NFATC3,1
PPP3CC,NFATC3,1
PPP3R1,NFATC3,1
PPP3R2,NFATC3,1
LCK,ZAP70,1
CD3E,ZAP70,3
CD3G,ZAP70,3
CD3D,ZAP70,3
CD247,ZAP70,3
LAT,MAPK1,1
LAT,MAPK3,1
LAT,MAPK14,1
IL1R1,MAPK14,1
IL1RAP,MAPK14,1
LAT,MAPK11,1
IL1R1,MAPK11,1
IL1RAP,MAPK11,1
LAT,MAPK13,1
IL1R1,MAPK13,1
IL1RAP,MAPK13,1
LAT,MAPK12,1
IL1R1,MAPK12,1
IL1RAP,MAPK12,1
LAT,MAPK8,1
LAT,MAPK9,1
LAT,MAPK10,1
MAPK14,JUN,1
MAPK11,JUN,1
MAPK13,JUN,1
MAPK12,JUN,1
MAPK8,JUN,1
MAPK9,JUN,1
MAPK10,JUN,1
ZAP70,LAT,1
MAPK1,FOS,1
MAPK3,FOS,1
LAT,PLCG1,1
LCK,CD4,3
CD4,LCK,3
IFNG,IFNGR1,1
IFNG,IFNGR2,1
IFNGR1,STAT1,1
IFNGR2,STAT1,1
IL27RA,STAT1,1
IL4,IL2RG,1
IL2,IL2RG,1
IL21,IL2RG,1
IL4,IL4R,1
IL2RG,STAT6,1
IL4R,STAT6,1
IL2,IL2RA,1
IL2,IL2RB,1
IL2RG,STAT5A,1
IL2RA,STAT5A,1
IL2RB,STAT5A,1
IL2RG,STAT5B,1
IL2RA,STAT5B,1
IL2RB,STAT5B,1
IL1B,IL1R1,1
IL1B,IL1RAP,1
IL21,IL21R,1
IL6,IL6R,1
IL6,IL6ST,1
STAT3,IL23R,1
SMAD2,IL23R,1
SMAD3,IL23R,1
SMAD4,IL23R,1
IL23A,IL23R,1
STAT3,IL12RB1,1
SMAD2,IL12RB1,1
SMAD3,IL12RB1,1
SMAD4,IL12RB1,1
IL23A,IL12RB1,1
IL2RG,STAT3,1
IL21R,STAT3,1
IL6R,STAT3,1
IL6ST,STAT3,1
IL23R,STAT3,1
IL12RB1,STAT3,1
IL1R1,MTOR,1
IL1RAP,MTOR,1
TGFB1,TGFBR1,1
TGFB1,TGFBR2,1
NFATC1,IL21,1
NFATC2,IL21,1
NFATC3,IL21,1
STAT3,IL21,1
RORC,IL21,1
RORA,IL21,1
HSP90AA1,IL21,1
HSP90AB1,IL21,1
AHR,IL21,1
NFATC1,IL17A,1
NFATC2,IL17A,1
NFATC3,IL17A,1
STAT3,IL17A,1
RORC,IL17A,1
RORA,IL17A,1
HSP90AA1,IL17A,1
HSP90AB1,IL17A,1
AHR,IL17A,1
NFATC1,IL17F,1
NFATC2,IL17F,1
NFATC3,IL17F,1
STAT3,IL17F,1
RORC,IL17F,1
RORA,IL17F,1
HSP90AA1,IL17F,1
HSP90AB1,IL17F,1
AHR,IL17F,1
NFATC1,IL22,1
NFATC2,IL22,1
NFATC3,IL22,1
STAT3,IL22,1
RORC,IL22,1
RORA,IL22,1
HSP90AA1,IL22,1
HSP90AB1,IL22,1
AHR,IL22,1
MAPK14,RORC,1
MAPK11,RORC,1
MAPK13,RORC,1
MAPK12,RORC,1
STAT3,RORC,1
MTOR,RORC,1
RUNX1,RORC,1
GATA3,RORC,2
FOXP3,RORC,2
SMAD2,RORC,1
SMAD3,RORC,1
SMAD4,RORC,1
MAPK14,RORA,1
MAPK11,RORA,1
MAPK13,RORA,1
MAPK12,RORA,1
STAT3,RORA,1
MTOR,RORA,1
SMAD2,RORA,1
SMAD3,RORA,1
SMAD4,RORA,1
MAPK14,IRF4,1
MAPK11,IRF4,1
MAPK13,IRF4,1
MAPK12,IRF4,1
MTOR,IRF4,1
STAT1,TBX21,1
TBX21,RUNX1,2
FOXP3,RUNX1,3
STAT6,GATA3,1
STAT5A,FOXP3,1
STAT5B,FOXP3,1
RUNX1,FOXP3,3
RARA,FOXP3,1
RXRA,FOXP3,1
RXRB,FOXP3,1
RXRG,FOXP3,1
SMAD2,FOXP3,1
SMAD3,FOXP3,1
SMAD4,FOXP3,1
TGFBR1,SMAD2,1
TGFBR2,SMAD2,1
TGFBR1,SMAD3,1
TGFBR2,SMAD3,1
TGFBR1,SMAD4,1
TGFBR2,SMAD4,1
EBI3,IL27RA,1
IL27,IL27RA,1
ZAP70,CD3E,3
ZAP70,CD3G,3
ZAP70,CD3D,3
ZAP70,CD247,3
STAT3,HIF1A,1
IFNG,JAK1,1
IL4,JAK1,1
IL2,JAK1,1
IL21,JAK1,1
EBI3,JAK1,1
IL27,JAK1,1
IL6,JAK1,1
IL4,JAK3,1
IL2,JAK3,1
IL21,JAK3,1
IFNG,JAK2,1
EBI3,JAK2,1
IL27,JAK2,1
IL6,JAK2,1
IL23A,JAK2,1
EBI3,TYK2,1
IL27,TYK2,1
IL23A,TYK2,1
