from,to,value
NMNAT2,NUDT13,3
NMNAT3,NUDT13,3
NMNAT1,NUDT13,3
NADSYN1,NUDT13,3
NNT,NUDT13,3
NMNAT2,NUDT12,3
NMNAT3,NUDT12,3
NMNAT1,NUDT12,3
NADSYN1,NUDT12,3
NNT,NUDT12,3
NMNAT2,ENPP1,3
NMNAT3,ENPP1,3
NMNAT1,ENPP1,3
NADSYN1,ENPP1,3
NNT,ENPP1,3
NMNAT2,ENPP3,3
NMNAT3,ENPP3,3
NMNAT1,ENPP3,3
NADSYN1,ENPP3,3
NNT,ENPP3,3
PNP,NMRK2,3
NT5C1B-RDH14,NMRK2,3
NT5C2,NMRK2,3
NT5DC4,NMRK2,3
NT5C,NMRK2,3
NT5E,NMRK2,3
NT5M,NMRK2,3
NT5C1A,NMRK2,3
NT5C1B,NMRK2,3
PNP,NMRK1,3
NT5C1B-RDH14,NMRK1,3
NT5C2,NMRK1,3
NT5DC4,NMRK1,3
NT5C,NMRK1,3
NT5E,NMRK1,3
NT5M,NMRK1,3
NT5C1A,NMRK1,3
NT5C1B,NMRK1,3
NAPRT,PNP,3
NAMPT,PNP,3
23098,PNP,3
BST1,PNP,3
CD38,PNP,3
SIRT2,PNP,3
SIRT5,PNP,3
SIRT4,PNP,3
SIRT3,PNP,3
SIRT1,PNP,3
SIRT7,PNP,3
SIRT6,PNP,3
NT5C1B-RDH14,PNP,3
NT5C2,PNP,3
NT5DC4,PNP,3
NT5C,PNP,3
NT5E,PNP,3
NT5M,PNP,3
NT5C1A,PNP,3
NT5C1B,PNP,3
NUDT13,NMNAT2,3
NUDT12,NMNAT2,3
QPRT,NMNAT2,3
ENPP1,NMNAT2,3
ENPP3,NMNAT2,3
NMRK2,NMNAT2,3
NMRK1,NMNAT2,3
NMNAT3,NMNAT2,3
NMNAT1,NMNAT2,3
NADSYN1,NMNAT2,3
NAPRT,NMNAT2,3
NAMPT,NMNAT2,3
NNT,NMNAT2,3
NUDT13,NMNAT3,3
NUDT12,NMNAT3,3
QPRT,NMNAT3,3
ENPP1,NMNAT3,3
ENPP3,NMNAT3,3
NMRK2,NMNAT3,3
NMRK1,NMNAT3,3
NMNAT2,NMNAT3,3
NMNAT1,NMNAT3,3
NADSYN1,NMNAT3,3
NAPRT,NMNAT3,3
NAMPT,NMNAT3,3
NNT,NMNAT3,3
NUDT13,NMNAT1,3
NUDT12,NMNAT1,3
QPRT,NMNAT1,3
ENPP1,NMNAT1,3
ENPP3,NMNAT1,3
NMRK2,NMNAT1,3
NMRK1,NMNAT1,3
NMNAT2,NMNAT1,3
NMNAT3,NMNAT1,3
NADSYN1,NMNAT1,3
NAPRT,NMNAT1,3
NAMPT,NMNAT1,3
NNT,NMNAT1,3
NMNAT2,NADSYN1,3
NMNAT3,NADSYN1,3
NMNAT1,NADSYN1,3
NUDT13,NAPRT,3
NUDT12,NAPRT,3
QPRT,NAPRT,3
ENPP1,NAPRT,3
ENPP3,NAPRT,3
NMRK2,NAPRT,3
NMRK1,NAPRT,3
PNP,NAPRT,3
NMNAT2,NAPRT,3
NMNAT3,NAPRT,3
NMNAT1,NAPRT,3
NUDT13,NAMPT,3
NUDT12,NAMPT,3
ENPP1,NAMPT,3
ENPP3,NAMPT,3
NMRK2,NAMPT,3
NMRK1,NAMPT,3
PNP,NAMPT,3
NMNAT2,NAMPT,3
NMNAT3,NAMPT,3
NMNAT1,NAMPT,3
23098,NAMPT,3
BST1,NAMPT,3
CD38,NAMPT,3
SIRT2,NAMPT,3
SIRT5,NAMPT,3
SIRT4,NAMPT,3
SIRT3,NAMPT,3
SIRT1,NAMPT,3
SIRT7,NAMPT,3
SIRT6,NAMPT,3
NMNAT2,23098,3
NMNAT3,23098,3
NMNAT1,23098,3
NADSYN1,23098,3
NNT,23098,3
NMNAT2,BST1,3
NMNAT3,BST1,3
NMNAT1,BST1,3
NADSYN1,BST1,3
NADK2,BST1,3
NADK,BST1,3
NNT,BST1,3
NMNAT2,CD38,3
NMNAT3,CD38,3
NMNAT1,CD38,3
NADSYN1,CD38,3
NADK2,CD38,3
NADK,CD38,3
NNT,CD38,3
PNP,NNMT,3
NAMPT,NNMT,3
23098,NNMT,3
BST1,NNMT,3
CD38,NNMT,3
SIRT2,NNMT,3
SIRT5,NNMT,3
SIRT4,NNMT,3
SIRT3,NNMT,3
SIRT1,NNMT,3
SIRT7,NNMT,3
SIRT6,NNMT,3
NMNAT2,NADK2,3
NMNAT3,NADK2,3
NMNAT1,NADK2,3
NADSYN1,NADK2,3
NNT,NADK2,3
NMNAT2,NADK,3
NMNAT3,NADK,3
NMNAT1,NADK,3
NADSYN1,NADK,3
NNT,NADK,3
NMNAT2,NNT,3
NMNAT3,NNT,3
NMNAT1,NNT,3
NADSYN1,NNT,3
NADK2,NNT,3
NADK,NNT,3
NNMT,AOX1,3
NMNAT2,SIRT2,3
NMNAT3,SIRT2,3
NMNAT1,SIRT2,3
NADSYN1,SIRT2,3
NNT,SIRT2,3
NMNAT2,SIRT5,3
NMNAT3,SIRT5,3
NMNAT1,SIRT5,3
NADSYN1,SIRT5,3
NNT,SIRT5,3
NMNAT2,SIRT4,3
NMNAT3,SIRT4,3
NMNAT1,SIRT4,3
NADSYN1,SIRT4,3
NNT,SIRT4,3
NMNAT2,SIRT3,3
NMNAT3,SIRT3,3
NMNAT1,SIRT3,3
NADSYN1,SIRT3,3
NNT,SIRT3,3
NMNAT2,SIRT1,3
NMNAT3,SIRT1,3
NMNAT1,SIRT1,3
NADSYN1,SIRT1,3
NNT,SIRT1,3
NMNAT2,SIRT7,3
NMNAT3,SIRT7,3
NMNAT1,SIRT7,3
NADSYN1,SIRT7,3
NNT,SIRT7,3
NMNAT2,SIRT6,3
NMNAT3,SIRT6,3
NMNAT1,SIRT6,3
NADSYN1,SIRT6,3
NNT,SIRT6,3
NUDT13,NT5C1B-RDH14,3
NUDT12,NT5C1B-RDH14,3
QPRT,NT5C1B-RDH14,3
ENPP1,NT5C1B-RDH14,3
ENPP3,NT5C1B-RDH14,3
NMRK2,NT5C1B-RDH14,3
NMRK1,NT5C1B-RDH14,3
NMNAT2,NT5C1B-RDH14,3
NMNAT3,NT5C1B-RDH14,3
NMNAT1,NT5C1B-RDH14,3
