from,to,weight
RRM2B,AK6,3
RRM2B,AK7,3
RRM2B,AK8,3
RRM2B,AK1,3
RRM2B,AK2,3
RRM2B,AK4,3
RRM2B,AK9,3
RRM2B,AK5,3
RRM2B,NME6,3
RRM2B,NME7,3
RRM2B,NME1,3
RRM2B,NME2,3
RRM2B,NME3,3
RRM2B,NME4,3
RRM2B,NME1-NME2,3
RRM2B,GUK1,3
RRM1,AK6,3
RRM1,AK7,3
RRM1,AK8,3
RRM1,AK1,3
RRM1,AK2,3
RRM1,AK4,3
RRM1,AK9,3
RRM1,AK5,3
RRM1,NME6,3
RRM1,NME7,3
RRM1,NME1,3
RRM1,NME2,3
RRM1,NME3,3
RRM1,NME4,3
RRM1,NME1-NME2,3
RRM1,GUK1,3
RRM2,AK6,3
RRM2,AK7,3
RRM2,AK8,3
RRM2,AK1,3
RRM2,AK2,3
RRM2,AK4,3
RRM2,AK9,3
RRM2,AK5,3
RRM2,NME6,3
RRM2,NME7,3
RRM2,NME1,3
RRM2,NME2,3
RRM2,NME3,3
RRM2,NME4,3
RRM2,NME1-NME2,3
RRM2,GUK1,3
PRPS1L1,PPAT,3
PRPS1,PPAT,3
PRPS2,PPAT,3
PPAT,GART,3
GART,PAICS,3
GART,PFAS,3
ATIC,ADSS1,3
ATIC,ADSS2,3
ATIC,NT5C1B-RDH14,3
ATIC,NT5C2,3
ATIC,NT5DC4,3
ATIC,NT5C,3
ATIC,NT5E,3
ATIC,NT5M,3
ATIC,NT5C1A,3
ATIC,NT5C1B,3
ATIC,IMPDH1,3
ATIC,IMPDH2,3
ADSL,ATIC,3
ADSL,PAICS,3
ADSL,AK6,3
ADSL,AK7,3
ADSL,AK8,3
ADSL,AK1,3
ADSL,AK2,3
ADSL,AK4,3
ADSL,AK9,3
ADSL,AK5,3
ADSL,AMPD1,3
ADSL,AMPD2,3
ADSL,AMPD3,3
ADSL,NT5C1B-RDH14,3
ADSL,NT5C2,3
ADSL,NT5DC4,3
ADSL,NT5C,3
ADSL,NT5E,3
ADSL,NT5M,3
ADSL,NT5C1A,3
ADSL,NT5C1B,3
ADSL,APRT,3
ADSL,GUK1,3
ADSL,AK3,3
ADSL,ADK,3
PAICS,ADSL,3
PDE10A,NT5C1B-RDH14,3
PDE10A,NT5C2,3
PDE10A,NT5DC4,3
PDE10A,NT5C,3
PDE10A,NT5E,3
PDE10A,NT5M,3
PDE10A,NT5C1A,3
PDE10A,NT5C1B,3
PDE10A,GMPR,3
PDE10A,GMPR2,3
PDE10A,GUK1,3
PDE11A,NT5C1B-RDH14,3
PDE11A,NT5C2,3
PDE11A,NT5DC4,3
PDE11A,NT5C,3
PDE11A,NT5E,3
PDE11A,NT5M,3
PDE11A,NT5C1A,3
PDE11A,NT5C1B,3
PDE11A,GMPR,3
PDE11A,GMPR2,3
PDE11A,GUK1,3
PDE1A,NT5C1B-RDH14,3
PDE1A,NT5C2,3
PDE1A,NT5DC4,3
PDE1A,NT5C,3
PDE1A,NT5E,3
PDE1A,NT5M,3
PDE1A,NT5C1A,3
PDE1A,NT5C1B,3
PDE1A,GMPR,3
PDE1A,GMPR2,3
PDE1A,GUK1,3
PDE1C,NT5C1B-RDH14,3
PDE1C,NT5C2,3
PDE1C,NT5DC4,3
PDE1C,NT5C,3
PDE1C,NT5E,3
PDE1C,NT5M,3
PDE1C,NT5C1A,3
PDE1C,NT5C1B,3
PDE1C,GMPR,3
PDE1C,GMPR2,3
PDE1C,GUK1,3
PDE2A,NT5C1B-RDH14,3
PDE2A,NT5C2,3
PDE2A,NT5DC4,3
PDE2A,NT5C,3
PDE2A,NT5E,3
PDE2A,NT5M,3
PDE2A,NT5C1A,3
PDE2A,NT5C1B,3
PDE2A,GMPR,3
PDE2A,GMPR2,3
PDE2A,GUK1,3
PDE3A,NT5C1B-RDH14,3
PDE3A,NT5C2,3
PDE3A,NT5DC4,3
PDE3A,NT5C,3
PDE3A,NT5E,3
PDE3A,NT5M,3
PDE3A,NT5C1A,3
PDE3A,NT5C1B,3
PDE3A,GMPR,3
PDE3A,GMPR2,3
PDE3A,GUK1,3
PDE3B,NT5C1B-RDH14,3
PDE3B,NT5C2,3
PDE3B,NT5DC4,3
PDE3B,NT5C,3
PDE3B,NT5E,3
PDE3B,NT5M,3
PDE3B,NT5C1A,3
PDE3B,NT5C1B,3
PDE3B,GMPR,3
PDE3B,GMPR2,3
PDE3B,GUK1,3
PDE1B,NT5C1B-RDH14,3
PDE1B,NT5C2,3
PDE1B,NT5DC4,3
PDE1B,NT5C,3
PDE1B,NT5E,3
PDE1B,NT5M,3
PDE1B,NT5C1A,3
PDE1B,NT5C1B,3
PDE1B,GMPR,3
PDE1B,GMPR2,3
PDE1B,GUK1,3
ADCY1,PDE10A,3
ADCY1,PDE11A,3
ADCY1,PDE1A,3
ADCY1,PDE1C,3
ADCY1,PDE2A,3
ADCY1,PDE3A,3
ADCY1,PDE3B,3
ADCY1,PDE1B,3
ADCY1,PDE6A,3
ADCY1,PDE6C,3
ADCY1,PDE6D,3
ADCY1,PDE6G,3
ADCY1,PDE6H,3
ADCY1,PDE9A,3
ADCY1,PDE6B,3
ADCY1,PDE5A,3
ADCY2,PDE10A,3
ADCY2,PDE11A,3
ADCY2,PDE1A,3
ADCY2,PDE1C,3
ADCY2,PDE2A,3
ADCY2,PDE3A,3
ADCY2,PDE3B,3
ADCY2,PDE1B,3
ADCY2,PDE6A,3
ADCY2,PDE6C,3
ADCY2,PDE6D,3
ADCY2,PDE6G,3
ADCY2,PDE6H,3
ADCY2,PDE9A,3
ADCY2,PDE6B,3
ADCY2,PDE5A,3
ADCY3,PDE10A,3
ADCY3,PDE11A,3
ADCY3,PDE1A,3
ADCY3,PDE1C,3
ADCY3,PDE2A,3
ADCY3,PDE3A,3
ADCY3,PDE3B,3
ADCY3,PDE1B,3
