from,to,value
VDR,TRPV5,1
RAB11A,TRPV5,3
KL,TRPV5,1
PRKCA,TRPV5,1
PRKCB,TRPV5,1
PRKCG,TRPV5,1
ESR1,TRPV5,1
PRKACA,TRPV5,1
PRKACB,TRPV5,1
PRKACG,TRPV5,1
PTH,PTH1R,1
VDR,SLC8A2,1
ESR1,SLC8A2,1
ATP1B4,SLC8A2,1
ATP1A1,SLC8A2,1
ATP1A2,SLC8A2,1
ATP1A3,SLC8A2,1
ATP1A4,SLC8A2,1
ATP1B1,SLC8A2,1
ATP1B2,SLC8A2,1
ATP1B3,SLC8A2,1
FXYD2,SLC8A2,1
VDR,SLC8A1,1
ESR1,SLC8A1,1
ATP1B4,SLC8A1,1
ATP1A1,SLC8A1,1
ATP1A2,SLC8A1,1
ATP1A3,SLC8A1,1
ATP1A4,SLC8A1,1
ATP1B1,SLC8A1,1
ATP1B2,SLC8A1,1
ATP1B3,SLC8A1,1
FXYD2,SLC8A1,1
VDR,SLC8A3,1
ESR1,SLC8A3,1
ATP1B4,SLC8A3,1
ATP1A1,SLC8A3,1
ATP1A2,SLC8A3,1
ATP1A3,SLC8A3,1
ATP1A4,SLC8A3,1
ATP1B1,SLC8A3,1
ATP1B2,SLC8A3,1
ATP1B3,SLC8A3,1
FXYD2,SLC8A3,1
ESR1,ATP2B1,1
ESR1,ATP2B2,1
ESR1,ATP2B3,1
ESR1,ATP2B4,1
VDR,CALB1,1
ESR1,CALB1,1
KLK1,BDKRB2,1
KLK2,BDKRB2,1
TRPV5,RAB11A,3
PLCB1,PRKCA,3
PLCB2,PRKCA,3
PLCB3,PRKCA,3
PLCB4,PRKCA,3
PLCB1,PRKCB,3
PLCB2,PRKCB,3
PLCB3,PRKCB,3
PLCB4,PRKCB,3
PLCB1,PRKCG,3
PLCB2,PRKCG,3
PLCB3,PRKCG,3
PLCB4,PRKCG,3
BDKRB2,GNAQ,1
GNAQ,PLCB1,1
GNAQ,PLCB2,1
GNAQ,PLCB3,1
GNAQ,PLCB4,1
ADCY6,PRKACA,3
ADCY9,PRKACA,3
ADCY6,PRKACB,3
ADCY9,PRKACB,3
ADCY6,PRKACG,3
ADCY9,PRKACG,3
GNAS,ADCY6,1
GNAS,ADCY9,1
PTH1R,GNAS,1
KL,ATP1B4,1
KL,ATP1A1,1
KL,ATP1A2,1
KL,ATP1A3,1
KL,ATP1A4,1
KL,ATP1B1,1
KL,ATP1B2,1
KL,ATP1B3,1
KL,FXYD2,1
