from,to,value
SRC,FCGR2A,1
SYK,FCGR2A,3
IGH,FCGR2A,3
SRC,FCGR1A,1
IGH,FCGR1A,3
FCGR2A,SYK,3
ITGAM,SYK,3
ITGB2,SYK,3
FCGR3A,SYK,1
FCGR3B,SYK,1
C5AR1,SYK,3
CR1,SYK,3
CR1L,SYK,3
CLEC7A,SYK,3
ITGAL,SYK,3
FCGR2A,IGH,3
FCGR1A,IGH,3
SYK,PIK3CA,1
FPR1,PIK3CA,1
FPR2,PIK3CA,1
FPR3,PIK3CA,1
SYK,PIK3CB,1
FPR1,PIK3CB,1
FPR2,PIK3CB,1
FPR3,PIK3CB,1
SYK,PIK3CD,1
FPR1,PIK3CD,1
FPR2,PIK3CD,1
FPR3,PIK3CD,1
SYK,PIK3R1,1
FPR1,PIK3R1,1
FPR2,PIK3R1,1
FPR3,PIK3R1,1
SYK,PIK3R2,1
FPR1,PIK3R2,1
FPR2,PIK3R2,1
FPR3,PIK3R2,1
SYK,PIK3R3,1
FPR1,PIK3R3,1
FPR2,PIK3R3,1
FPR3,PIK3R3,1
SYK,PLCB1,1
FPR1,PLCB1,1
FPR2,PLCB1,1
FPR3,PLCB1,1
SYK,PLCB2,1
FPR1,PLCB2,1
FPR2,PLCB2,1
FPR3,PLCB2,1
SYK,PLCB3,1
FPR1,PLCB3,1
FPR2,PLCB3,1
FPR3,PLCB3,1
SYK,PLCB4,1
FPR1,PLCB4,1
FPR2,PLCB4,1
FPR3,PLCB4,1
SYK,PLCG1,1
FPR1,PLCG1,1
FPR2,PLCG1,1
FPR3,PLCG1,1
SYK,PLCG2,1
FPR1,PLCG2,1
FPR2,PLCG2,1
FPR3,PLCG2,1
PLCB1,PRKCA,3
PLCB2,PRKCA,3
PLCB3,PRKCA,3
PLCB4,PRKCA,3
PLCG1,PRKCA,3
PLCG2,PRKCA,3
PLCB1,PRKCB,3
PLCB2,PRKCB,3
PLCB3,PRKCB,3
PLCB4,PRKCB,3
PLCG1,PRKCB,3
PLCG2,PRKCB,3
PLCB1,PRKCG,3
PLCB2,PRKCG,3
PLCB3,PRKCG,3
PLCB4,PRKCG,3
PLCG1,PRKCG,3
PLCG2,PRKCG,3
RAF1,MAP2K1,1
MAP3K7,MAP2K1,1
RAF1,MAP2K2,1
MAP3K7,MAP2K2,1
SYK,MAPK1,1
MAP2K1,MAPK1,1
MAP2K2,MAPK1,1
TLR2,MAPK1,1
SYK,MAPK3,1
MAP2K1,MAPK3,1
MAP2K2,MAPK3,1
TLR2,MAPK3,1
PIK3CA,AKT3,3
PIK3CB,AKT3,3
PIK3CD,AKT3,3
PIK3R1,AKT3,3
PIK3R2,AKT3,3
PIK3R3,AKT3,3
PIK3CA,AKT1,3
PIK3CB,AKT1,3
PIK3CD,AKT1,3
PIK3R1,AKT1,3
PIK3R2,AKT1,3
