from,to,value
PPP3CA,NFATC1,3
PPP3CB,NFATC1,3
PPP3CC,NFATC1,3
PPP3R1,NFATC1,3
PPP3R2,NFATC1,3
PPP3CA,NFATC2,3
PPP3CB,NFATC2,3
PPP3CC,NFATC2,3
PPP3R1,NFATC2,3
PPP3R2,NFATC2,3
PPP3CA,NFATC3,3
PPP3CB,NFATC3,3
PPP3CC,NFATC3,3
PPP3R1,NFATC3,3
PPP3R2,NFATC3,3
PPP3CA,NFATC4,3
PPP3CB,NFATC4,3
PPP3CC,NFATC4,3
PPP3R1,NFATC4,3
PPP3R2,NFATC4,3
PPP3CA,PRKCA,3
PPP3CB,PRKCA,3
PPP3CC,PRKCA,3
PPP3R1,PRKCA,3
PPP3R2,PRKCA,3
CAMK2A,PRKCA,3
CAMK2B,PRKCA,3
CAMK2D,PRKCA,3
CAMK2G,PRKCA,3
PLCB1,PRKCA,3
PLCB2,PRKCA,3
PLCB3,PRKCA,3
PLCB4,PRKCA,3
PPP3CA,PRKCB,3
PPP3CB,PRKCB,3
PPP3CC,PRKCB,3
PPP3R1,PRKCB,3
PPP3R2,PRKCB,3
CAMK2A,PRKCB,3
CAMK2B,PRKCB,3
CAMK2D,PRKCB,3
CAMK2G,PRKCB,3
PLCB1,PRKCB,3
PLCB2,PRKCB,3
PLCB3,PRKCB,3
PLCB4,PRKCB,3
PPP3CA,PRKCG,3
PPP3CB,PRKCG,3
PPP3CC,PRKCG,3
PPP3R1,PRKCG,3
PPP3R2,PRKCG,3
CAMK2A,PRKCG,3
CAMK2B,PRKCG,3
CAMK2D,PRKCG,3
CAMK2G,PRKCG,3
PLCB1,PRKCG,3
PLCB2,PRKCG,3
PLCB3,PRKCG,3
PLCB4,PRKCG,3
PRKCA,PPP3CA,3
PRKCB,PPP3CA,3
PRKCG,PPP3CA,3
CAMK2A,PPP3CA,3
CAMK2B,PPP3CA,3
CAMK2D,PPP3CA,3
CAMK2G,PPP3CA,3
PLCB1,PPP3CA,3
PLCB2,PPP3CA,3
PLCB3,PPP3CA,3
PLCB4,PPP3CA,3
PRKCA,PPP3CB,3
PRKCB,PPP3CB,3
PRKCG,PPP3CB,3
CAMK2A,PPP3CB,3
CAMK2B,PPP3CB,3
CAMK2D,PPP3CB,3
CAMK2G,PPP3CB,3
PLCB1,PPP3CB,3
PLCB2,PPP3CB,3
PLCB3,PPP3CB,3
PLCB4,PPP3CB,3
PRKCA,PPP3CC,3
PRKCB,PPP3CC,3
PRKCG,PPP3CC,3
CAMK2A,PPP3CC,3
CAMK2B,PPP3CC,3
CAMK2D,PPP3CC,3
CAMK2G,PPP3CC,3
PLCB1,PPP3CC,3
PLCB2,PPP3CC,3
PLCB3,PPP3CC,3
PLCB4,PPP3CC,3
PRKCA,PPP3R1,3
PRKCB,PPP3R1,3
PRKCG,PPP3R1,3
CAMK2A,PPP3R1,3
CAMK2B,PPP3R1,3
CAMK2D,PPP3R1,3
CAMK2G,PPP3R1,3
PLCB1,PPP3R1,3
PLCB2,PPP3R1,3
PLCB3,PPP3R1,3
PLCB4,PPP3R1,3
PRKCA,PPP3R2,3
PRKCB,PPP3R2,3
PRKCG,PPP3R2,3
CAMK2A,PPP3R2,3
CAMK2B,PPP3R2,3
CAMK2D,PPP3R2,3
CAMK2G,PPP3R2,3
PLCB1,PPP3R2,3
PLCB2,PPP3R2,3
PLCB3,PPP3R2,3
PLCB4,PPP3R2,3
PRKCA,CAMK2A,3
PRKCB,CAMK2A,3
PRKCG,CAMK2A,3
PPP3CA,CAMK2A,3
PPP3CB,CAMK2A,3
PPP3CC,CAMK2A,3
PPP3R1,CAMK2A,3
PPP3R2,CAMK2A,3
PLCB1,CAMK2A,3
PLCB2,CAMK2A,3
PLCB3,CAMK2A,3
PLCB4,CAMK2A,3
PRKCA,CAMK2B,3
PRKCB,CAMK2B,3
PRKCG,CAMK2B,3
PPP3CA,CAMK2B,3
PPP3CB,CAMK2B,3
PPP3CC,CAMK2B,3
PPP3R1,CAMK2B,3
PPP3R2,CAMK2B,3
PLCB1,CAMK2B,3
PLCB2,CAMK2B,3
PLCB3,CAMK2B,3
PLCB4,CAMK2B,3
PRKCA,CAMK2D,3
PRKCB,CAMK2D,3
PRKCG,CAMK2D,3
PPP3CA,CAMK2D,3
PPP3CB,CAMK2D,3
PPP3CC,CAMK2D,3
PPP3R1,CAMK2D,3
PPP3R2,CAMK2D,3
PLCB1,CAMK2D,3
PLCB2,CAMK2D,3
PLCB3,CAMK2D,3
PLCB4,CAMK2D,3
PRKCA,CAMK2G,3
PRKCB,CAMK2G,3
PRKCG,CAMK2G,3
PPP3CA,CAMK2G,3
PPP3CB,CAMK2G,3
PPP3CC,CAMK2G,3
PPP3R1,CAMK2G,3
PPP3R2,CAMK2G,3
PLCB1,CAMK2G,3
PLCB2,CAMK2G,3
PLCB3,CAMK2G,3
PLCB4,CAMK2G,3
PRKCA,PLCB1,3
PRKCB,PLCB1,3
PRKCG,PLCB1,3
PPP3CA,PLCB1,3
PPP3CB,PLCB1,3
PPP3CC,PLCB1,3
PPP3R1,PLCB1,3
PPP3R2,PLCB1,3
