from,to,value
PDPK1,AKT3,1
PIK3CA,AKT3,3
PIK3CB,AKT3,3
PIK3CD,AKT3,3
PIK3R1,AKT3,3
PIK3R2,AKT3,3
PIK3R3,AKT3,3
PDPK1,AKT1,1
PIK3CA,AKT1,3
PIK3CB,AKT1,3
PIK3CD,AKT1,3
PIK3R1,AKT1,3
PIK3R2,AKT1,3
PIK3R3,AKT1,3
PDPK1,AKT2,1
PIK3CA,AKT2,3
PIK3CB,AKT2,3
PIK3CD,AKT2,3
PIK3R1,AKT2,3
PIK3R2,AKT2,3
PIK3R3,AKT2,3
PIK3CA,PDPK1,3
PIK3CB,PDPK1,3
PIK3CD,PDPK1,3
PIK3R1,PDPK1,3
PIK3R2,PDPK1,3
PIK3R3,PDPK1,3
VLDLR,PIK3CA,1
VLDLR,PIK3CB,1
VLDLR,PIK3CD,1
VLDLR,PIK3R1,1
VLDLR,PIK3R2,1
VLDLR,PIK3R3,1
AKT3,GSK3B,2
AKT1,GSK3B,2
AKT2,GSK3B,2
ARHGEF1,OLR1,3
NFKB1,OLR1,1
RELA,OLR1,1
POU2F3,OLR1,1
POU2F1,OLR1,1
POU2F2,OLR1,1
PIK3CA,PLCB1,3
PIK3CB,PLCB1,3
PIK3CD,PLCB1,3
PIK3R1,PLCB1,3
PIK3R2,PLCB1,3
PIK3R3,PLCB1,3
PIK3CA,PLCB2,3
PIK3CB,PLCB2,3
PIK3CD,PLCB2,3
PIK3R1,PLCB2,3
PIK3R2,PLCB2,3
PIK3R3,PLCB2,3
PIK3CA,PLCB3,3
PIK3CB,PLCB3,3
PIK3CD,PLCB3,3
PIK3R1,PLCB3,3
PIK3R2,PLCB3,3
PIK3R3,PLCB3,3
PIK3CA,PLCB4,3
PIK3CB,PLCB4,3
PIK3CD,PLCB4,3
PIK3R1,PLCB4,3
PIK3R2,PLCB4,3
PIK3R3,PLCB4,3
PIK3CA,PLCG1,3
PIK3CB,PLCG1,3
PIK3CD,PLCG1,3
PIK3R1,PLCG1,3
PIK3R2,PLCG1,3
PIK3R3,PLCG1,3
SRC,HRAS,1
SRC,KRAS,1
SRC,NRAS,1
HRAS,MAPK1,1
KRAS,MAPK1,1
NRAS,MAPK1,1
TLR4,MAPK1,1
TLR6,MAPK1,1
TLR2,MAPK1,1
HRAS,MAPK3,1
KRAS,MAPK3,1
NRAS,MAPK3,1
TLR4,MAPK3,1
TLR6,MAPK3,1
TLR2,MAPK3,1
OLR1,ARHGEF1,3
OLR1,ROCK2,1
RHOA,ROCK2,1
ARHGEF1,MMP1,1
NFKB1,MMP1,1
RELA,MMP1,1
ARHGEF1,RHOA,1
MMP1,RHOA,1
AKT3,BAD,2
AKT1,BAD,2
AKT2,BAD,2
AKT3,BCL2L1,1
AKT1,BCL2L1,1
AKT2,BCL2L1,1
AKT3,BCL2,1
AKT1,BCL2,1
AKT2,BCL2,1
OLR1,BCL2,2
NFKB1,BCL2,2
RELA,BCL2,2
AKT3,BAX,2
AKT1,BAX,2
AKT2,BAX,2
OLR1,BAX,1
BCL2,BAX,2
AKT3,NOS3,1
AKT1,NOS3,1
AKT2,NOS3,1
ROCK2,NOS3,2
NFKB1,NOS3,2
RELA,NOS3,2
AGER,SRC,3
CYBB,SRC,3
NOX1,SRC,3
CYBA,SRC,3
NCF1,SRC,3
NCF2,SRC,3
RAC1,SRC,3
NCF4,SRC,3
OLR1,MAPK8,1
MAP2K7,MAPK8,1
MAP2K4,MAPK8,1
MAP3K5,MAPK8,1
OLR1,MAPK9,1
MAP2K7,MAPK9,1
MAP2K4,MAPK9,1
MAP3K5,MAPK9,1
OLR1,MAPK10,1
MAP2K7,MAPK10,1
MAP2K4,MAPK10,1
MAP3K5,MAPK10,1
MAPK8,FOS,1
MAPK9,FOS,1
MAPK10,FOS,1
MAPK8,JUN,1
MAPK9,JUN,1
MAPK10,JUN,1
MAPK1,NFKB1,1
MAPK3,NFKB1,1
MAP3K7,NFKB1,1
MAPK14,NFKB1,1
MAPK11,NFKB1,1
MAPK13,NFKB1,1
MAPK12,NFKB1,1
NFKBIA,NFKB1,3
CYBA,NFKB1,3
MAPK1,RELA,1
MAPK3,RELA,1
MAP3K7,RELA,1
MAPK14,RELA,1
MAPK11,RELA,1
MAPK13,RELA,1
MAPK12,RELA,1
NFKBIA,RELA,3
CYBA,RELA,3
SRC,JAK2,1
JAK2,STAT3,1
FOS,CCL2,1
JUN,CCL2,1
NFKB1,CCL2,1
RELA,CCL2,1
FOS,ICAM1,1
JUN,ICAM1,1
NFKB1,ICAM1,1
RELA,ICAM1,1
FOS,CXCL8,1
JUN,CXCL8,1
NFKB1,CXCL8,1
RELA,CXCL8,1
NFKB1,IL1B,1
RELA,IL1B,1
CASP1,IL1B,1
NFKB1,IL6,1
RELA,IL6,1
NFKB1,VCAM1,1
RELA,VCAM1,1
TLR4,MYD88,1
TLR6,MYD88,1
TLR2,MYD88,1
MAP3K7,CHUK,1
TAB1,CHUK,1
TAB2,CHUK,1
MAP3K7,IKBKB,1
TAB1,IKBKB,1
TAB2,IKBKB,1
MAP3K7,IKBKG,1
TAB1,IKBKG,1
TAB2,IKBKG,1
TRAF6,MAP3K7,1
TRAF2,MAP3K7,1
HRAS,MAPK14,1
KRAS,MAPK14,1
NRAS,MAPK14,1
MAP2K3,MAPK14,1
MAP2K6,MAPK14,1
HRAS,MAPK11,1
KRAS,MAPK11,1
NRAS,MAPK11,1
MAP2K3,MAPK11,1
MAP2K6,MAPK11,1
HRAS,MAPK13,1
KRAS,MAPK13,1
NRAS,MAPK13,1
MAP2K3,MAPK13,1
MAP2K6,MAPK13,1
HRAS,MAPK12,1
KRAS,MAPK12,1
NRAS,MAPK12,1
MAP2K3,MAPK12,1
MAP2K6,MAPK12,1
MYD88,IRAK1,1
TLR4,TIRAP,1
TLR6,TIRAP,1
TLR2,TIRAP,1
MYD88,TRAF6,1
TRAF6,TAB1,1
TRAF6,TAB2,1
NFKB1,NFKBIA,3
RELA,NFKBIA,3
CHUK,NFKBIA,1
IKBKB,NFKBIA,1
IKBKG,NFKBIA,1
TLR4,LY96,3
CD14,LBP,3
LY96,TLR4,3
CD14,TLR4,1
LBP,CD14,3
MYD88,IRAK4,1
MAP3K7,MAP2K7,1
RAC1,MAP2K7,1
CDC42,MAP2K7,1
MAP3K7,MAP2K4,1
