from,to,value
RBPJL,PTCRA,1
RBPJ,PTCRA,1
RBPJL,HES1,1
RBPJ,HES1,1
RBPJL,HES5,1
RBPJ,HES5,1
HDAC1,RBPJL,2
HDAC2,RBPJL,2
CIR1,RBPJL,2
TLE7,RBPJL,2
TLE1,RBPJL,2
TLE2,RBPJL,2
TLE3,RBPJL,2
TLE4,RBPJL,2
TLE6,RBPJL,2
CTBP1,RBPJL,2
CTBP2,RBPJL,2
NCOR2,RBPJL,2
HES1,RBPJL,2
SNW1,RBPJL,3
CREBBP,RBPJL,1
EP300,RBPJL,1
KAT2A,RBPJL,1
KAT2B,RBPJL,1
MAML3,RBPJL,1
MAML2,RBPJL,1
MAML1,RBPJL,1
NOTCH1,RBPJL,3
NOTCH2,RBPJL,3
NOTCH3,RBPJL,3
NOTCH4,RBPJL,3
ATXN1L,RBPJL,2
ATXN1,RBPJL,2
SPEN,RBPJL,2
NRARP,RBPJL,2
HDAC1,RBPJ,2
HDAC2,RBPJ,2
CIR1,RBPJ,2
TLE7,RBPJ,2
TLE1,RBPJ,2
TLE2,RBPJ,2
TLE3,RBPJ,2
TLE4,RBPJ,2
TLE6,RBPJ,2
CTBP1,RBPJ,2
CTBP2,RBPJ,2
NCOR2,RBPJ,2
HES1,RBPJ,2
SNW1,RBPJ,3
CREBBP,RBPJ,1
EP300,RBPJ,1
KAT2A,RBPJ,1
KAT2B,RBPJ,1
MAML3,RBPJ,1
MAML2,RBPJ,1
MAML1,RBPJ,1
NOTCH1,RBPJ,3
NOTCH2,RBPJ,3
NOTCH3,RBPJ,3
NOTCH4,RBPJ,3
ATXN1L,RBPJ,2
ATXN1,RBPJ,2
SPEN,RBPJ,2
NRARP,RBPJ,2
RBPJL,SNW1,3
RBPJ,SNW1,3
NOTCH1,DTX2,1
NOTCH2,DTX2,1
NOTCH3,DTX2,1
NOTCH4,DTX2,1
NOTCH1,DTX3L,1
NOTCH2,DTX3L,1
NOTCH3,DTX3L,1
NOTCH4,DTX3L,1
NOTCH1,DTX1,1
NOTCH2,DTX1,1
NOTCH3,DTX1,1
NOTCH4,DTX1,1
NOTCH1,DTX3,1
NOTCH2,DTX3,1
NOTCH3,DTX3,1
NOTCH4,DTX3,1
NOTCH1,DTX4,1
NOTCH2,DTX4,1
NOTCH3,DTX4,1
NOTCH4,DTX4,1
NCSTN,NOTCH1,1
APH1A,NOTCH1,1
APH1B,NOTCH1,1
PSEN1,NOTCH1,1
PSEN2,NOTCH1,1
RBPJL,NOTCH1,3
RBPJ,NOTCH1,3
ADAM17,NOTCH1,1
PSENEN,NOTCH1,1
NUMB,NOTCH1,2
NUMBL,NOTCH1,2
JAG1,NOTCH1,3
JAG2,NOTCH1,3
DVL1,NOTCH1,2
DVL2,NOTCH1,2
DVL3,NOTCH1,2
LFNG,NOTCH1,3
MFNG,NOTCH1,3
RFNG,NOTCH1,3
DLL3,NOTCH1,1
DLL1,NOTCH1,1
DLL4,NOTCH1,1
ITCH,NOTCH1,2
NCSTN,NOTCH2,1
APH1A,NOTCH2,1
APH1B,NOTCH2,1
PSEN1,NOTCH2,1
PSEN2,NOTCH2,1
RBPJL,NOTCH2,3
RBPJ,NOTCH2,3
ADAM17,NOTCH2,1
PSENEN,NOTCH2,1
NUMB,NOTCH2,2
NUMBL,NOTCH2,2
JAG1,NOTCH2,3
JAG2,NOTCH2,3
DVL1,NOTCH2,2
DVL2,NOTCH2,2
DVL3,NOTCH2,2
LFNG,NOTCH2,3
MFNG,NOTCH2,3
RFNG,NOTCH2,3
DLL3,NOTCH2,1
DLL1,NOTCH2,1
DLL4,NOTCH2,1
ITCH,NOTCH2,2
NCSTN,NOTCH3,1
APH1A,NOTCH3,1
APH1B,NOTCH3,1
PSEN1,NOTCH3,1
PSEN2,NOTCH3,1
RBPJL,NOTCH3,3
RBPJ,NOTCH3,3
ADAM17,NOTCH3,1
PSENEN,NOTCH3,1
NUMB,NOTCH3,2
NUMBL,NOTCH3,2
JAG1,NOTCH3,3
JAG2,NOTCH3,3
DVL1,NOTCH3,2
DVL2,NOTCH3,2
DVL3,NOTCH3,2
LFNG,NOTCH3,3
MFNG,NOTCH3,3
RFNG,NOTCH3,3
DLL3,NOTCH3,1
DLL1,NOTCH3,1
DLL4,NOTCH3,1
ITCH,NOTCH3,2
NCSTN,NOTCH4,1
APH1A,NOTCH4,1
APH1B,NOTCH4,1
PSEN1,NOTCH4,1
PSEN2,NOTCH4,1
RBPJL,NOTCH4,3
RBPJ,NOTCH4,3
ADAM17,NOTCH4,1
PSENEN,NOTCH4,1
NUMB,NOTCH4,2
NUMBL,NOTCH4,2
JAG1,NOTCH4,3
JAG2,NOTCH4,3
DVL1,NOTCH4,2
DVL2,NOTCH4,2
DVL3,NOTCH4,2
LFNG,NOTCH4,3
MFNG,NOTCH4,3
RFNG,NOTCH4,3
DLL3,NOTCH4,1
DLL1,NOTCH4,1
DLL4,NOTCH4,1
ITCH,NOTCH4,2
RBPJL,HEY1,1
RBPJ,HEY1,1
RBPJL,HEY2,1
RBPJ,HEY2,1
RBPJL,HEYL,1
RBPJ,HEYL,1
RBPJL,NRARP,1
RBPJ,NRARP,1
