from,to,value
PRKACA,CFTR,1
PRKACB,CFTR,1
PRKACG,CFTR,1
SLC12A2,KCNQ1,3
PRKACA,KCNQ1,3
PRKACB,KCNQ1,3
PRKACG,KCNQ1,3
ADCY3,KCNQ1,3
ADCY9,KCNQ1,3
PLCG1,PRKCA,3
PLCG2,PRKCA,3
KCNQ1,SLC12A2,3
PRKACA,SLC12A2,3
PRKACB,SLC12A2,3
PRKACG,SLC12A2,3
ADCY3,SLC12A2,3
ADCY9,SLC12A2,3
PRKCA,PLCG1,3
PRKCA,PLCG2,3
KCNQ1,PRKACA,3
SLC12A2,PRKACA,3
ADCY3,PRKACA,3
ADCY9,PRKACA,3
KCNQ1,PRKACB,3
SLC12A2,PRKACB,3
ADCY3,PRKACB,3
ADCY9,PRKACB,3
KCNQ1,PRKACG,3
SLC12A2,PRKACG,3
ADCY3,PRKACG,3
ADCY9,PRKACG,3
PRKCA,ACTB,1
PRKCA,ACTG1,1
ERO1A,PDIA4,1
GNAS,ADCY3,1
KCNQ1,ADCY3,3
SLC12A2,ADCY3,3
PRKACA,ADCY3,3
PRKACB,ADCY3,3
PRKACG,ADCY3,3
GNAS,ADCY9,1
KCNQ1,ADCY9,3
SLC12A2,ADCY9,3
PRKACA,ADCY9,3
PRKACB,ADCY9,3
PRKACG,ADCY9,3
