from,to,value
NLRC4,CASP1,1
PYCARD,CASP1,1
NAIP,CASP1,1
CASP1,IL1B,1
MYD88,IL1B,1
CASP1,IL18,1
CASP1,CASP7,1
NAIP,CASP7,1
NFKBIA,NFKB1,3
NFKBIA,RELA,3
NFKB1,NFKBIA,3
RELA,NFKBIA,3
CYCS,CASP9,1
APAF1,CASP9,1
CASP9,CASP3,1
C3,ITGAM,3
C3,ITGB2,3
C3,CR1,3
C3,CR1L,3
ITGAM,C3,3
ITGB2,C3,3
CR1,C3,3
CR1L,C3,3
EEF1A1,HSF1,1
EEF1A2,HSF1,1
HSF1,HSPA1A,1
HSF1,HSPA1B,1
HSF1,HSPA1L,1
HSF1,HSPA6,1
HSF1,HSPA8,1
CD14,TLR2,1
CD14,TLR4,1
TLR5,MYD88,1
TLR2,MYD88,1
TLR4,MYD88,1
MYD88,TNF,1
MYD88,IL6,1
MYD88,CXCL8,1
MYD88,IL12A,1
MYD88,IL12B,1
MYD88,CXCL1,1
MYD88,CXCL2,1
MYD88,CXCL3,1
