from,to,weight
NIT2,GOT1L1,3
NIT2,GOT1,3
NIT2,GOT2,3
NIT2,GLUD1,3
NIT2,GLUD2,3
ASNS,ASRGL1,3
ASNS,NAT8L,3
ASNS,IL4I1,3
ASNS,GOT1L1,3
ASNS,GOT1,3
ASNS,GOT2,3
ASNS,ASS1,3
ASNS,ADSS1,3
ASNS,ADSS2,3
ASNS,CAD,3
ASRGL1,ASNS,3
ASRGL1,NAT8L,3
ASRGL1,IL4I1,3
ASRGL1,GOT1L1,3
ASRGL1,GOT1,3
ASRGL1,GOT2,3
ASRGL1,ASS1,3
ASRGL1,ADSS1,3
ASRGL1,ADSS2,3
ASRGL1,CAD,3
NAT8L,ASPA,3
NAT8L,RIMKLA,3
NAT8L,RIMKLB,3
IL4I1,GOT1L1,3
IL4I1,GOT1,3
IL4I1,GOT2,3
GOT1L1,ASNS,3
GOT1L1,NAT8L,3
GOT1L1,IL4I1,3
GOT1L1,ASS1,3
GOT1L1,ADSS1,3
GOT1L1,ADSS2,3
GOT1L1,CAD,3
GOT1,ASNS,3
GOT1,NAT8L,3
GOT1,IL4I1,3
GOT1,ASS1,3
GOT1,ADSS1,3
GOT1,ADSS2,3
GOT1,CAD,3
GOT2,ASNS,3
GOT2,NAT8L,3
GOT2,IL4I1,3
GOT2,ASS1,3
GOT2,ADSS1,3
GOT2,ADSS2,3
GOT2,CAD,3
DDO,GOT1L1,3
DDO,GOT1,3
DDO,GOT2,3
ASS1,ASL,3
ADSS1,ADSL,3
ADSS2,ADSL,3
AGXT,GPT,3
AGXT,GPT2,3
AGXT2,GPT,3
AGXT2,GPT2,3
GPT,AGXT,3
GPT,AGXT2,3
GPT2,AGXT,3
GPT2,AGXT2,3
GLUD1,GAD1,3
GLUD1,GAD2,3
GLUD1,GLUL,3
GLUD1,ALDH4A1,3
GLUD2,GAD1,3
GLUD2,GAD2,3
GLUD2,GLUL,3
GLUD2,ALDH4A1,3
ABAT,ALDH5A1,3
GAD1,ABAT,3
GAD2,ABAT,3
GLUL,CAD,3
GLUL,GLS2,3
GLUL,GLS,3
GLUL,GFPT1,3
GLUL,GFPT2,3
GLUL,PPAT,3
GLS2,GLUD1,3
GLS2,GLUD2,3
GLS2,GAD1,3
GLS2,GAD2,3
GLS2,GLUL,3
GLS2,CPS1,3
GLS2,ALDH4A1,3
GLS,GLUD1,3
GLS,GLUD2,3
GLS,GAD1,3
GLS,GAD2,3
GLS,GLUL,3
GLS,CPS1,3
GLS,ALDH4A1,3
ALDH4A1,GLUD1,3
ALDH4A1,GLUD2,3
ALDH4A1,GAD1,3
ALDH4A1,GAD2,3
ALDH4A1,GLUL,3
ASPA,ASNS,3
ASPA,NAT8L,3
ASPA,IL4I1,3
ASPA,GOT1L1,3
ASPA,GOT1,3
ASPA,GOT2,3
ASPA,ASS1,3
ASPA,ADSS1,3
ASPA,ADSS2,3
ASPA,CAD,3
RIMKLA,FOLH1,3
RIMKLB,RIMKLA,3
RIMKLB,FOLH1,3
FOLH1,ASPA,3
FOLH1,RIMKLA,3
FOLH1,RIMKLB,3
