from,to,value
NR3C2,SCNN1A,1
NEDD4L,SCNN1A,3
NR3C2,SCNN1B,1
NEDD4L,SCNN1B,3
NR3C2,SCNN1G,1
NEDD4L,SCNN1G,3
NR3C2,ATP1B4,1
NR3C2,ATP1A1,1
NR3C2,ATP1A2,1
NR3C2,ATP1A3,1
NR3C2,ATP1A4,1
NR3C2,ATP1B1,1
NR3C2,ATP1B2,1
NR3C2,ATP1B3,1
NR3C2,FXYD2,1
NR3C2,SGK1,1
PDPK1,SGK1,1
NR3C2,KRAS,1
SGK1,NEDD4L,2
SFN,NEDD4L,3
NR3C2,FXYD4,1
INS,INSR,1
IGF1,INSR,1
INSR,IRS1,1
KRAS,PIK3CA,1
IRS1,PIK3CA,1
KRAS,PIK3CB,1
IRS1,PIK3CB,1
KRAS,PIK3CD,1
IRS1,PIK3CD,1
KRAS,PIK3R1,1
IRS1,PIK3R1,1
KRAS,PIK3R2,1
IRS1,PIK3R2,1
KRAS,PIK3R3,1
IRS1,PIK3R3,1
PIK3CA,PDPK1,3
PIK3CB,PDPK1,3
PIK3CD,PDPK1,3
PIK3R1,PDPK1,3
PIK3R2,PDPK1,3
PIK3R3,PDPK1,3
SGK1,KCNJ1,1
NEDD4L,SFN,3
