from,to,value
IGH,FCER1G,1
SYK,FCER1G,3
LYN,FCER1G,1
IGH,MS4A2,1
LYN,MS4A2,1
IGH,FCER1A,1
LYN,FYN,2
PDPK1,AKT3,1
PDPK1,AKT1,1
PDPK1,AKT2,1
MAP2K3,MAPK14,1
MAP2K6,MAPK14,1
MAP2K3,MAPK11,1
MAP2K6,MAPK11,1
MAP2K3,MAPK13,1
MAP2K6,MAPK13,1
MAP2K3,MAPK12,1
MAP2K6,MAPK12,1
RAC1,MAP2K7,1
RAC2,MAP2K7,1
RAC3,MAP2K7,1
RAC1,MAP2K4,1
RAC2,MAP2K4,1
RAC3,MAP2K4,1
RAC1,MAP2K3,1
RAC2,MAP2K3,1
RAC3,MAP2K3,1
RAC1,MAP2K6,1
RAC2,MAP2K6,1
RAC3,MAP2K6,1
PIK3CA,PDPK1,1
PIK3CB,PDPK1,1
PIK3CD,PDPK1,1
PIK3R1,PDPK1,1
PIK3R2,PDPK1,1
PIK3R3,PDPK1,1
GAB2,PIK3CA,1
BTK,PIK3CA,3
SYK,PIK3CA,1
PLCG1,PIK3CA,3
PLCG2,PIK3CA,3
INPP5D,PIK3CA,3
GAB2,PIK3CB,1
BTK,PIK3CB,3
SYK,PIK3CB,1
PLCG1,PIK3CB,3
PLCG2,PIK3CB,3
INPP5D,PIK3CB,3
GAB2,PIK3CD,1
BTK,PIK3CD,3
SYK,PIK3CD,1
PLCG1,PIK3CD,3
PLCG2,PIK3CD,3
INPP5D,PIK3CD,3
GAB2,PIK3R1,1
BTK,PIK3R1,3
SYK,PIK3R1,1
PLCG1,PIK3R1,3
PLCG2,PIK3R1,3
INPP5D,PIK3R1,3
GAB2,PIK3R2,1
BTK,PIK3R2,3
SYK,PIK3R2,1
PLCG1,PIK3R2,3
PLCG2,PIK3R2,3
INPP5D,PIK3R2,3
GAB2,PIK3R3,1
BTK,PIK3R3,3
SYK,PIK3R3,1
PLCG1,PIK3R3,3
PLCG2,PIK3R3,3
INPP5D,PIK3R3,3
PLCG1,PRKCA,3
PLCG2,PRKCA,3
FYN,GAB2,1
SYK,GAB2,1
SYK,LCP2,1
PIK3CA,BTK,3
PIK3CB,BTK,3
PIK3CD,BTK,3
PIK3R1,BTK,3
PIK3R2,BTK,3
PIK3R3,BTK,3
LYN,BTK,1
PLCG1,BTK,3
PLCG2,BTK,3
INPP5D,BTK,3
FCER1G,SYK,3
LYN,SYK,1
SYK,LAT,1
PIK3CA,PLCG1,3
PIK3CB,PLCG1,3
PIK3CD,PLCG1,3
PIK3R1,PLCG1,3
PIK3R2,PLCG1,3
PIK3R3,PLCG1,3
PRKCA,PLCG1,3
LCP2,PLCG1,1
BTK,PLCG1,3
SYK,PLCG1,1
INPP5D,PLCG1,3
PIK3CA,PLCG2,3
PIK3CB,PLCG2,3
PIK3CD,PLCG2,3
PIK3R1,PLCG2,3
PIK3R2,PLCG2,3
PIK3R3,PLCG2,3
PRKCA,PLCG2,3
LCP2,PLCG2,1
BTK,PLCG2,3
SYK,PLCG2,1
INPP5D,PLCG2,3
MAP2K1,MAPK1,1
MAP2K2,MAPK1,1
MAP2K1,MAPK3,1
MAP2K2,MAPK3,1
RAF1,MAP2K1,1
RAF1,MAP2K2,1
HRAS,RAF1,1
KRAS,RAF1,1
NRAS,RAF1,1
SOS1,HRAS,1
SOS2,HRAS,1
SOS1,KRAS,1
SOS2,KRAS,1
SOS1,NRAS,1
SOS2,NRAS,1
GRB2,SOS1,1
GRB2,SOS2,1
LAT,GRB2,1
MAPK1,PLA2G4B,1
MAPK3,PLA2G4B,1
MAPK1,PLA2G4E,1
MAPK3,PLA2G4E,1
MAPK1,PLA2G4F,1
MAPK3,PLA2G4F,1
MAPK1,PLA2G4D,1
MAPK3,PLA2G4D,1
MAPK1,PLA2G4A,1
MAPK3,PLA2G4A,1
MAPK1,PLA2G4C,1
MAPK3,PLA2G4C,1
MAPK1,JMJD7-PLA2G4B,1
MAPK3,JMJD7-PLA2G4B,1
MAP2K7,MAPK8,1
MAP2K4,MAPK8,1
MAP2K7,MAPK9,1
MAP2K4,MAPK9,1
MAP2K7,MAPK10,1
MAP2K4,MAPK10,1
PIK3CA,RAC1,1
PIK3CB,RAC1,1
PIK3CD,RAC1,1
PIK3R1,RAC1,1
PIK3R2,RAC1,1
PIK3R3,RAC1,1
VAV3,RAC1,1
VAV1,RAC1,1
VAV2,RAC1,1
PIK3CA,RAC2,1
PIK3CB,RAC2,1
PIK3CD,RAC2,1
PIK3R1,RAC2,1
PIK3R2,RAC2,1
PIK3R3,RAC2,1
VAV3,RAC2,1
VAV1,RAC2,1
VAV2,RAC2,1
PIK3CA,RAC3,1
PIK3CB,RAC3,1
PIK3CD,RAC3,1
PIK3R1,RAC3,1
PIK3R2,RAC3,1
PIK3R3,RAC3,1
VAV3,RAC3,1
VAV1,RAC3,1
VAV2,RAC3,1
LCP2,VAV3,1
SYK,VAV3,1
LCP2,VAV1,1
SYK,VAV1,1
LCP2,VAV2,1
SYK,VAV2,1
