from,to,weight
PTDSS2,PLAAT3,3
PTDSS2,PLAAT2,3
PTDSS2,PISD,3
PTDSS2,PLA1A,3
PTDSS1,PLAAT3,3
PTDSS1,PLAAT2,3
PTDSS1,PISD,3
PTDSS1,PLA1A,3
LPCAT3,PTDSS2,3
LPCAT3,PTDSS1,3
LPCAT3,PLAAT3,3
LPCAT3,PLAAT2,3
LPCAT3,PLA2G4B,3
LPCAT3,PLA2G4E,3
LPCAT3,PLB1,3
LPCAT3,PLA2G4F,3
LPCAT3,PLA2G2D,3
LPCAT3,PLA2G4D,3
LPCAT3,PLA2G2E,3
LPCAT3,PLA2G2C,3
LPCAT3,PLA2G3,3
LPCAT3,PLA2G1B,3
LPCAT3,PLA2G2A,3
LPCAT3,PLA2G4A,3
LPCAT3,PLA2G5,3
LPCAT3,PLA2G2F,3
LPCAT3,PLA2G12A,3
LPCAT3,PLA2G6,3
LPCAT3,PLA2G10,3
LPCAT3,PLA2G12B,3
LPCAT3,PLA2G4C,3
LPCAT3,JMJD7-PLA2G4B,3
LPCAT3,PLD4,3
LPCAT3,PLD3,3
LPCAT3,PLD1,3
LPCAT3,PLD2,3
LPCAT3,LCAT,3
LPCAT3,PISD,3
LPCAT3,PEMT,3
LPCAT3,PLA1A,3
LPCAT4,PTDSS2,3
LPCAT4,PTDSS1,3
LPCAT4,PLAAT3,3
LPCAT4,PLAAT2,3
LPCAT4,PLA2G4B,3
LPCAT4,PLA2G4E,3
LPCAT4,PLB1,3
LPCAT4,PLA2G4F,3
LPCAT4,PLA2G2D,3
LPCAT4,PLA2G4D,3
LPCAT4,PLA2G2E,3
LPCAT4,PLA2G2C,3
LPCAT4,PLA2G3,3
LPCAT4,PLA2G1B,3
LPCAT4,PLA2G2A,3
LPCAT4,PLA2G4A,3
LPCAT4,PLA2G5,3
LPCAT4,PLA2G2F,3
LPCAT4,PLA2G12A,3
LPCAT4,PLA2G6,3
LPCAT4,PLA2G10,3
LPCAT4,PLA2G12B,3
LPCAT4,PLA2G4C,3
LPCAT4,JMJD7-PLA2G4B,3
LPCAT4,PLD4,3
LPCAT4,PLD3,3
LPCAT4,PLD1,3
LPCAT4,PLD2,3
LPCAT4,LCAT,3
LPCAT4,PISD,3
LPCAT4,PEMT,3
LPCAT4,CRLS1,3
LPCAT4,PLA1A,3
LPCAT2,PTDSS1,3
LPCAT2,PLAAT3,3
LPCAT2,PLAAT2,3
LPCAT2,PLA2G4B,3
LPCAT2,PLA2G4E,3
LPCAT2,PLB1,3
LPCAT2,PLA2G4F,3
LPCAT2,PLA2G2D,3
LPCAT2,PLA2G4D,3
LPCAT2,PLA2G2E,3
LPCAT2,PLA2G2C,3
