from,to,value
CALML6,CNGB1,2
CALML5,CNGB1,2
CALM1,CNGB1,2
CALM2,CNGB1,2
CALM3,CNGB1,2
CALML3,CNGB1,2
CALML4,CNGB1,2
CALML6,CNGA1,2
CALML5,CNGA1,2
CALM1,CNGA1,2
CALM2,CNGA1,2
CALM3,CNGA1,2
CALML3,CNGA1,2
CALML4,CNGA1,2
GRK7,RHO,2
GRK1,RHO,2
SAG,RHO,2
GNAT1,PDE6A,1
GNAT2,PDE6A,1
GNB1,PDE6A,1
GNGT1,PDE6A,1
GNAT1,PDE6G,1
GNAT2,PDE6G,1
GNB1,PDE6G,1
GNGT1,PDE6G,1
GNAT1,PDE6B,1
GNAT2,PDE6B,1
GNB1,PDE6B,1
GNGT1,PDE6B,1
RHO,GNAT1,1
RGS9,GNAT1,2
RHO,GNAT2,1
RGS9,GNAT2,2
RHO,GNB1,1
RGS9,GNB1,2
RHO,GNGT1,1
RGS9,GNGT1,2
GUCA1ANB-GUCA1A,GUCY2F,2
GUCA1A,GUCY2F,2
GUCA1B,GUCY2F,2
GUCA1C,GUCY2F,2
GUCA1ANB-GUCA1A,GUCY2D,2
GUCA1A,GUCY2D,2
GUCA1B,GUCY2D,2
GUCA1C,GUCY2D,2
RCVRN,GRK7,2
RCVRN,GRK1,2
