from,to,weight
RRM2B,NME6,3
RRM2B,AK9,3
RRM2B,NME7,3
RRM2B,NME1,3
RRM2B,NME2,3
RRM2B,NME3,3
RRM2B,NME4,3
RRM2B,NME1-NME2,3
RRM2B,CMPK2,3
RRM2B,CMPK1,3
RRM1,NME6,3
RRM1,AK9,3
RRM1,NME7,3
RRM1,NME1,3
RRM1,NME2,3
RRM1,NME3,3
RRM1,NME4,3
RRM1,NME1-NME2,3
RRM1,CMPK2,3
RRM1,CMPK1,3
RRM2,NME6,3
RRM2,AK9,3
RRM2,NME7,3
RRM2,NME1,3
RRM2,NME2,3
RRM2,NME3,3
RRM2,NME4,3
RRM2,NME1-NME2,3
RRM2,CMPK2,3
RRM2,CMPK1,3
CAD,DHODH,3
UMPS,CMPK2,3
UMPS,CMPK1,3
UMPS,NT5C1B-RDH14,3
UMPS,NT5C2,3
UMPS,NT5DC4,3
UMPS,NT5C,3
UMPS,NT5E,3
UMPS,NT5M,3
UMPS,NT5C1A,3
UMPS,NT5C1B,3
UMPS,DHODH,3
NME6,RRM2B,3
NME6,RRM1,3
NME6,RRM2,3
NME6,CMPK2,3
NME6,CMPK1,3
NME6,CTPS1,3
NME6,CTPS2,3
NME6,ENTPD8,3
NME6,ENTPD1,3
NME6,ENTPD3,3
NME6,CANT1,3
NME6,ENTPD6,3
NME6,ENTPD5,3
NME6,ENTPD4,3
NME6,DCTPP1,3
NME6,ENPP1,3
NME6,ENPP3,3
NME6,DUT,3
NME6,ASMTL,3
AK9,RRM2B,3
AK9,RRM1,3
AK9,RRM2,3
AK9,CMPK2,3
AK9,CMPK1,3
AK9,CTPS1,3
AK9,CTPS2,3
AK9,ENTPD8,3
AK9,ENTPD1,3
AK9,ENTPD3,3
AK9,CANT1,3
AK9,ENTPD6,3
AK9,ENTPD5,3
AK9,ENTPD4,3
AK9,DCTPP1,3
AK9,ENPP1,3
AK9,ENPP3,3
AK9,DUT,3
AK9,ASMTL,3
NME7,RRM2B,3
NME7,RRM1,3
NME7,RRM2,3
NME7,CMPK2,3
NME7,CMPK1,3
NME7,CTPS1,3
NME7,CTPS2,3
NME7,ENTPD8,3
NME7,ENTPD1,3
NME7,ENTPD3,3
NME7,CANT1,3
NME7,ENTPD6,3
NME7,ENTPD5,3
NME7,ENTPD4,3
NME7,DCTPP1,3
NME7,ENPP1,3
NME7,ENPP3,3
NME7,DUT,3
NME7,ASMTL,3
NME1,RRM2B,3
NME1,RRM1,3
NME1,RRM2,3
NME1,CMPK2,3
NME1,CMPK1,3
NME1,CTPS1,3
NME1,CTPS2,3
NME1,ENTPD8,3
NME1,ENTPD1,3
NME1,ENTPD3,3
NME1,CANT1,3
NME1,ENTPD6,3
NME1,ENTPD5,3
NME1,ENTPD4,3
NME1,DCTPP1,3
NME1,ENPP1,3
NME1,ENPP3,3
NME1,DUT,3
NME1,ASMTL,3
NME2,RRM2B,3
NME2,RRM1,3
NME2,RRM2,3
